,Fiscal Quarter,Current,Q2 2025,Q1 2025,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,+18 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+18 Quarters
0,Market Capitalization,56,67,63,102,109,122,103,122,149,177,165,185,199,213,199,213,211,231,159,230,250,Upgrade
1,Market Cap Growth,-45.11%,-45.11%,-39.31%,-16.37%,-26.97%,-31.05%,-37.53%,-34.18%,-24.80%,-17.11%,-16.92%,-13.03%,-5.94%,-7.88%,25.13%,-7.62%,-15.50%,-11.07%,-29.58%,-2.17%,26.70%,Upgrade
2,Enterprise Value,17,5,1,41,48,67,48,65,93,113,101,122,136,121,106,136,135,161,89,165,185,Upgrade
3,Last Close Price,0.38,0.46,0.40,0.67,0.71,0.81,0.66,0.78,0.97,1.14,1.05,1.18,1.27,1.36,1.23,1.32,1.31,1.44,0.97,1.41,1.54,Upgrade
4,PE Ratio,-,-,-,-,-,73.63,-,-17.86,-12.30,-,-,-,172.84,97.25,-,24.92,1346.02,108.95,-,-,559.47,Upgrade
5,PS Ratio,0.90,1.08,0.92,1.44,1.52,1.71,1.61,1.96,2.64,3.02,2.41,2.66,2.61,2.78,2.60,2.77,2.89,2.95,2.08,2.97,3.24,Upgrade
6,PB Ratio,0.87,1.04,0.97,1.30,1.39,1.51,1.21,1.43,-,2.14,1.73,1.94,-,2.14,1.90,2.04,-,2.23,1.58,2.29,-,Upgrade
7,P/TBV Ratio,1.06,1.06,1.00,1.32,1.41,1.54,1.23,1.46,-,2.19,1.76,1.98,-,2.18,1.94,2.07,-,2.43,1.73,2.51,-,Upgrade
8,EV/Sales Ratio,0.27,0.08,0.01,0.58,0.67,0.94,0.75,1.05,1.64,1.93,1.48,1.75,1.78,1.57,1.39,1.78,1.84,2.05,1.16,2.13,2.39,Upgrade
9,EV/EBITDA Ratio,-,-,-,-,-,20.37,-,-12.68,-7.72,-,-,-,-280.60,-211.07,-,-,579.90,44.52,-,-,81.96,Upgrade
10,EV/EBIT Ratio,-,-,-,-,-,27.04,-,-10.83,-7.15,-,-,-,-89.32,-75.10,-,-,-167.25,65.99,-,-,232.21,Upgrade
11,Debt / Equity Ratio,0.23,0.23,0.23,0.04,0.04,0.09,0.12,0.12,-,0.15,0.16,0.16,-,0.19,0.04,0.04,-,0.08,0.13,0.13,-,Upgrade
12,Debt / EBITDA Ratio,-,-,-,1.06,1.06,1.76,-,0.99,-,-,-,-,-,1.17,-,-,-,0.50,-,-,-,Upgrade
13,Asset Turnover,0.61,0.59,0.83,0.81,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
14,Quick Ratio,8.90,8.90,8.90,10.49,10.49,9.10,-,8.52,-,8.76,-,9.57,-,10.46,-,10.31,-,7.20,-,7.47,-,Upgrade
15,Current Ratio,9.14,9.14,9.14,10.67,10.67,9.37,-,8.66,-,8.94,-,9.73,-,10.76,-,10.51,-,7.60,-,7.62,-,Upgrade
