,Fiscal Quarter,Current,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Aug '24 Aug 31, 2024","Feb '24 Feb 29, 2024","Aug '23 Aug 31, 2023","Feb '23 Feb 28, 2023","Aug '22 Aug 31, 2022","Feb '22 Feb 28, 2022","Aug '21 Aug 31, 2021","Jun '21 Jun 30, 2021","Feb '21 Feb 28, 2021","Dec '20 Dec 31, 2020",+2 Quarters
0,Market Capitalization,652,927,596,377,519,466,1421,1853,3367,5282,7166,Upgrade
1,Market Cap Growth,145.90%,145.90%,14.88%,-19.21%,-63.48%,-74.83%,-57.80%,-64.91%,-53.02%,-25.00%,26.09%,Upgrade
2,Enterprise Value,2561,2782,2447,1967,1649,2128,5467,5899,6524,7863,9747,Upgrade
3,Last Close Price,0.21,0.29,0.18,0.11,0.14,0.13,0.40,0.50,0.90,1.38,1.87,Upgrade
4,PE Ratio,12.97,18.72,13.56,10.81,18.53,35.98,113.18,-,8.25,27.40,-,Upgrade
5,Forward PE,-,13.57,13.57,13.57,13.57,13.57,13.57,13.57,13.57,13.57,13.57,Upgrade
6,PS Ratio,0.61,0.88,0.63,0.46,0.69,0.74,3.84,-,1.97,17.00,-,Upgrade
7,PB Ratio,0.71,1.00,0.64,0.41,0.55,0.51,1.42,1.79,0.97,-,2.18,Upgrade
8,P/TBV Ratio,1.30,1.30,0.85,0.54,0.74,0.70,2.01,2.48,1.08,-,2.45,Upgrade
9,P/FCF Ratio,1.67,2.37,-,3.00,-,5.93,-,-,-,59.76,-,Upgrade
10,P/OCF Ratio,1.79,1.79,-,1.39,-,1.59,213.08,-,-,59.76,-,Upgrade
11,PEG Ratio,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,Upgrade
12,EV/Sales Ratio,2.44,2.65,2.57,2.39,2.21,3.39,14.78,-,3.82,25.31,-,Upgrade
13,EV/EBITDA Ratio,6.86,8.29,7.65,7.53,7.19,11.16,51.17,-,12.43,105.71,-,Upgrade
14,EV/EBIT Ratio,12.69,13.79,12.25,12.99,14.84,27.65,132.04,-,20.04,390.99,-,Upgrade
15,EV/FCF Ratio,6.56,7.12,-,15.68,-,27.07,-,-,-,88.96,-,Upgrade
16,Debt / Equity Ratio,3.13,3.13,2.62,3.22,2.00,2.96,1.82,1.57,1.34,-,1.22,Upgrade
17,Debt / FCF Ratio,7.42,7.42,-,23.39,-,34.23,-,-,-,-,-,Upgrade
18,Return on Capital Employed (ROCE),6.51%,6.51%,6.44%,5.04%,3.91%,2.53%,0.97%,-,5.59%,-,-,Upgrade
19,Earnings Yield,7.60%,5.34%,7.37%,9.25%,5.40%,2.78%,0.88%,-,12.13%,3.65%,-,Upgrade
20,FCF Yield,59.92%,42.14%,13.44%,33.29%,18.80%,16.86%,-6.28%,-,-19.01%,1.67%,-,Upgrade
21,Dividend Yield,4.74%,2.76%,3.06%,-,-,-,-,-,4.22%,1.38%,-,Upgrade
22,Buyback Yield / Dilution,-,-,-0.70%,1.48%,-,-,-,-,-,-,Upgrade,
23,Total Shareholder Return,4.74%,2.76%,3.06%,-0.70%,1.48%,-,-,-,4.22%,1.38%,-,Upgrade
