,Fiscal Quarter,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,Q2 2019,Q1 2019,Q4 2018,Q3 2018,Q2 2018,Q1 2018,Q4 2017,Q3 2017,Q2 2017,Q1 2017,Q4 2016,Q3 2016,Q1 2016,Q4 2015,Q3 2015,+20 Quarters
,Period Ending,"Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019","Jun '19 Jun 30, 2019","Mar '19 Mar 31, 2019","Dec '18 Dec 31, 2018","Sep '18 Sep 30, 2018","Jun '18 Jun 30, 2018","Mar '18 Mar 31, 2018","Dec '17 Dec 31, 2017","Sep '17 Sep 30, 2017","Jun '17 Jun 30, 2017","Mar '17 Mar 31, 2017","Dec '16 Dec 31, 2016","Sep '16 Sep 30, 2016","Mar '16 Mar 31, 2016","Dec '15 Dec 31, 2015","Sep '15 Sep 30, 2015",+20 Quarters
0,Revenue,22006,27545,17756,80228,38671,24642,26471,42023,26046,18419,18187,27663,16442,30700,17586,37841,30890,40157,41398,43427,Upgrade
1,Revenue Growth (YoY),-43.09%,11.78%,-32.92%,90.92%,48.47%,33.79%,45.55%,51.91%,58.41%,-40.00%,3.42%,-26.90%,-46.77%,-23.55%,-57.52%,-12.86%,-5.89%,29.48%,32.41%,616.27%,Upgrade
2,Cost of Revenue,11507,15624,8122,18723,23772,12770,20818,27552,12518,10403,12708,19049,8799,18055,10260,30619,23514,33740,36689,36936,Upgrade
3,Gross Profit,10499,11921,9634,61505,14899,11873,5653,14471,13527,8016,5480,8614,7643,12645,7326,7222,7376,6417,4709,6491,Upgrade
4,"Selling, General & Admin",1991,1917,3123,3923,1799,1622,1771,2228,1528,1641,1719,1078,1191,1942,2415,2139,2336,1269,1277,1005,Upgrade
5,Operating Expenses,1991,1917,3123,3923,1799,1622,1771,2228,1528,1641,1719,1078,1191,1942,2415,2139,2336,1269,1277,1005,Upgrade
6,Operating Income,8508,10004,6511,57582,13100,10251,3882,12243,12000,6375,3761,7536,6452,10703,4911,5083,5040,5147,3431,5486,Upgrade
7,Interest Expense,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-600,-,Upgrade
8,Interest & Investment Income,2.31,774.19,21.97,862.74,0.75,54.78,1.43,3.64,2.4,1.05,1.73,0.7,0.59,0.52,2.27,0.51,0.48,1.45,3.52,3.13,Upgrade
9,Other Non Operating Income (Expenses),-,-54.72,-25.37,-3.98,-,-69.12,-,-,-,-,-,-,-30.56,-18.67,-,97.5,-,-,252.68,-20,Upgrade
10,EBT Excluding Unusual Items,8511,10724,6508,58440,13100,10236,3883,12246,12002,6377,3763,7537,6422,10685,4913,5181,5040,5149,3087,5469,Upgrade
11,Gain (Loss) on Sale of Assets,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-252.68,-,Upgrade
12,Pretax Income,8511,10724,6508,58440,13100,10236,3883,12246,12002,6377,3763,7537,6422,10685,4913,5181,5040,5149,2835,5469,Upgrade
13,Income Tax Expense,1702,2327,1302,11688,2620,2193,776.68,2516,2400,1342,752.5,1767,1284,2268,982.69,1213,1008,1030,641.62,1203,Upgrade
14,Net Income,6809,8397,5206,46752,10480,8043,3107,9730,9602,5035,3010,5770,5138,8417,3931,3967,4032,4119,2193,4266,Upgrade
15,Net Income to Common,6809,8397,5206,46752,10480,8043,3107,9730,9602,5035,3010,5770,5138,8417,3931,3967,4032,4119,2193,4266,Upgrade
16,Net Income Growth,-35.03%,4.40%,67.59%,380.48%,9.15%,59.76%,3.21%,68.64%,86.89%,-40.19%,-23.42%,45.43%,27.42%,104.35%,79.24%,-7.00%,6.75%,36.54%,-58.54%,8667.69%,Upgrade
17,Shares Outstanding (Basic),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,27,27,Upgrade
18,Shares Outstanding (Diluted),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,27,27,Upgrade
19,Shares Change (YoY),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,31.30%,31.30%,Upgrade
20,EPS (Basic),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,81.67,158.86,Upgrade
21,EPS (Diluted),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,81.67,158.86,Upgrade
22,EPS Growth,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-68.42%,6577.80%,Upgrade
23,Free Cash Flow,-6424,-4461,-12956,-,21451,12514,4558,-1056,-3471,-,4944,-1837,-,15302,-13387,-,-,559.71,1588,1858,Upgrade
24,Free Cash Flow Per Share,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,59.14,69.18,Upgrade
25,Gross Margin,47.71%,43.28%,54.26%,76.66%,38.53%,48.18%,21.35%,34.44%,51.94%,43.52%,30.13%,31.14%,46.48%,41.19%,41.66%,19.08%,23.88%,15.98%,11.37%,14.95%,Upgrade
26,Operating Margin,38.66%,36.32%,36.67%,71.77%,33.87%,41.60%,14.67%,29.13%,46.07%,34.61%,20.68%,27.24%,39.24%,34.86%,27.93%,13.43%,16.31%,12.82%,8.29%,12.63%,Upgrade
27,Profit Margin,30.94%,30.48%,29.32%,58.27%,27.10%,32.64%,11.74%,23.15%,36.86%,27.33%,16.55%,20.86%,31.25%,27.42%,22.35%,10.48%,13.05%,10.26%,5.30%,9.82%,Upgrade
28,Free Cash Flow Margin,-29.19%,-16.20%,-72.97%,-,55.47%,50.78%,17.22%,-2.51%,-13.33%,-,27.18%,-6.64%,-,49.85%,-76.12%,-,-,1.39%,3.84%,4.28%,Upgrade
29,EBITDA,10284,11752,8176,59303,14821,11904,5512,13862,13616,7992,5380,9430,7812,11987,6464,6571,5887,6014,4265,6391,Upgrade
30,EBITDA Margin,46.73%,42.66%,46.04%,73.92%,38.33%,48.31%,20.82%,32.99%,52.28%,43.39%,29.58%,34.09%,47.51%,39.05%,36.76%,17.37%,19.06%,14.98%,10.30%,14.72%,Upgrade
31,D&A For EBITDA,1776,1748,1664,1721,1721,1653,1630,1619,1616,1616,1619,1894,1360,1284,1553,1489,847.45,867.08,834.32,905.27,Upgrade
32,EBIT,8508,10004,6511,57582,13100,10251,3882,12243,12000,6375,3761,7536,6452,10703,4911,5083,5040,5147,3431,5486,Upgrade
33,EBIT Margin,38.66%,36.32%,36.67%,71.77%,33.87%,41.60%,14.67%,29.13%,46.07%,34.61%,20.68%,27.24%,39.24%,34.86%,27.93%,13.43%,16.31%,12.82%,8.29%,12.63%,Upgrade
