,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,160.91,104.31,113.99,93.6,94.18,126.66,194.81,183.45,15.05,9.12
1,Short-Term Investments,11.82,36.23,-,-,-,5.68,-,16.35,6.08,4.56
2,Trading Asset Securities,10.96,-,-,-,-,-,-,-,-,-
3,Cash & Short-Term Investments,183.69,140.53,113.99,93.6,94.18,132.34,194.81,199.8,21.13,13.68
4,Cash Growth,61.15%,50.14%,21.04%,-29.27%,-51.66%,-33.76%,822.11%,1360.75%,-,-
5,Accounts Receivable,160.07,192.08,169.47,149.22,118.66,106.02,53.37,35.24,18.62,17.88
6,Other Receivables,0.05,0.32,0.24,0.01,0.01,0.97,0.25,0.26,0.61,6.68
7,Receivables,160.12,193.09,169.71,149.23,118.67,106.99,53.62,35.5,20.2,25.53
8,Inventory,76.53,79.85,85.01,114.65,124.71,128.55,125.75,95.6,37.92,33.28
9,Other Current Assets,59.42,92.41,49.84,38.59,63.38,47.8,23.27,8.23,5.07,3.44
10,Total Current Assets,479.75,505.89,418.54,396.07,400.94,415.67,397.45,339.12,84.32,75.92
11,"Property, Plant & Equipment",17.98,11.93,11.95,14.77,16.38,16.88,14.16,12.91,12.59,9.66
12,Long-Term Investments,49.03,18.42,13.38,13.77,13.11,12.2,-,-,-,-
13,Other Intangible Assets,0,0.02,0.11,0.21,0.17,0.29,0.4,0.41,0.15,0.21
14,Long-Term Deferred Tax Assets,22.73,23.02,29.29,28.09,18.82,14.74,17.84,17,2.86,2.84
15,Other Long-Term Assets,3.93,4.83,6.66,4.39,4.62,1.04,0.12,0.28,0,0.02
16,Total Assets,573.43,565.13,479.93,457.29,454.04,460.81,429.97,369.72,99.92,88.65
17,Accounts Payable,102.54,113.11,82.53,60.75,39.22,37.74,30.3,45.62,32.03,19.42
18,Accrued Expenses,-,19.5,-,13.01,-,19.86,-,13.62,5.22,7.73
19,Short-Term Debt,-,29.06,-,7.98,-,34.9,16.06,2.89,0.09,9.01
20,Current Portion of Long-Term Debt,12.68,0.52,11.23,0.52,37.94,-,-,-,4.51,18.25
21,Current Portion of Leases,4.33,3.53,3.32,4.13,5.17,4.1,3.26,2.63,1.94,1.5
22,Current Income Taxes Payable,7.92,5.64,6.65,5.56,6.67,17.08,21.32,17.04,3.28,0.73
23,Current Unearned Revenue,-,1.07,-,2.86,-,1.04,-,1.29,0.08,0.18
24,Other Current Liabilities,97.28,55.82,58.59,73.45,42.91,18.1,44.32,14.31,4.81,6.83
25,Total Current Liabilities,224.75,228.25,162.32,168.25,131.91,132.82,115.26,97.4,51.96,63.64
26,Long-Term Debt,-,0.22,0.48,0.74,1,-,-,-,1.69,-
27,Long-Term Leases,8.56,4.98,5.59,7.31,8.85,9.54,9.15,9.18,9.82,6.8
28,Other Long-Term Liabilities,4.17,4.17,3.09,3.54,3.62,3.82,3.08,3.02,2.32,1.82
29,Total Liabilities,237.48,237.62,171.48,179.84,145.37,146.17,127.48,109.59,65.79,72.26
30,Common Stock,1.48,1.5,1.5,1.5,1.5,1.5,1.5,1.45,0,0
31,Additional Paid-In Capital,156.61,172.27,186.96,186.96,186.33,199.89,199.52,189.63,-,4.21
32,Retained Earnings,179.92,156.64,119.77,87.16,119.53,111.06,101.45,69.47,37.23,14.75
33,Treasury Stock,-3.51,-7.86,-,-,-,-,-0.04,-,-,-
34,Comprehensive Income & Other,1.45,4.96,0.3,1.89,1.3,2.19,0.05,-0.42,-3.1,-2.57
35,Total Common Equity,335.95,327.52,308.53,277.5,308.66,314.64,302.49,260.13,34.13,16.39
36,Minority Interest,-,-,-0.07,-0.04,-,-,-,-,-,-
37,Shareholders' Equity,335.95,327.52,308.45,277.46,308.66,314.64,302.49,260.13,34.13,16.39
38,Total Liabilities & Equity,573.43,565.13,479.93,457.29,454.04,460.81,429.97,369.72,99.92,88.65
39,Total Debt,25.57,38.32,20.62,20.67,52.95,48.54,28.47,14.71,18.05,35.56
40,Net Cash (Debt),158.12,102.22,93.37,72.93,41.22,83.8,166.34,185.1,3.08,-21.88
41,Net Cash Growth,69.35%,40.16%,126.50%,-12.98%,-75.22%,-54.72%,5309.43%,-,-,-
42,Net Cash Per Share,0.15,0.09,0.08,0.06,0.04,0.08,0.14,0.22,0.00,-
43,Filing Date Shares Outstanding,1141,1108,1163,1163,1163,1165,1165,1123,1123,800
44,Total Common Shares Outstanding,1141,1108,1163,1163,1163,1165,1165,1123,842.1,800
45,Working Capital,255,277.64,256.23,227.81,269.03,282.85,282.19,241.73,32.36,12.29
46,Book Value Per Share,0.29,0.30,0.27,0.24,0.27,0.27,0.26,0.23,0.04,0.02
47,Tangible Book Value,335.94,327.5,308.41,277.29,308.49,314.35,302.09,259.73,33.98,16.19
48,Tangible Book Value Per Share,0.29,0.30,0.27,0.24,0.27,0.27,0.26,0.23,0.04,0.02
49,Machinery,-,8.58,-,7.51,-,6.3,-,3.27,-,2.38
50,Leasehold Improvements,-,2.89,-,2.42,-,1.44,-,0.62,-,0.55
