,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Revenue,296.19,308.55,276.93,267.08,223.3,254.96,199.29,219.67,129.25,96.67
1,Revenue Growth (YoY),6.96%,15.53%,24.02%,4.75%,12.05%,16.07%,54.18%,127.24%,71.77%,-
2,Cost of Revenue,152.4,159.3,151.81,212.35,135.74,167.42,110.72,129.02,67.49,61.03
3,Gross Profit,143.79,149.25,125.12,54.74,87.55,87.54,88.57,90.65,61.77,35.64
4,"Selling, General & Admin",88.24,91.5,90.81,90.1,68.73,67.13,52.84,53.5,32.66,32.68
5,Other Operating Expenses,-,-,-,-,-,-,-,-,-,-2.73
6,Operating Expenses,88.43,91.72,90.97,89.86,68.77,66.9,53.24,53.64,32.66,29.96
7,Operating Income,55.36,57.54,34.15,-35.12,18.79,20.63,35.33,37.01,29.1,5.68
8,Interest Expense,-0.92,-0.18,-0.93,-0.67,-0.88,-0.37,-0.39,-0.5,-0.64,-0.65
9,Interest & Investment Income,3.37,2.25,1.52,0.34,0.43,0.3,0.36,0,0.01,-
10,Earnings From Equity Investments,-0.17,-0.17,0.07,0.27,-0.09,-,-,-,-,-
11,Currency Exchange Gain (Loss),-,0.16,3.33,-,-,0.95,-0.95,0.06,-0.06,0.09
12,Other Non Operating Income (Expenses),-4.97,-5.74,-4.52,-2.2,-2.71,-4.76,-0.1,-3.98,-1.05,-0.54
13,EBT Excluding Unusual Items,52.67,53.85,33.62,-37.38,15.54,16.75,34.26,32.61,27.36,4.58
14,Gain (Loss) on Sale of Investments,-,-,-,-,-,-,-,0.23,-0.23,-0.02
15,Other Unusual Items,-,-0,-,-0.93,0.93,-2.73,2.73,0.1,-,-
16,Pretax Income,52.67,53.85,33.62,-38.31,16.47,14.03,36.98,32.93,27.13,4.56
17,Income Tax Expense,7.82,9.01,1.03,-6.51,0.99,4.42,5,0.69,4.65,0.17
18,Earnings From Continuing Operations,44.86,44.84,32.59,-31.8,15.48,9.61,31.98,32.24,22.48,4.39
19,Minority Interest in Earnings,-,0.02,0.03,0.04,-,-,-,-,-,-
20,Net Income,44.86,44.86,32.62,-31.76,15.48,9.61,31.98,32.24,22.48,4.39
21,Net Income to Common,44.86,44.86,32.62,-31.76,15.48,9.61,31.98,32.24,22.48,4.39
22,Net Income Growth,37.52%,-,110.72%,-,-51.60%,-70.20%,42.26%,634.11%,1035.40%,-
23,Shares Outstanding (Basic),1086,1108,1130,1129,1129,1097,1162,820,800,-
24,Shares Outstanding (Diluted),1087,1110,1131,1134,1131,1097,1170,823,800,-
25,Shares Change (YoY),-3.95%,-2.20%,-0.02%,3.42%,-3.33%,33.33%,46.31%,-,-,-
26,EPS (Basic),0.04,0.04,0.03,-0.03,0.01,0.01,0.03,0.04,0.03,-
27,EPS (Diluted),0.04,0.04,0.03,-0.03,0.01,0.01,0.03,0.04,0.03,-
28,EPS Growth,43.38%,-,110.23%,-,-49.82%,-77.63%,-2.85%,-,-,-
29,Free Cash Flow,78.28,68.16,35.53,27.97,-29.63,-19.49,-31.15,-19.93,28.68,2.75
30,Free Cash Flow Per Share,0.07,0.06,0.03,0.02,-0.03,-0.02,-0.03,-0.02,0.04,-
31,Dividend Per Share,0.011,0.020,0.007,-,-,-,-,-,-,-
32,Dividend Growth,65.75%,-,-,-,-,-,-,-,-,-
33,Operating Margin,18.69%,18.65%,12.33%,-13.15%,8.41%,8.09%,17.73%,16.85%,22.52%,5.88%
34,Profit Margin,15.14%,14.54%,11.78%,-11.89%,6.93%,3.77%,16.05%,14.68%,17.39%,4.54%
35,Free Cash Flow Margin,26.43%,22.09%,12.83%,10.47%,-13.27%,-7.64%,-15.63%,-9.07%,22.19%,2.85%
36,EBITDA,56.75,58.97,35.33,-33.94,19.78,21.35,35.92,37.36,29.47,6
37,D&A For EBITDA,1.38,1.43,1.18,1.18,0.99,0.72,0.59,0.34,0.36,0.32
38,EBIT,55.36,57.54,34.15,-35.12,18.79,20.63,35.33,37.01,29.1,5.68
