,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020"
0,Cash & Equivalents,2.66,1.44,2.62,3.71,17.21,9.05,14.57,11.91,19.58,15.62
1,Short-Term Investments,13.57,3.95,5.1,4.21,2.02,1.29,1.98,0.59,0.19,0.14
2,Trading Asset Securities,-,-,-,-,-,-,0.47,0.88,-,-
3,Cash & Short-Term Investments,16.23,5.39,7.72,7.92,19.23,10.34,17.02,13.39,19.77,15.76
4,Cash Growth,110.21%,-32.00%,-59.86%,-23.39%,13.01%,-22.73%,-13.92%,-15.06%,16.61%,-21.17%
5,Accounts Receivable,18.88,25.52,30.72,45.14,26.98,36.49,21.61,21.54,7.15,16.87
6,Other Receivables,28.9,31.27,12.63,12.99,13.08,5.89,9.75,2.61,-,0.19
7,Receivables,57,67.26,54.49,71.69,54.85,54.82,31.36,24.15,7.15,17.06
8,Prepaid Expenses,2.14,1.8,24.8,3.61,8.17,8.55,0.79,0.69,0.37,0.15
9,Restricted Cash,-,-,1.37,5.94,-,-,-,-,-,-
10,Other Current Assets,-,7.31,7.1,2.6,0.1,0.1,6.76,8.81,0.1,0.27
11,Total Current Assets,75.37,81.75,95.48,91.77,82.36,73.81,55.93,47.03,27.39,33.24
12,"Property, Plant & Equipment",19.42,20.47,21.28,21.58,20,22.73,23.65,25.33,13.12,8.8
13,Long-Term Investments,9.78,9.91,5.74,5.94,6.32,6.2,-,-,-,-
14,Goodwill,-,-,1.1,0.92,-,-,-,-,-,-
15,Other Intangible Assets,0.07,-,0.29,0.1,0.03,0.04,0.05,0.01,0.03,0.05
16,Other Long-Term Assets,-,-,0.04,0.04,0.36,0.35,-,1.56,15.32,2.87
17,Total Assets,104.65,112.13,123.93,120.35,109.07,103.13,79.64,73.94,55.86,44.96
18,Accounts Payable,4.56,4.7,7.16,15.44,5.42,5.58,3.12,4.16,2.35,3.06
19,Accrued Expenses,3.99,3.06,1.7,5.12,7.36,5.71,3.08,3.9,0.3,0.69
20,Current Portion of Long-Term Debt,9.96,10.46,12.56,12.49,19.53,21.07,19.24,10.38,1.53,0.1
21,Current Portion of Leases,0.37,0.52,0.66,0.71,0.62,1.17,1.23,0.74,0.55,1.03
22,Current Income Taxes Payable,0.28,0.35,0.92,1.5,0.49,0.96,0.89,1.37,0.67,0.69
23,Current Unearned Revenue,2.48,0.66,0.75,4.62,0.23,-,1.1,-,0.41,0.64
24,Other Current Liabilities,4.98,6.7,2.87,4.87,1.07,0.23,0.29,0.21,0.16,0.09
25,Total Current Liabilities,26.6,26.45,26.62,44.75,34.71,34.72,28.95,20.76,5.96,6.29
26,Long-Term Debt,7.7,12.77,18.22,15.75,21.9,23.85,9.46,7.96,8.74,0.29
27,Long-Term Leases,2.74,2.86,3.52,3.44,2.71,2.9,3.1,3.97,5.8,0.11
28,Long-Term Deferred Tax Liabilities,0.2,0.2,0.27,0.27,0.55,0.5,0.81,0.81,1.08,1.08
29,Total Liabilities,37.24,42.27,48.63,64.21,59.87,61.96,42.32,33.49,21.57,7.77
30,Common Stock,2.44,2.44,2.44,1.91,1.91,1.59,1.59,1.59,1.59,1.59
31,Additional Paid-In Capital,55.3,55.3,55.3,31.91,31.91,17.14,17.14,17.14,17.14,17.14
32,Retained Earnings,-2.36,7.19,10.88,19.18,11.14,21.24,16.96,20.22,14.07,16.96
33,Comprehensive Income & Other,5.22,4.75,5.89,2.86,4.24,1.2,1.63,1.5,1.5,1.5
34,Total Common Equity,60.61,69.69,74.52,55.86,49.2,41.17,37.32,40.44,34.29,37.19
35,Minority Interest,6.8,0.17,0.78,0.29,-,-,-,-,-,-
36,Shareholders' Equity,67.41,69.86,75.29,56.15,49.2,41.17,37.32,40.44,34.29,37.19
37,Total Liabilities & Equity,104.65,112.13,123.93,120.35,109.07,103.13,79.64,73.94,55.86,44.96
38,Total Debt,20.76,26.6,34.96,32.39,44.77,48.99,33.03,23.04,16.61,1.53
39,Net Cash (Debt),-4.53,-21.21,-27.24,-24.46,-25.54,-38.65,-16.01,-9.66,3.17,14.23
40,Net Cash Growth,-,-,-,-,-,-,-,-,-78.48%,-10.90%
41,Net Cash Per Share,-0.03,-,-0.22,-,-0.25,-0.42,-0.17,-0.10,0.03,0.15
42,Filing Date Shares Outstanding,141.68,141.68,141.68,110.4,110.4,92,92,92,92,92
43,Total Common Shares Outstanding,141.68,141.68,141.68,110.4,110.4,92,92,92,92,92
44,Working Capital,48.77,55.31,68.86,47.02,47.65,39.1,26.98,26.28,21.43,26.95
45,Book Value Per Share,0.43,0.49,0.53,0.51,0.45,0.45,0.41,0.44,0.37,0.40
46,Tangible Book Value,60.54,69.69,73.13,54.83,49.17,41.13,37.26,40.43,34.26,37.14
47,Tangible Book Value Per Share,0.43,0.49,0.52,0.50,0.45,0.45,0.41,0.44,0.37,0.40
48,Machinery,10.14,10.29,9.98,9.67,9.75,14.04,16.23,17.51,15.55,18.06
49,Leasehold Improvements,2.26,2.17,2.41,2.21,1.94,1.97,0.56,0.56,0.39,0.39
