,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,108.28,87.02,83.42,105.26,77.57,79.69,141.23,116.55,116.91,128.66,Upgrade
1,Short-Term Investments,9.75,6.67,8.92,11.12,14.01,6.73,23.34,23.57,20.37,29.1,Upgrade
2,Trading Asset Securities,2.57,1.66,1.93,2.53,34.97,68.17,8.22,31.76,41.53,72.06,Upgrade
3,Cash & Short-Term Investments,120.6,95.36,94.27,118.9,126.54,154.59,172.78,171.88,178.81,229.81,Upgrade
4,Cash Growth,27.93%,-19.80%,-25.50%,-23.09%,-26.76%,-10.06%,-3.37%,-25.21%,-13.11%,7.06%,Upgrade
5,Accounts Receivable,53.86,45.54,52.36,61.32,99.11,112.08,156.19,149.32,133.38,153.21,Upgrade
6,Receivables,53.86,45.54,52.36,61.32,99.11,112.08,156.19,149.32,133.38,153.21,Upgrade
7,Inventory,38.43,21.44,23.1,28.58,9.42,8.71,26.17,13.85,11.04,7.62,Upgrade
8,Other Current Assets,48.42,57.61,43.8,28.47,47.81,74.39,53.91,54.27,49.91,15.36,Upgrade
9,Total Current Assets,261.31,219.95,213.52,237.27,282.88,349.78,409.05,389.32,373.14,405.99,Upgrade
10,"Property, Plant & Equipment",82.62,87.85,94.51,101.6,108.27,116.79,132.28,115.01,100.38,102.2,Upgrade
11,Long-Term Investments,0.86,1.94,5.77,3.73,7.78,9.95,38.32,49.43,78.07,92.89,Upgrade
12,Goodwill,-,-,-,-,29.14,29.14,37.69,37.69,37.69,37.69,Upgrade
13,Other Intangible Assets,0.15,0.17,0.13,0.16,0.19,0.22,0.25,0.66,6.06,11.59,Upgrade
14,Long-Term Accounts Receivable,0.79,0.82,5.85,4.1,1.35,5.22,4.75,6.14,11.29,13.31,Upgrade
15,Long-Term Deferred Tax Assets,7.54,7.68,11.33,11.7,19.92,20.94,22.71,22.44,19.7,17.67,Upgrade
16,Other Long-Term Assets,15.85,16.8,26.96,27.97,23.37,25.58,35.32,33.17,25.62,28.81,Upgrade
17,Total Assets,369.13,335.21,358.07,386.52,472.9,557.61,680.37,653.85,651.94,710.14,Upgrade
18,Accounts Payable,71.31,44.32,47.33,49.81,45.06,78.04,80.55,90.73,76.14,107.5,Upgrade
19,Accrued Expenses,-,15.73,-,15.86,-,23.59,-,30.41,-,29.2,Upgrade
20,Short-Term Debt,-,15.95,-,14.29,-,15.59,-,3.5,-,3.95,Upgrade
21,Current Portion of Long-Term Debt,45.17,8.18,21.81,12.45,25.55,10.16,20.41,3.27,29.33,29.53,Upgrade
22,Current Portion of Leases,3.52,5.11,5.07,4.34,0.88,1.05,3.43,3.35,4.69,11.22,Upgrade
23,Current Income Taxes Payable,0.02,0.02,0.54,0.56,10.39,10.66,10.78,10,8.8,10.48,Upgrade
24,Current Unearned Revenue,-,33.66,-,7.14,-,16.15,54.31,22.92,-,7.02,Upgrade
25,Other Current Liabilities,72.32,18.54,37.87,17.76,44.18,18.19,64.14,33.12,62.74,33.82,Upgrade
26,Total Current Liabilities,192.33,141.53,112.63,122.2,126.06,173.42,233.61,197.29,181.69,232.73,Upgrade
27,Long-Term Debt,-,-,-,-,6.56,13.59,23.44,30.59,25.98,22.6,Upgrade
28,Long-Term Leases,3.23,3.99,5.01,8.72,6.99,7.78,15.65,16.6,14.54,10.71,Upgrade
29,Long-Term Deferred Tax Liabilities,0.37,0.38,-,-,0.16,0.09,0.03,0.13,5.42,2.43,Upgrade
30,Total Liabilities,195.93,145.89,117.63,130.92,139.77,194.88,272.72,244.61,227.63,268.47,Upgrade
31,Common Stock,7.04,7.04,7.04,7.04,7.04,7.04,7.04,6.51,6.51,6.51,Upgrade
32,Additional Paid-In Capital,567.44,567.44,567.44,567.44,567.44,567.44,577.42,549.95,549.95,549.95,Upgrade
33,Retained Earnings,-423.89,-415.23,-378.88,-360.2,-311.41,-294.33,-256.61,-255.45,-253.4,-243.59,Upgrade
34,Comprehensive Income & Other,-24.84,-24.27,-16.28,-15.9,-5.03,0.98,-1.06,23.17,28.41,25.82,Upgrade
35,Total Common Equity,125.75,134.98,179.32,198.38,258.04,281.13,326.78,324.18,331.47,338.69,Upgrade
36,Minority Interest,47.45,54.34,61.12,57.23,75.08,81.61,80.86,85.06,92.85,102.98,Upgrade
37,Shareholders' Equity,173.2,189.31,240.44,255.61,333.12,362.73,407.64,409.25,424.31,441.67,Upgrade
38,Total Liabilities & Equity,369.13,335.21,358.07,386.52,472.9,557.61,680.37,653.85,651.94,710.14,Upgrade
39,Total Debt,51.91,33.24,31.89,39.79,39.98,48.17,62.92,57.3,74.53,78.02,Upgrade
40,Net Cash (Debt),68.68,62.12,62.38,79.11,86.56,106.43,109.86,114.58,104.28,151.8,Upgrade
41,Net Cash Growth,10.11%,-21.48%,-27.94%,-25.67%,-21.21%,-7.11%,5.36%,-24.52%,-15.37%,-27.19%,Upgrade
42,Net Cash Per Share,0.05,0.04,0.04,0.06,0.06,0.08,0.08,0.09,0.08,0.12,Upgrade
43,Filing Date Shares Outstanding,1408,1408,1408,1408,1408,1408,1408,1302,1302,1302,Upgrade
44,Total Common Shares Outstanding,1408,1408,1408,1408,1408,1408,1408,1302,1302,1302,Upgrade
45,Working Capital,68.98,78.42,100.9,115.07,156.82,176.36,175.44,192.03,191.45,173.26,Upgrade
46,Book Value Per Share,0.09,0.10,0.13,0.14,0.18,0.20,0.23,0.25,0.25,0.26,Upgrade
47,Tangible Book Value,125.6,134.81,179.19,198.22,228.72,251.77,288.84,285.84,287.72,289.41,Upgrade
48,Tangible Book Value Per Share,0.09,0.10,0.13,0.14,0.16,0.18,0.21,0.22,0.22,0.22,Upgrade
49,Buildings,-,65.64,-,66.9,-,72.19,-,76.52,-,24.47,Upgrade
50,Machinery,-,8.02,-,7.81,-,7.62,-,8.8,-,6.58,Upgrade
51,Construction In Progress,-,-,-,0.03,-,0.18,-,16.62,-,53.07,Upgrade
52,Leasehold Improvements,-,18.69,-,19.17,-,21.09,-,2.9,-,2.69,Upgrade
