,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,168,110,152,224,106,210,290,307,247,174,326,Upgrade
1,Market Cap Growth,-50.94%,-50.94%,44.00%,6.71%,-63.59%,-31.65%,17.25%,75.93%,-24.00%,-93.80%,-91.10%,Upgrade
2,Enterprise Value,146,102,151,202,94,185,261,277,236,126,301,Upgrade
3,Last Close Price,0.12,0.08,0.11,0.16,0.07,0.15,0.21,0.22,0.19,0.13,0.25,Upgrade
4,Forward PE,-,21.57,21.57,21.57,21.57,21.57,21.57,21.57,21.57,21.57,21.57,Upgrade
5,PS Ratio,2.33,1.52,2.44,2.48,1.54,1.37,1.33,1.61,2.05,1.10,1.85,Upgrade
6,PB Ratio,1.33,0.63,0.80,0.93,0.41,0.63,0.80,0.75,0.60,0.41,0.74,Upgrade
7,P/TBV Ratio,0.87,0.87,1.13,1.25,0.53,0.92,1.15,1.06,0.87,0.61,1.12,Upgrade
8,P/FCF Ratio,13.71,8.98,-34.51,-,-,-,123.64,-,-,-,-25.71,Upgrade
9,P/OCF Ratio,8.23,8.23,-45.26,-,-,-,13.39,247.14,-,-,14.97,Upgrade
10,EV/Sales Ratio,2.03,1.42,2.42,2.24,1.37,1.21,1.19,1.46,1.95,0.79,1.71,Upgrade
11,EV/EBITDA Ratio,-,-,-,-,-,-,-,-,-,-,-34.56,Upgrade
12,EV/EBIT Ratio,-,-,-,-,-,-,-,-,-,-,-11.95,Upgrade
13,EV/FCF Ratio,11.97,8.35,-34.22,-,-,-,111.28,-,-,-,-23.79,Upgrade
14,Debt / Equity Ratio,0.30,0.30,0.18,0.13,0.16,0.12,0.13,0.15,0.14,0.18,0.18,Upgrade
15,Debt / FCF Ratio,4.25,4.25,-7.54,-,-,-,20.53,-,-,-,-6.16,Upgrade
16,Return on Capital Employed (ROCE),-,-,-,-,-,-,-,-,-,-,-5.28%,Upgrade
17,Earnings Yield,-26.86%,-40.98%,-32.24%,-27.79%,-63.09%,-26.08%,-13.38%,-1.05%,-4.79%,-23.27%,-19.48%,Upgrade
18,FCF Yield,7.30%,11.13%,-2.90%,-20.46%,-67.31%,-17.15%,0.81%,-9.18%,-30.15%,-15.32%,-3.89%,Upgrade
19,Buyback Yield / Dilution,-,-,-,0.03%,-1.77%,-8.17%,-6.26%,0.08%,0.42%,0.26%,Upgrade,
20,Total Shareholder Return,-,-,-,0.03%,-1.77%,-8.17%,-6.26%,0.08%,0.42%,0.26%,Upgrade,
