,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Cash & Equivalents,149710,113974,136029,39930,41813,62329,50077,43231,72373,131546,117689,125163,78298,108787,155525,272555,97151,280417,82102,61139,Upgrade
1,Cash & Short-Term Investments,149710,113974,136029,39930,41813,62329,50077,43231,72373,131546,117689,125163,78298,108787,155525,272555,97151,280417,82102,61139,Upgrade
2,Cash Growth,258.05%,82.86%,171.64%,-7.63%,-42.23%,-52.62%,-57.45%,-65.46%,-7.57%,20.92%,-24.33%,-54.08%,-19.41%,-61.21%,89.43%,345.80%,-62.26%,45.29%,-53.81%,-77.17%,Upgrade
3,Accounts Receivable,1277946,1696830,1467872,1427335,1485108,1910427,1380537,1270195,825991,853082,315065,698951,553790,810395,634415,526457,4027360,1388783,1356339,1207290,Upgrade
4,Other Receivables,639195,629446,350739,605519,510677,191605,157495,853132,406669,765396,721114,584569,264070,384841,296207,212369,23029,78521,222471,142284,Upgrade
5,Receivables,4028588,5560066,5410324,4873845,4450744,3860744,3122400,6813516,5981370,6719646,6786756,3882856,6357021,5384347,4275776,3597973,6272289,6057681,3867211,3963285,Upgrade
6,Inventory,1694663,1625010,1577827,2068382,2723370,2440291,2482748,1777209,1894068,1487729,1085527,866437,539222,448496,398837,336789,2442370,2688033,3712316,2325509,Upgrade
7,Prepaid Expenses,28512,15412,6714,9675,4380,9141,11313,14466,17275,15861,13185,6061,7125,7733,2115,2028,11354,19507,27921,7328,Upgrade
8,Other Current Assets,1593344,1553081,1576989,1538816,1548220,21215,18226,34542,73475,35927,51641,29969,70188,29749,39040,17534,107211,59563,126273,146819,Upgrade
9,Total Current Assets,7494817,8867544,8707882,8530648,8768526,6393721,5684764,8682963,8038561,8390709,8054798,4910486,7051854,5979112,4871293,4226879,8930375,9105201,7815824,6504079,Upgrade
10,"Property, Plant & Equipment",11308155,10679193,10314278,10642530,10568682,10747618,10957048,8210670,8179768,7904769,8009716,8589066,6181928,6009201,6136380,6060272,24111758,23393081,21941613,22236212,Upgrade
11,Long-Term Investments,557387,443168,443168,429463,492020,449157,449157,484157,441690,594530,529625,1047631,1778827,1292696,1778827,2672955,277319,272437,285832,286441,Upgrade
12,Goodwill,-,-,-,-,-,-,-,-,-,-,-,-,-,244913,168504,264745,625622,6559567,909376,1315969,Upgrade
13,Other Intangible Assets,247846,248921,249996,253066,254141,254218,256291,258363,261683,260774,261843,262802,122891,124031,125279,126527,521293,423060,419766,39294,Upgrade
14,Long-Term Deferred Tax Assets,-,-,-,-,-,17422,17422,16506,16469,11182,14472,11182,10967,5262,5262,3968,85724,78487,77765,74520,Upgrade
