,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Mar '25 Mar 10, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Market Capitalization,13058881,12741661,11472782,12794531,12102561,12241671,7159522,7558304,6797837,8494977,12288040,7715962,12148931,12334410,4692640,5471656,5147066,4868846,4228941,4822476,2364868,Upgrade
1,Market Cap Growth,60.25%,4.08%,60.25%,69.28%,78.04%,44.10%,-41.74%,-2.04%,-44.05%,-31.13%,161.86%,41.02%,136.04%,153.33%,10.96%,13.46%,117.65%,31.91%,1.56%,-2.80%,-54.14%,Upgrade
2,Enterprise Value,20765210,20891883,18946388,21574820,20756096,20900051,16215196,15857326,15216428,17201133,21508442,16588844,20720178,20610073,13096343,14026808,26565418,26972536,25902978,23960467,21065366,Upgrade
3,Last Close Price,12350.00,12050.00,10850.00,12100.00,13050.00,13200.00,7720.00,8150.00,7330.00,9160.00,13250.00,8320.00,13100.00,13300.00,5060.00,5900.00,5550.00,5250.00,4560.00,5200.00,2550.00,Upgrade
4,PE Ratio,6.86,12.61,6.48,7.27,7.62,7.36,7.61,7.70,5.81,7.53,11.69,10.80,23.75,60.75,36.31,-66.82,-,-3.88,-,-,-,Upgrade
5,Forward PE,-,3.15,3.15,3.15,3.15,3.15,3.15,3.15,3.15,3.15,3.15,3.15,3.15,3.15,3.15,3.15,3.15,3.15,3.15,3.15,3.15,Upgrade
6,PS Ratio,2.17,2.24,2.05,2.11,2.02,1.90,1.07,1.21,1.13,1.66,2.92,2.33,4.61,5.88,1.98,2.17,1.97,1.53,1.53,1.84,0.95,Upgrade
7,PB Ratio,1.56,1.39,1.28,1.52,1.72,1.83,1.29,1.40,1.28,1.64,2.49,1.67,2.53,2.64,0.95,1.06,1.08,0.49,0.27,0.30,0.14,Upgrade
8,P/TBV Ratio,1.41,1.52,1.41,1.68,1.93,2.01,1.41,1.54,1.40,1.79,2.75,1.85,2.80,2.83,1.04,1.19,1.22,1.24,0.86,0.45,0.22,Upgrade
