,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,177,105,105,630,769,2028,2681,2651,2828,2805,3534,Upgrade
1,Market Cap Growth,-86.76%,-83.33%,-86.36%,-68.97%,-71.30%,-23.47%,-5.17%,-5.51%,-19.99%,-16.16%,-19.71%,Upgrade
2,Enterprise Value,484,1687,2375,2378,2760,3398,4341,4138,4118,4313,4925,Upgrade
3,Last Close Price,0.08,0.04,0.04,0.27,0.33,0.87,1.15,1.13,1.20,1.19,1.49,Upgrade
4,PE Ratio,0.15,0.09,-,161.07,-,-,-,13.63,-4.03,-,15.59,Upgrade
5,Forward PE,-,-,-,-,-,59.42,10.71,9.89,9.86,7.19,7.94,Upgrade
6,PS Ratio,0.06,0.08,-,0.40,-,0.38,0.44,0.46,0.58,0.61,0.64,Upgrade
7,PB Ratio,0.27,0.14,-0.24,-1.47,-1.99,2.96,2.63,2.28,2.78,3.59,2.41,Upgrade
8,P/TBV Ratio,0.28,0.28,-,-,-,-,-,-,-,-,-,Upgrade
9,P/FCF Ratio,0.87,-,-,12.33,-,-,3.28,4.13,4.02,4.34,8.10,Upgrade
10,P/OCF Ratio,0.43,-,-,5.37,-,-,3.05,3.51,3.55,3.99,7.31,Upgrade
11,PEG Ratio,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,Upgrade
12,EV/Sales Ratio,0.17,1.23,-,1.49,-,0.63,0.72,0.71,0.84,0.93,0.90,Upgrade
13,EV/EBITDA Ratio,2.01,20.83,-,13.71,-,17.08,11.20,7.88,11.35,9.47,5.74,Upgrade
14,EV/EBIT Ratio,4.73,30.35,-,17.26,-,-,19.18,11.31,21.93,-,7.20,Upgrade
15,EV/FCF Ratio,2.39,-,-,46.56,-,-,5.31,6.45,5.86,6.67,11.29,Upgrade
16,Debt / Equity Ratio,0.53,0.53,-4.09,-5.83,-5.55,3.38,2.15,1.84,2.15,2.66,1.45,Upgrade
17,Debt / FCF Ratio,1.91,-,-,49.02,-,-,2.69,3.34,3.11,3.22,4.87,Upgrade
18,Return on Capital Employed (ROCE),11.98%,6.51%,-,-,-,-,7.69%,20.67%,11.57%,-,18.93%,Upgrade
19,Earnings Yield,649.87%,1115.48%,-,0.62%,-,-15.81%,0.15%,7.34%,-24.80%,-22.67%,6.42%,Upgrade
20,FCF Yield,114.34%,-59.91%,-,8.11%,-,17.49%,30.47%,24.20%,24.86%,23.04%,12.34%,Upgrade
21,Buyback Yield / Dilution,-,-,-,-,0.99%,0.77%,0.52%,0.97%,1.45%,-8.65%,Upgrade,
22,Total Shareholder Return,-,-,-,-,0.99%,0.77%,0.52%,0.97%,1.45%,-8.65%,Upgrade,
