,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,132.88,203.13,281.98,294.29,355.41,585.16,502.98,572.35,708.59,546.19,Upgrade
1,Short-Term Investments,-,48.43,-,123.86,-,166.61,-,114.78,130.92,113.34,Upgrade
2,Trading Asset Securities,-,-,-,-,-,-,-,-,-,32,Upgrade
3,Cash & Short-Term Investments,132.88,251.56,281.98,418.15,355.41,751.77,502.98,687.13,839.51,691.52,Upgrade
4,Cash Growth,-52.88%,-39.84%,-20.66%,-44.38%,-29.34%,9.41%,-40.09%,-0.63%,28.73%,-9.36%,Upgrade
5,Accounts Receivable,658.26,690.42,1660,1569,1461,1591,1545,1472,1292,1561,Upgrade
6,Receivables,658.26,690.42,1660,1569,1461,1591,1545,1472,1292,1561,Upgrade
7,Inventory,348.99,295.78,429.21,408.07,469.25,366.69,580.75,591.52,807.06,781.42,Upgrade
8,Other Current Assets,155.42,1629,226.37,102.47,310.96,114.47,242.93,73.73,160.78,187.3,Upgrade
9,Total Current Assets,1296,2867,2598,2498,2597,2824,2872,2824,3100,3221,Upgrade
10,"Property, Plant & Equipment",252.96,258.33,445.75,432.19,467.26,459.92,446.11,428.51,386.31,418.2,Upgrade
11,Long-Term Investments,-,-,37.8,32.97,21.13,13.24,11.14,5.25,-,-,Upgrade
12,Goodwill,100.65,100.65,124.65,124.65,418.63,420.07,420.07,420.07,420.07,905.34,Upgrade
13,Other Intangible Assets,166.7,177.96,239.92,254.57,660.27,820.11,909.33,956.84,1075,1464,Upgrade
14,Long-Term Deferred Tax Assets,22.91,22.19,29.02,27.39,26.51,21.76,25.79,20.34,18.39,13.42,Upgrade
15,Total Assets,1839,3426,3475,3370,4190,4559,4684,4655,4999,6022,Upgrade
16,Accounts Payable,360.78,404.51,691.52,666.53,686.46,657.32,742.11,558.24,607.44,599.21,Upgrade
17,Accrued Expenses,69.4,254.68,212.9,120.92,40.85,71.89,66.46,108.72,64.96,104.73,Upgrade
18,Short-Term Debt,-,170.01,678.18,289.01,-,417.23,-,346.1,282.97,228.45,Upgrade
19,Current Portion of Long-Term Debt,276.63,1402,1451,1400,557.26,41.59,1583,1300,10,68.5,Upgrade
20,Current Portion of Leases,36.5,27.15,89.7,89.11,92.63,83.46,76.89,79.45,77.31,89.08,Upgrade
21,Current Income Taxes Payable,58.15,58.23,130.27,118.4,101.56,129.48,127.05,130.88,116.45,141.57,Upgrade
22,Current Unearned Revenue,34.06,33.84,38.31,43.35,56.53,74.87,41.11,37.46,29.52,21.84,Upgrade
23,Other Current Liabilities,208.29,1371,393.53,772.41,461.13,685.16,574.8,727.27,1269,1540,Upgrade
24,Total Current Liabilities,1044,3721,3685,3500,1996,2161,3212,3288,2457,2794,Upgrade
25,Long-Term Debt,27.05,-,-,-,1188,1118,-,-,1414,1384,Upgrade
26,Long-Term Leases,19.14,29.6,97.77,119.16,139.7,130.19,122.56,115.37,110.64,131.28,Upgrade
27,Long-Term Unearned Revenue,6.84,6.94,7.04,7.13,7.23,7.32,7.42,7.51,7.61,7.7,Upgrade
28,Long-Term Deferred Tax Liabilities,63.88,66.69,81.69,85.43,187.31,227.25,251.05,267.96,297.14,394.58,Upgrade
29,Other Long-Term Liabilities,-,-,-,-,85.66,83.13,125.03,120.25,-,-,Upgrade
30,Total Liabilities,1161,3825,3872,3712,3605,3727,3718,3799,4287,4711,Upgrade
31,Common Stock,46.58,46.58,46.58,46.58,46.58,46.58,46.87,47.09,47.11,47.44,Upgrade
32,Additional Paid-In Capital,851.05,851.05,851.05,851.05,851.05,851.05,864.76,872.94,879.31,894.27,Upgrade
33,Retained Earnings,758.73,-330.51,-313,-316.62,510.33,675.62,784.19,672.29,622.52,1263,Upgrade
34,Treasury Stock,-,-,-,-,-,-,-1.85,-,-5.38,-4.17,Upgrade
35,Comprehensive Income & Other,-1038,-1025,-1048,-989.88,-898.93,-818.02,-828.19,-835.28,-952.22,-1028,Upgrade
36,Total Common Equity,618.55,-457.5,-463.57,-408.87,509.03,755.23,865.79,757.04,591.35,1173,Upgrade
37,Minority Interest,59.5,59.06,66.42,67.01,76.72,76.81,100.59,98.72,121.04,138.18,Upgrade
38,Shareholders' Equity,678.05,-398.44,-397.15,-341.86,585.75,832.03,966.38,855.76,712.39,1311,Upgrade
39,Total Liabilities & Equity,1839,3426,3475,3370,4190,4559,4684,4655,4999,6022,Upgrade
