,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Oct '24 Oct 4, 2024","Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Market Capitalization,126,119,119,111,134,198,246,240,216,174,192,Upgrade
1,Market Cap Growth,6.45%,6.45%,-11.76%,-43.78%,-45.41%,-17.50%,13.89%,37.93%,12.50%,-27.50%,-38.46%,Upgrade
2,Enterprise Value,106,128,122,66,53,186,278,274,154,179,243,Upgrade
3,Last Close Price,0.17,0.17,0.17,0.15,0.18,0.31,0.38,0.36,0.32,0.25,0.28,Upgrade
4,PE Ratio,13.95,13.15,13.88,15.89,-,12.43,20.70,17.57,20.08,18.36,16.97,Upgrade
5,PS Ratio,0.26,0.25,0.26,0.26,0.30,0.42,0.50,0.53,0.51,0.37,0.38,Upgrade
6,PB Ratio,0.25,0.24,0.24,0.22,0.27,0.41,0.52,0.51,0.47,0.38,0.43,Upgrade
7,P/TBV Ratio,0.24,0.24,0.24,0.22,0.27,0.41,0.52,0.51,0.47,0.38,0.43,Upgrade
8,P/FCF Ratio,2.00,1.87,-9.52,-,-,1.51,3.72,-20.09,-,1.39,1.84,Upgrade
9,P/OCF Ratio,1.66,1.65,-63.46,-,1.41,1.43,3.39,9.12,2.43,1.33,1.74,Upgrade
10,EV/Sales Ratio,0.22,0.27,0.27,0.15,0.12,0.39,0.56,0.61,0.37,0.38,0.48,Upgrade
11,EV/EBITDA Ratio,1.74,3.77,3.24,2.29,1.46,4.03,7.46,7.93,5.38,5.16,5.98,Upgrade
12,EV/EBIT Ratio,6.88,8.31,6.96,7.49,-,6.45,13.56,16.62,12.44,8.52,9.24,Upgrade
13,EV/FCF Ratio,1.69,2.03,-9.81,-,-,1.42,4.20,-22.94,-,1.42,2.32,Upgrade
14,Debt / Equity Ratio,0.13,0.13,0.20,0.22,0.20,0.18,0.20,0.25,0.30,0.26,0.20,Upgrade
15,Debt / FCF Ratio,1.03,1.02,-7.82,-,-,0.66,1.39,-9.73,-,0.94,0.84,Upgrade
16,Return on Capital Employed (ROCE),2.86%,2.86%,3.29%,1.65%,-,5.52%,3.97%,3.14%,2.36%,4.06%,5.08%,Upgrade
17,Earnings Yield,7.17%,7.60%,7.20%,6.29%,10.47%,8.04%,4.83%,5.69%,4.98%,5.45%,5.89%,Upgrade
18,FCF Yield,50.05%,53.42%,-10.51%,-47.17%,42.43%,66.18%,26.89%,-4.98%,23.80%,72.14%,54.38%,Upgrade
19,Dividend Yield,0.00%,-,-,-,-,-,3.99%,2.76%,3.11%,3.92%,5.42%,Upgrade
20,Buyback Yield / Dilution,-3.88%,-,-8.08%,-19.69%,-7.77%,-,-2.75%,-,-,-,-,Upgrade
21,Total Shareholder Return,-3.88%,-,-8.08%,-19.69%,-7.77%,-,1.25%,2.76%,3.11%,3.92%,5.42%,Upgrade
