,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020",+2 Quarters
0,Revenue,705.05,627.05,649.3,539.97,637.86,807.65,931.13,1019,951.99,672.42,Upgrade
1,Revenue Growth (YoY),8.59%,16.13%,1.79%,-33.14%,-31.50%,-20.75%,-2.19%,51.56%,5.01%,-18.83%,Upgrade
2,Cost of Revenue,595.94,517.7,559.38,464.26,565.86,665.14,770.5,822.75,801.11,588.45,Upgrade
3,Gross Profit,109.11,109.35,89.91,75.71,72,142.51,160.62,196.34,150.88,83.97,Upgrade
4,"Selling, General & Admin",103.51,93.1,97.85,89.53,103.39,100.82,111.83,124.33,97.84,81.4,Upgrade
5,Other Operating Expenses,-6.08,-0.13,-6.72,-0.05,-7.83,-1.75,-5.05,-1.96,-5.71,-4.73,Upgrade
6,Operating Expenses,97.69,92.47,91.13,90.36,95.56,99.6,106.78,121.95,92.13,76.67,Upgrade
7,Operating Income,11.43,16.88,-1.22,-14.65,-23.56,42.91,53.84,74.4,58.75,7.29,Upgrade
8,Interest Expense,-13,-11.44,-12.16,-8.9,-8.29,-4.78,-3.69,-4.52,-5.43,-8.43,Upgrade
9,Interest & Investment Income,0.57,0.53,0.34,0.41,0.27,0.39,0.51,0.65,0.44,0.64,Upgrade
10,Currency Exchange Gain (Loss),1.35,0.06,-0.43,-6.51,2.86,1,-1.4,2.05,-2.05,0.2,Upgrade
11,EBT Excluding Unusual Items,0.35,6.02,-13.46,-29.64,-28.72,39.52,49.26,72.57,51.71,-0.29,Upgrade
12,Gain (Loss) on Sale of Investments,0.14,1.54,-1.54,-,-,-,-,-,-,-,Upgrade
13,Gain (Loss) on Sale of Assets,-,-,-,5.06,-,-,-,-,-,-0.11,Upgrade
14,Asset Writedown,-,2.81,-,2.44,-,0.15,-,-2.68,-,-3.56,Upgrade
15,Pretax Income,0.49,10.36,-15,-22.14,-28.72,39.67,49.26,69.89,51.71,-3.97,Upgrade
16,Income Tax Expense,6.34,7.72,4.47,-6.51,6.59,11.6,10.88,14.08,11.1,1.34,Upgrade
17,Earnings From Continuing Operations,-5.84,2.64,-19.47,-15.63,-35.31,28.06,38.38,55.82,40.6,-5.3,Upgrade
18,Minority Interest in Earnings,-0.96,-2.27,1.06,-2.29,1.22,-5.45,-4.4,-3.07,-3.49,-1.5,Upgrade
19,Net Income,-6.8,0.37,-18.41,-17.92,-34.09,22.62,33.98,52.75,37.11,-6.8,Upgrade
20,Net Income to Common,-6.8,0.37,-18.41,-17.92,-34.09,22.62,33.98,52.75,37.11,-6.8,Upgrade
21,Net Income Growth,-,-,-,-,-,-57.12%,-8.45%,-,6222.66%,-,Upgrade
22,Shares Outstanding (Basic),369,369,369,369,369,369,369,369,369,369,Upgrade
23,Shares Outstanding (Diluted),369,369,369,369,369,369,369,369,369,369,Upgrade
24,EPS (Basic),-0.02,0.00,-0.05,-0.05,-0.09,0.06,0.09,0.14,0.10,-0.02,Upgrade
25,EPS (Diluted),-0.02,0.00,-0.05,-0.05,-0.09,0.06,0.09,0.14,0.10,-0.02,Upgrade
26,EPS Growth,-,-,-,-,-,-57.12%,-8.46%,-,6224.73%,-,Upgrade
27,Free Cash Flow,-,-51.06,-5.57,6.4,67.35,-97.62,38.73,70.12,76.51,23.04,Upgrade
28,Free Cash Flow Per Share,-,-0.14,-0.02,0.02,0.18,-0.26,0.10,0.19,0.21,0.06,Upgrade
29,Dividend Per Share,-,-,-,-,-,0.020,0.015,0.010,0.010,-,Upgrade
30,Dividend Growth,-,-,-,-,-,100.00%,50.00%,-,-,-,Upgrade
31,Operating Margin,1.62%,2.69%,-0.19%,-2.71%,-3.69%,5.31%,5.78%,7.30%,6.17%,1.08%,Upgrade
32,Profit Margin,-0.96%,0.06%,-2.84%,-3.32%,-5.34%,2.80%,3.65%,5.18%,3.90%,-1.01%,Upgrade
33,Free Cash Flow Margin,-,-8.14%,-0.86%,1.19%,10.56%,-12.09%,4.16%,6.88%,8.04%,3.43%,Upgrade
34,EBITDA,18.66,23.65,6.47,-6.94,-15.43,51.81,63.51,83.71,67.47,15.4,Upgrade
35,D&A For EBITDA,7.23,6.77,7.69,7.71,8.13,8.9,9.67,9.32,8.73,8.11,Upgrade
36,EBIT,11.43,16.88,-1.22,-14.65,-23.56,42.91,53.84,74.4,58.75,7.29,Upgrade
