,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,1422,935,1052,1164,1301,1395,1591,1758,1542,1581,2318,Upgrade
1,Market Cap Growth,-19.71%,-19.71%,-19.18%,-16.51%,-18.21%,-20.67%,3.18%,11.18%,-33.47%,-46.33%,-23.38%,Upgrade
2,Enterprise Value,400,-99,-54,63,81,89,360,531,402,400,1059,Upgrade
3,Last Close Price,1.46,0.94,1.02,1.08,1.16,1.21,1.31,1.41,1.20,1.20,1.67,Upgrade
4,PE Ratio,15.27,9.76,9.05,7.75,8.42,6.20,7.20,10.25,10.40,7.97,7.57,Upgrade
5,PS Ratio,1.17,0.73,0.79,0.80,0.92,1.00,1.16,1.36,1.24,1.14,1.46,Upgrade
6,PB Ratio,0.33,0.21,0.24,0.26,0.29,0.31,0.34,0.39,0.35,0.38,0.55,Upgrade
7,P/TBV Ratio,0.21,0.21,0.24,0.26,0.29,0.31,0.34,0.39,0.35,0.38,0.55,Upgrade
8,P/FCF Ratio,124.65,124.65,-,24.46,-,22.91,8.39,10.07,22.41,24.50,23.43,Upgrade
9,P/OCF Ratio,14.73,14.73,-,16.17,-,20.24,7.86,9.34,18.77,20.46,21.87,Upgrade
10,EV/Sales Ratio,0.33,-,-,0.04,0.06,0.06,0.26,0.41,0.32,0.29,0.67,Upgrade
11,EV/EBITDA Ratio,3.73,-,-,0.26,0.33,0.31,1.21,1.90,1.62,1.54,3.30,Upgrade
12,EV/EBIT Ratio,4.97,-,-,0.29,0.37,0.33,1.29,2.05,1.77,1.69,3.55,Upgrade
13,EV/FCF Ratio,-,-,-,1.33,-,1.47,1.90,3.04,5.85,6.19,10.71,Upgrade
14,Debt / Equity Ratio,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.00,0.00,0.00,0.01,Upgrade
15,Debt / FCF Ratio,4.97,4.97,-,0.90,-,0.49,0.13,0.12,0.15,0.26,0.27,Upgrade
16,Return on Capital Employed (ROCE),2.64%,2.64%,3.12%,4.58%,4.50%,5.45%,5.44%,5.22%,4.64%,5.16%,6.39%,Upgrade
17,Earnings Yield,6.55%,10.25%,11.04%,12.90%,11.87%,16.13%,13.89%,9.75%,9.62%,12.55%,13.20%,Upgrade
18,FCF Yield,0.80%,0.80%,2.03%,4.09%,1.47%,4.36%,11.92%,9.93%,4.46%,4.08%,4.27%,Upgrade
19,Dividend Yield,4.11%,6.39%,7.38%,7.85%,7.31%,8.70%,8.39%,7.42%,7.94%,10.39%,8.97%,Upgrade
20,Buyback Yield / Dilution,0.38%,0.47%,0.30%,0.37%,0.09%,-,-,-,-,-,-,Upgrade
21,Total Shareholder Return,4.49%,6.86%,7.68%,8.23%,7.40%,8.70%,8.39%,7.42%,7.94%,10.39%,8.97%,Upgrade
