,Fiscal Quarter,Q4 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q1 2019,Q3 2018,+8 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Mar '19 Mar 31, 2019","Sep '18 Sep 30, 2018",+8 Quarters
0,Cash & Equivalents,416932,-,117999,312835.0,-,245644.0,-,220694,-,170609,170609,227264,-,73972,73972,-,59153,120711,-,249899,Upgrade
1,Short-Term Investments,-,-,-,55000.0,-,200000.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
2,Accounts Receivable,126869,-,362240,196689.0,-,199030.0,-,150412,-,134437,134437,120472,-,175779,175779,-,38061,30823,-,136017,Upgrade
3,Other Receivables,1021,-,1118,5367.0,-,1908.0,-,1985,-,746.53,746.53,1124,-,10525,10525,-,2384,12282,-,2724,Upgrade
4,Inventory,20864,-,20973,20934.0,-,21322.0,-,20699,-,24913,24913,25201,-,24271,24271,-,24475,23347,-,18723,Upgrade
5,Prepaid Expenses,397.87,-,831,524.1,-,388.65,-,1198,-,240.07,240.07,2213,-,201.9,201.9,-,-,-,-,667.11,Upgrade
6,Other Current Assets,50867,-,8519,8424.0,-,3336.0,-,4307,-,3109,3109,5421,-,2951,2951,-,4385,3629,-,7078,Upgrade
7,Total Current Assets,616951,-,511680,599773.0,-,671629.0,-,399294,-,334055,334055,381695,-,287700,287700,-,128458,190793,-,415108,Upgrade
8,"Property, Plant & Equipment",3381422,-,3057469,3131091.0,-,3262729.0,-,3406309,-,3543407,3543407,3681417,-,3812322,3812322,-,4017231,4085171,-,4406032,Upgrade
9,Other Long-Term Assets,4703,-,5533,5728.0,-,6227.0,-,6423,-,7943,7943,9527,-,11491,11491,-,12931,16944,-,8957,Upgrade
10,Total Assets,4003076,-,3574682,3736592.0,-,3940585.0,-,3812027,-,3885404,3885404,4072638,-,4111513,4111513,-,4158620,4292908,-,4830097,Upgrade
11,Accounts Payable,197880,-,11213,20009.0,-,8713.0,-,11712,-,33142,33142,72237,-,79564,79564,-,83528,83269,-,117051,Upgrade
12,Accrued Expenses,46698,-,30723,33779.0,-,32213.0,-,31323,-,35417,35417,27520,-,34826,34826,-,23184,35652,-,21304,Upgrade
13,Short-Term Debt,97852,-,130577,141871.0,-,296625.0,-,524702,-,522092,522092,482637,-,494399,494399,-,395080,454035,-,300594,Upgrade
14,Current Income Taxes Payable,12786,-,8027,214.6,-,9366.0,-,3565,-,2887,2887,2210,-,2010,2010,-,652,3518,-,34121,Upgrade
15,Other Current Liabilities,9656,-,24409,242410.0,-,18420.0,-,23240,-,16090,16090,21824,-,23460,23460,-,41090,17175,-,41693,Upgrade
16,Total Current Liabilities,364873,-,204949,438283.0,-,365338.0,-,594543,-,609628,609628,606427,-,634258,634258,-,543535,593649,-,514763,Upgrade
17,Long-Term Debt,401384,-,108921,143003.0,-,217135.0,-,299897,-,493435,493435,773727,-,821958,821958,-,1166356,1166356,-,1896246,Upgrade
18,Other Long-Term Liabilities,460.99,-,457.43,465.26,-,418.95,-,399.37,-,377.25,377.25,390.44,-,377.21,377.21,-,342.1,495.68,-,315.82,Upgrade
19,Total Liabilities,766717,-,314327,581751.0,-,582892.0,-,894839,-,1103441,1103441,1380545,-,1456593,1456593,-,1710233,1760502,-,2411324,Upgrade
20,Common Stock,2352322,-,2352322,2352322.0,-,2352322.0,-,2352322,-,2352322,2352322,2352322,-,2352322,2352322,-,2256592,2256592,-,2256592,Upgrade
21,Retained Earnings,819051,-,843047,737533.0,-,940385.0,-,499880,-,364656,364656,274785,-,237612,237612,-,126809,210829,-,97195,Upgrade
22,Comprehensive Income & Other,64986,-,64986,64986.0,-,64986.0,-,64986,-,64986,64986,64986,-,64986,64986,-,64986,64986,-,64986,Upgrade
23,Shareholders' Equity,3236359,3260355,3260355,3154841.0,3357693,3357693.0,-,2917187,2781964,2781964,2781964,2692093,2654920,2654920,2654920,2448387,2448387,2532407,-,2418773,Upgrade
24,Total Liabilities & Equity,4003076,-,3574682,3736592.0,-,3940585.0,-,3812027,-,3885404,3885404,4072638,-,4111513,4111513,-,4158620,4292908,-,4830097,Upgrade
25,Total Debt,499235,239499,239499,284874.0,513760,513760.0,-,824599,1015527,1015527,1015527,1256364,1316356,1316356,1316356,1561436,1561436,1620392,-,2196839,Upgrade
