,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Cash & Equivalents,12.33,10.56,21.59,24.4,10.78,21.29,35.78,89.48,-,-,80.09,110.95,171.96,183.49,310.42,207.23,65.16,162.55,371.73,168.14,Upgrade
1,Trading Asset Securities,84.42,317.59,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
2,Cash & Short-Term Investments,96.76,328.15,21.59,24.4,10.78,21.29,35.78,89.48,-,-,80.09,110.95,171.96,183.49,310.42,207.23,65.16,162.55,371.73,168.14,Upgrade
3,Cash Growth,797.18%,1441.43%,-39.66%,-72.73%,-,-,-55.33%,-19.35%,-,-,-74.20%,-46.46%,163.89%,12.88%,-16.49%,23.25%,14.92%,101.88%,393.39%,125.18%,Upgrade
4,Accounts Receivable,40.02,32.65,45.98,60.36,34.09,31.52,29.88,35,-,-,24.78,21.74,61.98,15.22,30.18,50.17,52.41,26.67,17.63,20.44,Upgrade
5,Other Receivables,4.37,4.22,3.51,3.35,3.02,2.68,3.39,2.49,-,-,1.92,1.58,5.65,9.08,9.4,258.78,258.22,254.03,439.33,438.56,Upgrade
6,Receivables,44.39,36.87,49.49,63.71,37.11,34.21,33.27,37.49,-,-,26.7,23.32,67.63,24.29,39.57,308.95,310.63,280.7,456.96,459,Upgrade
7,Inventory,128.53,109.24,112.55,95.83,106.99,94.3,112.9,109.31,-,-,159.97,144.97,74.69,74.65,84.4,79.61,86.8,102.56,95.84,91.4,Upgrade
8,Prepaid Expenses,-,0.29,-,0.34,-,0.35,-,0.01,-,-,-,-,-,0,-,-,-,-,-,-,Upgrade
