,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Market Capitalization,44,32,28,35,32,33,49,55,64,58,76,Upgrade
1,Market Cap Growth,-7.41%,-7.41%,-12.00%,5.88%,-35.06%,-40.00%,-23.00%,-5.56%,-15.25%,-43.75%,-36.71%,Upgrade
2,Enterprise Value,144,176,176,174,91,120,187,179,192,191,229,Upgrade
3,Last Close Price,0.34,0.25,0.22,0.27,0.25,0.26,0.39,0.42,0.50,0.45,0.59,Upgrade
4,PE Ratio,-,-,-,-,-,-,-13.44,-,-,-,-,Upgrade
5,Forward PE,-,3.41,3.41,3.41,3.41,3.41,3.41,3.41,3.41,3.41,3.41,Upgrade
6,PS Ratio,-,-,-,-,-,-,-,-30.59,88.20,21.30,-,Upgrade
7,PB Ratio,-0.35,-0.35,-0.35,-0.44,-0.48,-1.01,-1.85,-1.24,-2.79,14.53,7.46,Upgrade
8,EV/Sales Ratio,-,-,-,-,-,-,-,-100.57,-,70.46,-,Upgrade
9,EV/EBITDA Ratio,-,-,-,-,-,-4.76,-,-,-,-,-,Upgrade
10,Debt / Equity Ratio,-1.14,-1.14,-1.86,-1.93,-2.12,-3.70,-5.50,-3.23,-5.46,33.14,13.45,Upgrade
11,Earnings Yield,-56.51%,-76.85%,-85.80%,-195.49%,-195.09%,34.51%,-7.44%,-105.75%,-67.06%,-10.69%,-,Upgrade
12,FCF Yield,-21.90%,-21.90%,-24.43%,-30.20%,-38.88%,-43.75%,-30.86%,-26.03%,-21.76%,-13.90%,-,Upgrade
13,Buyback Yield / Dilution,-,-,-,-,-,-,-,-,-2.53%,-,Upgrade,
14,Total Shareholder Return,-,-,-,-,-,-,-,-,-2.53%,-,Upgrade,
