,Fiscal Quarter,Current,Q4 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,Q2 2019,Q1 2019,+11 Quarters
,Period Ending,"Mar '25 Mar 10, 2025","Dec '24 Dec 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Jan '21 Jan 1, 2021","Oct '20 Oct 1, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Jan '20 Jan 1, 2020","Oct '19 Oct 1, 2019","Jun '19 Jun 30, 2019","Mar '19 Mar 31, 2019",+11 Quarters
0,Market Capitalization,1791135,1728130,1117884,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
1,Enterprise Value,2243795,2247234,1659227,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
2,Last Close Price,49750.00,48000.00,27564.24,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
3,PE Ratio,7.50,8.55,7.12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
4,PS Ratio,0.41,0.36,0.24,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
5,PB Ratio,1.87,1.87,1.34,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
6,P/TBV Ratio,-,1.96,1.40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
7,P/FCF Ratio,8.81,-,4.15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
8,P/OCF Ratio,4.43,-,3.07,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
9,EV/Sales Ratio,0.44,0.47,0.35,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
10,EV/EBITDA Ratio,5.23,6.53,5.31,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
11,EV/EBIT Ratio,7.41,10.11,8.75,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
12,EV/FCF Ratio,11.04,-,6.15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
13,Debt / Equity Ratio,1.23,1.23,1.04,1.05,1.08,0.75,0.89,1.07,-,1.17,1.31,-,1.38,1.38,1.38,1.38,1.38,1.33,1.33,-,-,Upgrade
14,Debt / EBITDA Ratio,2.65,2.37,4.05,2.20,3.37,1.96,1.66,1.88,-,1.84,1.56,-,2.86,3.04,3.04,2.76,2.76,2.22,2.22,-,-,Upgrade
15,Debt / FCF Ratio,5.58,-,3.22,7.21,-,22.77,-,-,-,20.31,-82.28,-,-,11.33,2.91,1.56,1.62,1.77,2.67,-,-,Upgrade
16,Asset Turnover,-,1.79,2.09,1.82,2.22,1.93,-,-,-,-,-,-,1.91,1.92,1.81,1.80,2.43,-,-,-,Upgrade,
17,Inventory Turnover,5.81,-,5.68,5.94,5.16,5.86,4.96,-,-,-,-,-,-,5.98,5.47,4.78,4.75,6.41,-,-,-,Upgrade
18,Quick Ratio,0.70,0.69,0.63,0.68,0.51,0.66,0.52,0.60,-,0.68,0.48,-,-,0.42,0.42,0.28,0.28,0.30,0.30,-,-,Upgrade
19,Current Ratio,1.17,1.17,1.22,1.29,1.23,1.41,1.31,1.24,-,1.25,1.17,-,-,1.02,1.02,0.99,0.99,1.04,1.04,-,-,Upgrade
20,Return on Equity (ROE),-,13.39%,27.98%,15.55%,21.07%,32.71%,-,-,-,-,-,18.86%,14.12%,14.63%,12.83%,12.31%,27.41%,-,-,-,Upgrade,
21,Return on Assets (ROA),-,2.39%,7.64%,3.85%,6.15%,8.88%,-,-,-,-,-,-,2.72%,2.72%,2.53%,2.51%,4.96%,-,-,-,Upgrade,
22,Return on Capital (ROIC),-,3.40%,10.58%,5.29%,8.53%,12.91%,-,-,-,-,-,5.49%,4.19%,4.34%,4.17%,4.05%,7.83%,-,-,-,Upgrade,
23,Return on Capital Employed (ROCE),26.59%,19.63%,17.79%,22.52%,25.04%,25.84%,28.46%,31.25%,-,25.47%,20.63%,-,-,9.13%,11.13%,13.12%,15.04%,15.86%,17.53%,-,-,Upgrade
24,Earnings Yield,15.68%,12.56%,15.38%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
25,FCF Yield,11.35%,-,24.13%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
26,Dividend Yield,10.05%,-,12.70%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
