,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,7.34,27.75,4.6,9.33,11.14,2.73,7.39,12.99,17.22,29.05,Upgrade
1,Trading Asset Securities,-,-,-,-,0.52,6.73,16.23,12.15,6.23,-,Upgrade
2,Cash & Short-Term Investments,7.34,27.75,4.6,9.33,11.66,9.46,23.63,25.13,23.44,29.05,Upgrade
3,Cash Growth,59.55%,197.51%,-60.53%,-1.41%,-50.64%,-62.36%,0.80%,-13.48%,-13.54%,25.45%,Upgrade
4,Accounts Receivable,114.46,108.17,105.97,160.26,229.26,249.01,166.9,139.37,89.45,94.66,Upgrade
5,Other Receivables,-,38.53,-,36.54,-,48.32,-,50.17,-,-,Upgrade
6,Receivables,114.46,146.7,105.97,196.8,229.26,297.32,166.9,189.54,89.45,95.4,Upgrade
7,Inventory,13.05,9.69,27.54,21.85,31.34,27.99,41.35,17.7,29.81,32.97,Upgrade
8,Prepaid Expenses,67.55,12.05,35.55,6.76,34.58,8.35,90.44,31.4,-,89.76,Upgrade
9,Restricted Cash,-,-,-,-,-,-,-,0,-,0,Upgrade
10,Other Current Assets,-,0.04,0.01,0.06,-,2.64,-,4.83,71.15,-,Upgrade
11,Total Current Assets,202.4,196.23,173.67,234.79,306.84,345.75,322.32,268.6,213.85,247.18,Upgrade
12,"Property, Plant & Equipment",118.23,134.71,139.35,152.29,144.32,156.82,163.45,169.78,137.36,145.58,Upgrade
13,Goodwill,-,-,19.94,19.94,19.94,19.94,19.94,19.94,19.94,19.94,Upgrade
14,Long-Term Deferred Tax Assets,-,-,13.99,2.52,6.52,7.09,12.22,12.07,7.08,7.2,Upgrade
15,Total Assets,320.63,330.94,346.95,409.54,477.62,529.6,517.93,470.38,378.24,419.9,Upgrade
16,Accounts Payable,45.75,81.27,61.16,99.07,119.47,161.36,139.77,88.84,54.35,70.44,Upgrade
17,Accrued Expenses,93.88,33.13,47.95,36.18,57.67,31.97,35.44,28.83,24.11,28.74,Upgrade
18,Short-Term Debt,20.68,18.68,15.68,13.68,10.68,5.68,5.68,5.68,5.57,2.7,Upgrade
19,Current Portion of Long-Term Debt,18.2,15.51,10.73,18.04,16.81,14.85,22.07,29.94,27.9,40.38,Upgrade
20,Current Portion of Leases,0.2,0.19,0.18,0.17,0.18,0.17,0.16,2.47,4.88,4.74,Upgrade
21,Current Income Taxes Payable,0.73,6.15,6.06,7.6,9.58,7.72,6.04,5.89,5.42,7.06,Upgrade
22,Current Unearned Revenue,3.93,4.82,5.43,4.06,4.67,2.85,5.55,3.51,3.31,4.76,Upgrade
23,Other Current Liabilities,0.47,30.89,0.47,15.89,0.51,21.24,0.52,12.66,0.48,0.48,Upgrade
24,Total Current Liabilities,183.83,190.64,147.66,194.67,219.56,245.84,215.23,177.81,126.01,159.3,Upgrade
25,Long-Term Debt,21,3,8.39,9.56,14.57,20.73,15.31,11.31,15.3,8.41,Upgrade
26,Long-Term Leases,1.49,1.63,1.7,1.88,2.03,2.22,2.26,-,-,2.47,Upgrade
27,Long-Term Deferred Tax Liabilities,-,-,12.41,-,8.68,8.68,8.21,8.2,3.93,3.93,Upgrade
28,Total Liabilities,206.32,195.26,170.16,206.1,244.83,277.46,241.02,197.33,145.25,174.13,Upgrade
29,Common Stock,17.96,17.96,17.96,17.96,17.96,17.96,17.96,17.96,89.8,74.89,Upgrade
30,Additional Paid-In Capital,831.24,831.24,831.24,831.24,831.24,831.24,831.24,831.24,759.4,760.38,Upgrade
31,Retained Earnings,-801,-787.07,-755.5,-748.23,-720.02,-710.84,-689.66,-687.62,-690.08,-668.85,Upgrade
32,Comprehensive Income & Other,28.12,29.83,26.85,38.81,34.51,42.1,43.07,38.4,13.14,14.6,Upgrade
33,Total Common Equity,76.32,91.96,120.56,139.79,163.7,180.46,202.61,199.98,172.27,181.03,Upgrade
34,Minority Interest,38,43.71,56.23,63.65,69.09,71.68,74.29,73.07,60.72,64.74,Upgrade
35,Shareholders' Equity,114.32,135.67,176.79,203.44,232.79,252.14,276.91,273.05,232.99,245.78,Upgrade
36,Total Liabilities & Equity,320.63,330.94,346.95,409.54,477.62,529.6,517.93,470.38,378.24,419.9,Upgrade
