,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,57,13,13,14,20,33,49,74,54,65,60,Upgrade
1,Market Cap Growth,-11.25%,-11.25%,-32.73%,-56.76%,-60.00%,-54.88%,-8.33%,13.89%,-10.07%,-42.45%,-36.84%,Upgrade
2,Enterprise Value,149,68,102,112,121,139,146,171,145,159,155,Upgrade
3,Last Close Price,0.27,0.07,0.07,0.08,0.11,0.18,0.28,0.41,0.30,0.36,0.40,Upgrade
4,PS Ratio,0.21,0.06,0.05,0.04,0.04,0.06,0.10,0.32,-,0.43,-,Upgrade
5,PB Ratio,0.62,0.11,0.10,0.08,0.10,0.14,0.20,0.27,0.20,0.28,0.24,Upgrade
6,P/TBV Ratio,0.17,0.17,0.14,0.14,0.16,0.23,0.31,0.40,0.30,0.42,0.37,Upgrade
7,P/FCF Ratio,-,-,0.54,-,0.95,2.64,1073.70,-,-,-,-,Upgrade
8,P/OCF Ratio,-,-,0.48,0.89,0.75,1.52,5.08,-,-,-,-,Upgrade
9,EV/Sales Ratio,0.65,0.29,0.41,0.34,0.27,0.27,0.28,0.74,-,1.05,-,Upgrade
10,EV/EBITDA Ratio,-,-,-,-,-,8.78,11.12,25.35,-,-,-,Upgrade
11,EV/EBIT Ratio,-,-,-,-,-,-41.14,-,-,-,-,-,Upgrade
12,EV/FCF Ratio,-58.08,-,4.11,-,5.84,11.07,3163.70,-,-,-,-,Upgrade
13,Debt / Equity Ratio,0.54,0.54,0.29,0.21,0.21,0.19,0.17,0.16,0.18,0.23,0.24,Upgrade
14,Debt / FCF Ratio,-,-,1.58,-,2.08,3.52,948.87,-,-,-,-,Upgrade
15,Return on Capital Employed (ROCE),-,-,-,-,-,-1.31%,-,-,-,-,-,Upgrade
16,Earnings Yield,-79.67%,-356.84%,-339.69%,-290.78%,-189.23%,-95.96%,-50.10%,-2.76%,-,-32.84%,-,Upgrade
17,FCF Yield,-4.50%,-20.16%,185.92%,53.32%,105.32%,37.81%,0.09%,-2.38%,-,-21.65%,-,Upgrade
18,Buyback Yield / Dilution,-,-,-,-,-,-,-8.83%,-,-19.52%,-,Upgrade,
19,Total Shareholder Return,-,-,-,-,-,-,-8.83%,-,-19.52%,-,Upgrade,
