,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+1 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+1 Quarters
0,Market Capitalization,59,62,46,91,91,91,99,127,87,117,158,Upgrade
1,Market Cap Growth,-32.26%,-32.26%,-50.00%,0%,-7.46%,-27.91%,13.56%,8.86%,-44.86%,-35.77%,-77.65%,Upgrade
2,Enterprise Value,101,227,158,211,211,211,208,237,187,193,194,Upgrade
3,Last Close Price,0.04,0.04,0.03,0.06,0.06,0.06,0.07,0.09,0.06,0.08,0.11,Upgrade
4,PE Ratio,1.65,1.73,-,-2.47,-,-,-,-,-,-,-,Upgrade
5,Forward PE,-,4.76,4.76,4.76,4.76,4.76,4.76,4.76,4.76,4.76,4.76,Upgrade
6,PS Ratio,0.58,0.60,0.32,0.70,1.13,1.10,0.94,0.40,0.15,0.16,0.17,Upgrade
7,PB Ratio,-0.74,-0.74,-0.36,-0.72,-0.70,-1.16,-1.38,0.40,0.26,0.16,0.21,Upgrade
8,P/TBV Ratio,-,-,-,-,-,-,-,0.44,0.29,0.16,0.21,Upgrade
9,P/FCF Ratio,-,-,-,13.67,-34.44,-,-,-,-11.12,-,-,Upgrade
10,P/OCF Ratio,-,-,-,13.61,-34.85,-,-,-,-11.26,-,-,Upgrade
11,EV/Sales Ratio,0.99,2.21,1.11,1.61,2.60,2.54,1.98,0.74,0.33,0.27,0.20,Upgrade
12,EV/EBITDA Ratio,-,-27.09,-,34.71,-,-22.32,-,-,-,-,-,Upgrade
13,EV/EBIT Ratio,-,-,-,68.12,-,-,-,-,-,-,-,Upgrade
14,EV/FCF Ratio,-1.71,-,-,31.60,-79.61,-,-,-,-23.85,-,-,Upgrade
15,Debt / Equity Ratio,-0.57,-0.57,-1.43,-1.02,-0.94,-1.57,-1.69,0.36,0.35,0.16,0.14,Upgrade
16,Debt / FCF Ratio,-,-,-,19.34,-46.28,-,-,-,-14.86,-,-,Upgrade
17,Earnings Yield,60.57%,57.69%,5.66%,-40.44%,-53.63%,-420.38%,-410.39%,-394.82%,-571.05%,-195.10%,-137.31%,Upgrade
18,FCF Yield,-100.25%,-95.48%,-84.33%,7.32%,-2.90%,-31.97%,-27.47%,18.49%,-8.99%,-62.67%,-41.50%,Upgrade
19,Buyback Yield / Dilution,-,-,-,-,-,-,-,0.03%,-3.83%,-26.17%,Upgrade,
20,Total Shareholder Return,-,-,-,-,-,-,-,0.03%,-3.83%,-26.17%,Upgrade,
