,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,229,406,502,814,914,1263,1379,1479,943,211,260,Upgrade
1,Market Cap Growth,-50.20%,-50.20%,-45.09%,-35.53%,-33.73%,-14.61%,46.25%,602.21%,262.53%,-40.38%,-19.80%,Upgrade
2,Enterprise Value,1224,1393,1185,1414,3988,3820,4083,4177,3077,1818,2377,Upgrade
3,Last Close Price,0.07,0.12,0.15,0.24,0.22,0.30,0.33,0.35,0.24,0.05,0.06,Upgrade
4,PE Ratio,-,-,4.07,0.76,0.84,15.91,-,20.05,-,-,-,Upgrade
5,PS Ratio,0.04,0.07,0.06,0.09,0.12,0.46,-,0.44,-,0.04,0.05,Upgrade
6,PB Ratio,0.20,0.35,0.38,0.64,0.67,1.37,1.67,2.51,2.34,0.42,0.51,Upgrade
7,P/TBV Ratio,0.35,0.35,0.39,0.65,0.73,2.88,2.99,4.77,5.65,0.53,0.54,Upgrade
8,P/FCF Ratio,-,-,-,-,0.48,-,-,6.42,-,0.49,1.13,Upgrade
9,P/OCF Ratio,-,-,-,-,0.34,3.46,-,4.01,-,0.40,0.57,Upgrade
10,EV/Sales Ratio,0.21,0.24,0.15,0.16,0.51,1.38,-,1.23,-,0.32,0.48,Upgrade
11,EV/EBITDA Ratio,18.78,-,4.45,7.21,16.69,18.79,-,11.80,-,4.95,10.67,Upgrade
12,EV/EBIT Ratio,-,-,11.82,-24.32,-,112.47,-,21.34,-,17.88,-62.07,Upgrade
13,EV/FCF Ratio,-0.69,-,-,-,2.08,-,-,18.14,-,4.23,10.31,Upgrade
14,Debt / Equity Ratio,1.02,1.02,1.22,1.03,1.13,3.44,3.30,4.88,7.44,4.74,3.98,Upgrade
15,Debt / FCF Ratio,-,-,-,-,0.81,-,-,12.46,-,5.50,8.79,Upgrade
16,Return on Capital Employed (ROCE),-,-,5.88%,-3.45%,-,1.56%,-,16.58%,-,9.75%,-4.03%,Upgrade
17,Earnings Yield,-41.77%,-23.62%,24.56%,131.27%,118.38%,6.28%,-,4.99%,-,-117.60%,-152.86%,Upgrade
18,FCF Yield,-778.40%,-171.04%,-202.05%,161.43%,209.43%,-2.43%,-,15.57%,-,203.87%,88.60%,Upgrade
19,Buyback Yield / Dilution,-,-,-,-,-0.84%,-,-3.63%,-,0.98%,-,Upgrade,
20,Total Shareholder Return,-,-,-,-,-0.84%,-,-3.63%,-,0.98%,-,Upgrade,
