,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+14 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+14 Quarters
0,Revenue,749879,854607,167005,126548,122404,269361,664085,808992,757667,311631,403509,679279,1970780,326996,177681,135139,1239481,376480,469390,79647,Upgrade
1,Revenue Growth (YoY),512.63%,217.27%,-74.85%,-84.36%,-83.84%,-13.56%,64.58%,19.10%,-61.55%,-4.70%,127.10%,402.65%,59.00%,-13.14%,-62.15%,69.67%,-46.92%,50.51%,-0.10%,3761.79%,Upgrade
2,Cost of Revenue,652906,708128,133533,86279,-15084,117188,225586,237827,245314,103457,133414,502934,1543050,240276,106555,78798,905888,196958,308711,70132,Upgrade
3,Gross Profit,96973,146479,33472,40269,137488,152173,438499,571164,512353,208174,270095,176344,427730,86720,71126,56341,333593,179522,160679,9516,Upgrade
4,"Selling, General & Admin",59222,28897,22120,28447,56160,63035,149448,91771,178363,58991,58039,71027,164290,36681,54836,29391,79457,46375,55436,19463,Upgrade
5,Operating Expenses,59222,28897,22120,28447,56160,63035,149448,91771,178363,58991,58039,71027,164290,36681,54836,29391,79457,46375,55436,19463,Upgrade
6,Operating Income,37751,117582,11353,11823,81328,89138,289052,479393,333990,149183,212056,105318,263440,50039,16290,26951,254136,133147,105243,-9947,Upgrade
7,Interest Expense,-16114,-24781,-26298,-128037,-103750,-80387,-153742,-126488,-193144,-67441,-34203,-41837,-67028,-25246,-25226,-40377,-66841,-50541,-96750,-6608,Upgrade
8,Interest & Investment Income,86875,-,16508,18595,15983,27507,30028,36805,3410,24590,-,48140,-,15371,5582,31978,23910,23087,20589,20478,Upgrade
9,Earnings From Equity Investments,15756,15113,10482,13351,10246,7827,7145,6529,3422,5322,4275,1359,1798,1652,8776,8333,-488,-983.99,7145,1502,Upgrade
10,Other Non Operating Income (Expenses),-698.51,15823,-4493,-2296,-4383,-495.19,-3056,-2378,-595.88,143.82,24215,-4463,8738,-1145,-188.55,-4401,18648,-4837,-692.85,-1374,Upgrade
11,EBT Excluding Unusual Items,123570,123737,7552,-86566,-577.31,43590,169427,393861,147082,111799,206343,108517,206948,40671,5233,22484,229365,99871,35535,4051,Upgrade
12,Gain (Loss) on Sale of Investments,-,-,16105,158079,-,-,-,-,30618,47.85,61140,-30570,53639,41140,22838,-10339,16853,-,-,-,Upgrade
13,Gain (Loss) on Sale of Assets,-,-,-,-,-,-,-,-,-,-,-,-,-,-,377.27,-,-,527.06,-,-,Upgrade
14,Other Unusual Items,-,-,508.55,848.42,-,7604,8978,-4408,-,96.35,452.71,-,-,-,9265,-,-,381.84,497.49,-41.29,Upgrade
15,Pretax Income,123570,123737,24165,72362,-577.31,51194,178405,389453,177700,111943,267935,77947,260588,81811,37713,12145,246218,100780,36032,4010,Upgrade
16,Income Tax Expense,22371,13778,-1668,2507,-13043,18781,69045,92941,43405,29892,48509,21370,23426,11251,7311,6119,36086,32629,9837,1685,Upgrade
17,Earnings From Continuing Operations,101199,109958,25833,69855,12466,32413,109359,296512,134295,82051,219427,56577,237162,70560,30403,6025,210132,68151,26196,2324,Upgrade
18,Minority Interest in Earnings,2543,8.44,-1270,22173,14648,7038,12270,11519,48222,-120.44,-349.22,-412.26,4913,-31.33,-4062,3163,-1081,400.25,-5250,48.75,Upgrade
19,Net Income,103741,109967,24563,92029,27114,39451,121629,308031,182517,81931,219077,56165,242075,70529,26340,9189,209051,68552,20946,2373,Upgrade
20,Preferred Dividends & Other Adjustments,-,-,-,-,-,-,-,-,37.58,-,-,-,-,-,-,-,-,-,-,-,Upgrade
21,Net Income to Common,103741,109967,24563,92029,27114,39451,121629,308031,182480,81931,219077,56165,242075,70529,26340,9189,209051,68552,20946,2373,Upgrade
22,Net Income Growth,282.62%,178.75%,-79.81%,-70.12%,-85.14%,-51.85%,-44.48%,448.44%,-24.60%,16.17%,731.72%,511.25%,15.80%,2.88%,25.75%,287.17%,-54.61%,206.46%,-7.60%,221.74%,Upgrade
23,Shares Outstanding (Basic),320,290,290,290,290,290,290,291,290,291,290,290,290,290,290,290,237,290,315,266,Upgrade
24,Shares Outstanding (Diluted),320,290,290,290,290,290,332,301,321,291,290,298,290,290,290,290,237,290,315,266,Upgrade
25,Shares Change (YoY),10.46%,-0.10%,-12.52%,-3.48%,-9.56%,-0.10%,14.33%,0.81%,10.37%,0.11%,-0.02%,2.77%,22.73%,-0.00%,-7.74%,9.16%,-18.52%,-,8.28%,-8.39%,Upgrade
26,EPS (Basic),324.00,379.00,84.58,316.90,93.53,135.83,419.05,1060.17,628.38,281.82,754.52,193.37,833.59,242.87,90.70,31.64,883.50,236.06,66.55,8.92,Upgrade
27,EPS (Diluted),324.00,379.00,84.58,316.67,93.53,135.83,419.05,1023.46,569.22,281.82,754.36,188.05,833.59,242.87,90.33,31.64,883.50,236.06,66.55,8.92,Upgrade
28,EPS Growth,246.39%,179.02%,-79.82%,-69.06%,-83.57%,-51.80%,-44.45%,444.26%,-31.72%,16.04%,735.13%,494.31%,-5.65%,2.88%,35.74%,254.70%,-44.29%,206.46%,-14.67%,251.19%,Upgrade
29,Free Cash Flow,-,329554,-225231,-525761,-1184616,-340670,-153011,180369,674649,322317,-60824,-1331291,1078497,-676437,64493,-17084,863912,142517,-111665,510353,Upgrade
30,Free Cash Flow Per Share,-,1135.81,-775.59,-1810.48,-4086.63,-1172.97,-460.92,599.48,2104.83,1108.68,-209.48,-4460.70,3713.85,-2329.33,222.08,-58.83,3651.11,490.76,-354.76,1918.31,Upgrade
31,Dividend Per Share,-,-,-,-,-,-,-,-,833.333,-,-,-,-,-,-,-,-,-,-,-,Upgrade
32,Gross Margin,12.93%,17.14%,20.04%,31.82%,112.32%,56.49%,66.03%,70.60%,67.62%,66.80%,66.94%,25.96%,21.70%,26.52%,40.03%,41.69%,26.91%,47.68%,34.23%,11.95%,Upgrade
33,Operating Margin,5.03%,13.76%,6.80%,9.34%,66.44%,33.09%,43.53%,59.26%,44.08%,47.87%,52.55%,15.50%,13.37%,15.30%,9.17%,19.94%,20.50%,35.37%,22.42%,-12.49%,Upgrade
34,Profit Margin,13.83%,12.87%,14.71%,72.72%,22.15%,14.65%,18.32%,38.08%,24.08%,26.29%,54.29%,8.27%,12.28%,21.57%,14.82%,6.80%,16.87%,18.21%,4.46%,2.98%,Upgrade
35,Free Cash Flow Margin,-,38.56%,-134.86%,-415.46%,-967.79%,-126.47%,-23.04%,22.30%,89.04%,103.43%,-15.07%,-195.99%,54.72%,-206.86%,36.30%,-12.64%,69.70%,37.85%,-23.79%,640.77%,Upgrade
36,EBITDA,49707,127879,20243,21364,93842,100581,301445,490864,354264,155531,219420,110280,268473,55144,21300,31970,258988,138091,114039,-6249,Upgrade
37,EBITDA Margin,6.63%,14.96%,12.12%,16.88%,76.67%,37.34%,45.39%,60.68%,46.76%,49.91%,54.38%,16.23%,13.62%,16.86%,11.99%,23.66%,20.89%,36.68%,24.30%,-7.85%,Upgrade
38,D&A For EBITDA,11955,10297,8890,9541,12514,11443,12393,11471,20274,6348,7364,4962,5033,5105,5010,5019,4852,4943,8796,3698,Upgrade
39,EBIT,37751,117582,11353,11823,81328,89138,289052,479393,333990,149183,212056,105318,263440,50039,16290,26951,254136,133147,105243,-9947,Upgrade
40,EBIT Margin,5.03%,13.76%,6.80%,9.34%,66.44%,33.09%,43.53%,59.26%,44.08%,47.87%,52.55%,15.50%,13.37%,15.30%,9.17%,19.94%,20.50%,35.37%,22.42%,-12.49%,Upgrade
41,Effective Tax Rate,18.10%,11.14%,-,3.46%,-,36.69%,38.70%,23.86%,24.43%,26.70%,18.10%,27.42%,8.99%,13.75%,19.39%,50.39%,14.66%,32.38%,27.30%,42.03%,Upgrade
42,Revenue as Reported,749879,854607,-,126548,122404,269361,-,808992,757667,311631,403509,679279,1970780,326996,177681,135139,1239481,376480,469390,79647,Upgrade
