,Fiscal Quarter,Q2 2025,Q1 2025,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,+15 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+15 Quarters
0,Cash & Equivalents,29.93,29.93,28.28,28.28,35.39,-,33.29,-,43.04,-,30.71,-,36.35,-,49.45,-,49.11,-,38,-,Upgrade
1,Short-Term Investments,0.28,0.28,0.35,0.35,1.62,-,0.16,-,0.93,-,1.27,-,6.18,-,1.15,-,1.36,-,2.01,-,Upgrade
2,Cash & Short-Term Investments,30.21,30.21,28.62,28.62,37.02,33.45,33.45,43.97,43.97,31.98,31.98,-,42.52,50.6,50.6,-,50.48,40.01,40.01,-,Upgrade
3,Cash Growth,-18.39%,-9.69%,-14.43%,-34.90%,-15.81%,4.58%,4.58%,-,3.40%,-36.79%,-36.79%,-,-15.76%,26.47%,26.47%,-,8.06%,19.14%,19.14%,-,Upgrade
4,Accounts Receivable,-0.83,-0.83,14.02,14.02,3.33,-,5.09,-,18.2,-,36.18,-,20.71,-,12.57,-,10.15,-,23.46,-,Upgrade
5,Other Receivables,13.01,13.01,-,-,-,-,-,-,-,-,-,-,-,-,0.16,-,2.59,-,2.59,-,Upgrade
6,Receivables,12.18,12.18,14.02,14.02,3.33,-,5.09,-,18.2,-,36.18,-,20.71,-,12.73,-,12.74,-,26.04,-,Upgrade
7,Restricted Cash,3.09,3.09,3.09,3.09,3.26,-,3.26,-,0.47,-,0.75,-,5.53,-,2.1,-,1.8,-,5.01,-,Upgrade
8,Total Current Assets,45.48,45.48,45.73,45.73,43.6,-,41.8,-,62.64,-,68.91,-,68.76,-,65.43,-,65.01,-,71.07,-,Upgrade
9,"Property, Plant & Equipment",0.29,0.29,0.41,0.41,0.56,-,0.72,-,0.49,-,0.67,-,-,-,-,-,1.05,-,0.96,-,Upgrade
10,Long-Term Deferred Tax Assets,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.97,-,0.94,-,Upgrade
11,Other Long-Term Assets,0.02,0.02,0.02,0.02,0.02,-,0.02,-,0.07,-,0.05,-,0.07,-,0.07,-,0.07,-,0.04,-,Upgrade
12,Total Assets,45.8,45.8,46.16,46.16,44.17,-,42.54,-,63.19,-,69.63,-,68.82,-,65.5,-,67.11,-,73.01,-,Upgrade
13,Accounts Payable,0.5,0.5,1.19,1.19,0.46,-,1.2,-,1,-,3.54,-,3.12,-,2.88,-,3.51,-,5.26,-,Upgrade
14,Accrued Expenses,2.56,2.56,2.29,2.29,2.68,-,2.24,-,1.97,-,2.43,-,2.77,-,2.28,-,1.74,-,2.28,-,Upgrade
15,Current Portion of Leases,-,-,0.11,0.11,0.17,-,0.23,-,0.64,-,0.73,-,0.35,-,0.53,-,0.56,-,0.5,-,Upgrade
16,Other Current Liabilities,2.22,2.22,2.29,2.29,2.22,-,2.22,-,2.79,-,2.86,-,-,-,2.21,-,-,-,-,-,Upgrade
17,Total Current Liabilities,5.28,5.28,5.87,5.87,5.53,-,5.88,-,6.4,-,9.56,-,6.24,-,7.9,-,5.81,-,8.04,-,Upgrade
18,Long-Term Leases,-,-,-,-,0.05,-,0.11,-,0.04,-,0.32,-,0.04,-,0.15,-,0.24,-,0.13,-,Upgrade
19,Total Liabilities,5.28,5.28,5.87,5.87,5.58,-,5.99,-,6.44,-,9.88,-,6.28,-,8.05,-,6.05,-,8.17,-,Upgrade
20,Common Stock,12,12,12,12,12,-,12,-,12,-,12,-,12,-,10,-,10,-,10,-,Upgrade
21,Additional Paid-In Capital,42.99,42.99,42.99,42.99,42.99,-,42.99,-,42.99,-,42.99,-,43,-,36.86,-,36.86,-,36.86,-,Upgrade
22,Retained Earnings,-24.57,-24.57,-24.8,-24.8,-26.49,-,-31.66,-,-11.46,-,-8.46,-,-5.67,-,0.49,-,4.11,-,7.89,-,Upgrade
23,Comprehensive Income & Other,10.1,10.1,10.1,10.1,10.1,-,13.22,-,13.22,-,13.22,-,13.22,-,10.1,-,10.1,-,10.1,-,Upgrade
24,Shareholders' Equity,40.52,40.52,40.29,40.29,38.6,36.55,36.55,56.75,56.75,59.75,59.75,-,62.55,57.45,57.45,-,61.07,64.84,64.84,-,Upgrade
25,Total Liabilities & Equity,45.8,45.8,46.16,46.16,44.17,-,42.54,-,63.19,-,69.63,-,68.82,-,65.5,-,67.11,-,73.01,-,Upgrade
26,Total Debt,-,-,0.11,0.11,0.21,0.33,0.33,0.68,0.68,1.05,1.05,-,0.39,0.68,0.68,-,0.8,0.63,0.63,-,Upgrade
27,Net Cash (Debt),30.21,30.21,28.52,28.52,36.8,33.12,33.12,43.29,43.29,30.93,30.93,-,42.13,49.92,49.92,-,49.68,39.38,39.38,-,Upgrade
28,Net Cash Growth,-17.92%,-8.78%,-13.89%,-34.12%,-14.97%,7.06%,7.06%,-,2.74%,-38.03%,-38.03%,-,-15.20%,26.77%,26.77%,-,8.09%,18.44%,18.44%,-,Upgrade
29,Net Cash Per Share,0.25,0.25,0.24,0.24,0.31,0.28,0.28,0.36,0.36,0.26,0.26,-,0.40,0.50,0.50,-,0.50,0.39,0.39,-,Upgrade
30,Filing Date Shares Outstanding,120,120,120,120,120,120,120,120,120,120,120,120,120,100,100,100,100,100,100,100,Upgrade
31,Total Common Shares Outstanding,120,120,120,120,120,120,120,120,120,120,120,120,120,100,100,100,100,100,100,100,Upgrade
32,Working Capital,40.21,40.21,39.86,39.86,38.07,-,35.91,-,56.23,-,59.35,-,62.52,-,57.53,-,59.2,-,63.03,-,Upgrade
33,Book Value Per Share,0.34,0.34,0.34,0.34,0.32,0.30,0.30,0.47,0.47,0.50,0.50,-,0.52,0.57,0.57,-,0.61,0.65,0.65,-,Upgrade
34,Tangible Book Value,40.52,40.52,40.29,40.29,38.6,36.55,36.55,56.75,56.75,59.75,59.75,-,62.55,57.45,57.45,-,61.07,64.84,64.84,-,Upgrade
35,Tangible Book Value Per Share,0.34,0.34,0.34,0.34,0.32,0.30,0.30,0.47,0.47,0.50,0.50,-,0.52,0.57,0.57,-,0.61,0.65,0.65,-,Upgrade
36,Machinery,-,-,1.52,1.52,-,-,1.52,-,-,-,1.15,-,-,-,1.07,-,-,-,1.7,-,Upgrade
37,Leasehold Improvements,-,-,-,-,-,-,-,-,-,-,1.6,-,-,-,-,-,-,-,-,-,Upgrade
