,Fiscal Quarter,Q2 2025,Q1 2025,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,+15 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+15 Quarters
0,Revenue,10.61,10.61,10.63,10.63,2.93,7.12,5.74,10.17,6.72,14.8,24.88,11.6,10.97,17.88,12.81,8.8,3.96,8.26,10.4,16.52,Upgrade
1,Revenue Growth (YoY),262.52%,49.05%,85.12%,4.52%,-56.42%,-51.88%,-76.92%,-12.35%,-38.80%,-17.24%,94.19%,31.80%,177.31%,116.57%,23.16%,-46.73%,-63.87%,-64.63%,-56.42%,-21.96%,Upgrade
2,Cost of Revenue,7.5,7.5,6.54,6.54,4.01,2.78,5,13.9,7.75,13.88,19.07,10.63,10.91,16.52,13.25,5.48,5.85,7.12,9.13,19.85,Upgrade
3,Gross Profit,3.12,3.12,4.09,4.09,-1.09,4.34,0.75,-3.74,-1.04,0.92,5.81,0.97,0.07,1.36,-0.44,3.32,-1.89,1.14,1.28,-3.33,Upgrade
4,"Selling, General & Admin",3.09,3.09,2.98,2.98,2.96,2.23,7.24,0.25,1.79,2.02,5.37,3.02,5.73,1.85,2.99,1.78,1.44,2.32,2.28,2.23,Upgrade
5,Operating Expenses,3.09,3.09,3.3,3.3,1.79,-0.49,15.39,2.04,0.96,2.02,8.34,3.02,5.73,1.85,2.93,1.78,1.44,2.32,3.08,2.23,Upgrade
6,Operating Income,0.03,0.03,0.79,0.79,-2.87,4.84,-14.64,-5.78,-1.99,-1.11,-2.53,-2.04,-5.66,-0.5,-3.37,1.54,-3.33,-1.18,-1.8,-5.56,Upgrade
7,Interest Expense,-0,-0,-0,-0,-0,-0,-0.02,-0.01,-0.01,-0.01,-0.02,-0.01,-0.01,-0.01,-0.02,-0.01,-0.01,-0.01,-0,-0.01,Upgrade
8,Interest & Investment Income,-,-,0.06,0.06,-,-,0.13,-,-,-,-,-,-,-,-,-,-,-,0.11,-,Upgrade
9,Other Non Operating Income (Expenses),0.09,0.09,-0.03,-0.03,0.06,0.09,-0.13,0.16,0.07,0.05,0.01,-,0.01,-,-0.65,-,0.4,0.31,0.2,0.06,Upgrade
10,EBT Excluding Unusual Items,0.11,0.11,0.82,0.82,-2.82,4.92,-14.66,-5.63,-1.94,-1.07,-2.54,-2.06,-5.66,-0.5,-4.04,1.53,-2.93,-0.88,-1.5,-5.51,Upgrade
11,Asset Writedown,-,-,-,-,-,-,-,-,-,-,-1.5,-,-,-,-0.82,-,-,-,-,-,Upgrade
12,Other Unusual Items,-,-,-,-,-,-,0.08,-,-,-,3.31,-,-,-,0.67,-,-,-,-,-,Upgrade
13,Pretax Income,0.11,0.11,0.82,0.82,-2.82,4.92,-14.58,-5.63,-1.94,-1.07,-0.73,-2.06,-5.66,-0.5,-4.19,1.53,-2.93,-0.88,-1.5,-5.51,Upgrade
14,Income Tax Expense,-,-,-0.03,-0.03,-0.58,0.63,-,-,-,-,-,-,-0.06,0.06,0.99,-0.03,-0.04,-0,-0.31,-0.72,Upgrade
15,Net Income,0.11,0.11,0.85,0.85,-2.24,4.29,-14.58,-5.63,-1.94,-1.07,-0.73,-2.06,-5.6,-0.56,-5.18,1.56,-2.9,-0.88,-1.19,-4.78,Upgrade
16,Net Income to Common,0.11,0.11,0.85,0.85,-2.24,4.29,-14.58,-5.63,-1.94,-1.07,-0.73,-2.06,-5.6,-0.56,-5.18,1.56,-2.9,-0.88,-1.19,-4.78,Upgrade
17,Net Income Growth,-,-97.35%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
18,Shares Outstanding (Basic),120,120,120,120,120,120,120,120,120,120,120,120,105,100,100,100,100,100,100,100,Upgrade
19,Shares Outstanding (Diluted),120,120,120,120,120,120,120,120,120,120,120,120,105,100,100,100,100,100,100,100,Upgrade
20,Shares Change (YoY),-,-,-,-,-,-,0.13%,-,14.55%,20.00%,19.84%,20.00%,4.75%,-,-,-,-,-,-,-,Upgrade
21,EPS (Basic),0.00,0.00,0.01,0.01,-0.02,0.04,-0.12,-0.05,-0.02,-0.01,-0.01,-0.02,-0.05,-0.01,-0.05,0.02,-0.03,-0.01,-0.01,-0.05,Upgrade
22,EPS (Diluted),0.00,0.00,0.01,0.01,-0.02,0.04,-0.12,-0.05,-0.02,-0.01,-0.01,-0.02,-0.05,-0.01,-0.05,0.02,-0.03,-0.01,-0.01,-0.05,Upgrade
23,EPS Growth,-,-97.35%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
24,Free Cash Flow,0.87,0.87,-3.56,-3.56,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
25,Free Cash Flow Per Share,0.01,0.01,-0.03,-0.03,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
26,Gross Margin,29.36%,29.36%,38.46%,38.46%,-37.07%,60.99%,12.99%,-36.73%,-15.43%,6.20%,23.35%,8.37%,0.62%,7.59%,-3.43%,37.71%,-47.84%,13.77%,12.27%,-20.15%,Upgrade
27,Operating Margin,0.26%,0.26%,7.42%,7.42%,-98.05%,67.92%,-255.03%,-56.83%,-29.66%,-7.48%,-10.17%,-17.62%,-51.59%,-2.77%,-26.32%,17.44%,-84.10%,-14.34%,-17.34%,-33.62%,Upgrade
28,Profit Margin,1.07%,1.07%,7.97%,7.97%,-76.53%,60.32%,-253.91%,-55.32%,-28.83%,-7.20%,-2.94%,-17.71%,-51.03%,-3.15%,-40.40%,17.67%,-73.19%,-10.65%,-11.48%,-28.94%,Upgrade
29,Free Cash Flow Margin,8.21%,8.21%,-33.47%,-33.47%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
