,Fiscal Quarter,Current,Q2 2025,Q1 2025,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,+15 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+15 Quarters
0,Market Capitalization,10,10,12,12,12,12,9,8,11,12,18,24,30,53,53,210,74,110,33,92,170,Upgrade
1,Market Cap Growth,-9.38%,-9.38%,37.33%,55.22%,1.05%,-5.88%,-48.63%,-66.50%,-62.00%,-76.82%,-66.94%,-88.57%,-59.46%,-52.00%,60.61%,128.26%,-56.47%,-31.25%,-81.56%,-60.00%,-22.73%,Upgrade
2,Enterprise Value,-20,-18,-16,-24,-25,-22,-24,-35,-32,-19,-13,-18,-12,3,3,160,24,71,-6,46,124,Upgrade
3,Last Close Price,0.09,0.09,0.10,0.10,0.10,0.10,0.07,0.07,0.10,0.10,0.15,0.20,0.25,0.44,0.53,2.10,0.74,1.10,0.33,0.92,1.70,Upgrade
4,PE Ratio,5.43,5.43,-28.55,3.33,-0.99,-,-0.50,-,-,-,-,-,-,-,-,-,-21.68,-,-,-,-,Upgrade
5,PS Ratio,0.25,0.25,0.36,0.40,0.44,0.44,0.30,0.21,0.20,0.21,0.28,0.37,0.56,1.05,1.22,6.21,2.36,2.81,0.72,1.50,2.28,Upgrade
6,PB Ratio,0.26,0.26,0.31,0.31,0.29,0.30,0.25,0.22,0.20,0.22,0.29,0.40,-,0.84,0.92,3.66,-,1.80,0.51,1.42,-,Upgrade
7,P/TBV Ratio,0.26,0.26,0.31,0.31,0.29,0.30,0.25,0.22,0.20,0.22,0.29,0.40,-,0.84,0.92,3.66,-,1.80,0.51,1.42,-,Upgrade
8,P/FCF Ratio,-,-1.94,-1.98,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
9,P/OCF Ratio,-,-1.94,-1.98,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
10,EV/Sales Ratio,-,-,-,-,-,-,-,-,-,-,-,-,-,0.06,0.07,4.74,0.77,1.80,-,0.75,1.66,Upgrade
11,EV/EBITDA Ratio,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-5.31,-,-,-,-,Upgrade
12,EV/EBIT Ratio,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-5.09,-,-,-,-,Upgrade
13,Debt / Equity Ratio,-,-,-,0.00,0.00,0.01,0.01,0.01,0.01,0.01,0.02,0.02,-,0.01,0.01,0.01,-,0.01,0.01,0.01,-,Upgrade
14,Debt / EBITDA Ratio,-,-,-,0.03,0.03,-,0.02,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
15,Asset Turnover,0.93,0.92,0.92,0.94,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
16,Quick Ratio,8.04,8.04,8.04,7.26,7.26,7.30,-,6.55,-,9.71,-,7.13,-,10.14,-,8.02,-,10.88,-,8.22,-,Upgrade
17,Current Ratio,8.62,8.62,8.62,7.79,7.79,7.88,-,7.10,-,9.78,-,7.21,-,11.03,-,8.28,-,11.19,-,8.84,-,Upgrade
18,Return on Equity (ROE),1.13%,1.13%,8.40%,8.58%,-23.85%,47.00%,-125.00%,-39.65%,-13.29%,-7.13%,-,-,-37.33%,-3.92%,-,-,-18.40%,-5.42%,-,-,Upgrade,
19,Return on Assets (ROA),0.15%,0.15%,4.27%,4.36%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
20,Return on Capital (ROIC),0.17%,0.17%,4.88%,4.98%,-18.96%,32.78%,-77.62%,-25.15%,-8.42%,-4.55%,-,-,-23.38%,-2.13%,-,-,-13.07%,-4.52%,-,-,Upgrade,
21,Return on Capital Employed (ROCE),4.03%,4.03%,-3.12%,8.79%,-29.50%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
22,Earnings Yield,18.40%,18.40%,-3.50%,30.02%,-101.36%,-157.53%,-198.27%,-288.59%,-82.09%,-47.29%,-53.94%,-37.29%,-44.64%,-18.53%,-13.36%,-3.52%,-4.61%,-8.86%,-22.45%,-6.38%,-2.14%,Upgrade
23,FCF Yield,-51.47%,-51.47%,-50.52%,-57.01%,-30.88%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
24,Buyback Yield / Dilution,-,-,-,-,-,-,-0.13%,-,-14.55%,-20.00%,-19.84%,-20.00%,-4.75%,-,-,-,-,-,-,-,Upgrade,
25,Total Shareholder Return,-,-,-,-,-,-,-0.13%,-,-14.55%,-20.00%,-19.84%,-20.00%,-4.75%,-,-,-,-,-,-,-,Upgrade,
