,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,7528,6989,6556,6964,6717,6698,6581,5666,4781,4242,Upgrade
1,Short-Term Investments,336.76,344.21,500.19,521.65,430.41,425.32,467.26,469.61,417.91,427.36,Upgrade
2,Trading Asset Securities,2.16,0.37,-,-,-,10,-,-,-,-,Upgrade
3,Cash & Short-Term Investments,7867,7333,7056,7486,7147,7133,7048,6135,5199,4670,Upgrade
4,Cash Growth,11.48%,-2.04%,-1.27%,4.95%,1.41%,16.27%,35.56%,31.39%,26.19%,12.20%,Upgrade
5,Accounts Receivable,6621,5960,6815,5794,6048,5191,5194,5103,4699,4342,Upgrade
6,Other Receivables,804.68,770.04,632.29,711.56,529.42,522.21,669.26,636.71,172.6,279.21,Upgrade
7,Receivables,7996,7373,7985,7133,7056,6142,6198,5973,5083,6122,Upgrade
8,Inventory,2311,2495,2310,2324,1874,1782,1693,1563,1344,1246,Upgrade
9,Other Current Assets,1367,1433,1400,1345,1593,1203,1172,695.86,829.36,576.59,Upgrade
10,Total Current Assets,19541,18634,18751,18288,17670,16260,16110,14367,12455,12615,Upgrade
11,"Property, Plant & Equipment",7073,7007,7090,6859,6417,6259,5866,5798,5713,5421,Upgrade
12,Long-Term Investments,1935,1898,1925,1854,1726,1421,1398,1359,1491,1467,Upgrade
13,Goodwill,3749,3728,3795,3639,3510,3348,3397,3414,3446,3399,Upgrade
14,Other Intangible Assets,1400,1337,1678,1575,1795,1681,1946,1963,2200,2223,Upgrade
15,Long-Term Accounts Receivable,8.2,15.3,31.49,23.04,44.19,40.96,57.71,85.16,124.13,153.03,Upgrade
16,Long-Term Deferred Tax Assets,187.22,207.1,141.21,161.24,171.26,157.04,146.01,140.06,111.29,101.02,Upgrade
17,Long-Term Deferred Charges,-,170.16,-,147.2,-,117.36,-,92.58,-,43.84,Upgrade
18,Other Long-Term Assets,429.63,526.88,412.52,672.36,990.47,974.12,714.96,525.78,212.06,302.72,Upgrade
19,Total Assets,34542,33670,33936,33402,32651,30578,29912,27958,26194,26353,Upgrade
20,Accounts Payable,4741,1770,2001,1712,1834,1627,1734,3812,1303,1138,Upgrade
21,Accrued Expenses,-,-,1151,1045,981.34,1029,1056,-,936.17,1102,Upgrade
22,Short-Term Debt,-,-,-,-,-,-,-,-,-,143.98,Upgrade
23,Current Portion of Long-Term Debt,647.37,2547,881.67,960.81,913.26,601.33,883.53,297.89,381.99,914.25,Upgrade
24,Current Portion of Leases,26.49,26.59,29.1,29.32,15.91,22.99,4.44,8.58,7,7.06,Upgrade
25,Current Income Taxes Payable,141.91,239.96,180.99,193.92,216.25,150.67,162.18,129.15,166.37,123.57,Upgrade
26,Current Unearned Revenue,395.27,431.86,309.03,393.55,359.92,325.84,299.79,321.23,113,126.75,Upgrade
