,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,24168,17003,34783,46803,58596,41684,44002,81945,79231,77965,42239,Upgrade
1,Market Cap Growth,-63.67%,-63.67%,-40.64%,12.28%,33.16%,-49.13%,-44.46%,5.10%,87.58%,143.50%,47.32%,Upgrade
2,Enterprise Value,21825,15218,33526,45573,57477,40112,42807,80980,79171,79832,44727,Upgrade
3,Last Close Price,5.29,3.64,7.28,9.68,12.03,8.48,8.97,16.59,15.96,15.57,8.44,Upgrade
4,PE Ratio,11.73,8.28,15.77,17.75,18.75,13.75,15.75,29.62,31.97,37.23,20.41,Upgrade
5,Forward PE,10.32,6.98,11.02,13.22,17.48,13.51,12.63,25.87,27.05,30.82,17.82,Upgrade
6,PS Ratio,1.71,1.22,2.39,3.19,3.77,2.53,2.71,5.39,5.74,6.67,3.64,Upgrade
7,PB Ratio,0.98,0.64,1.32,1.84,2.20,1.59,1.70,3.36,3.53,3.95,2.22,Upgrade
8,P/TBV Ratio,0.88,0.88,1.82,2.62,3.13,2.32,2.49,5.09,5.27,6.14,3.58,Upgrade
9,P/FCF Ratio,10.94,7.69,14.68,35.81,42.32,20.55,18.23,31.24,35.47,53.20,27.35,Upgrade
10,P/OCF Ratio,5.85,5.85,11.28,19.00,22.59,12.48,11.61,22.06,23.93,31.20,16.26,Upgrade
11,PEG Ratio,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.18,5.32,5.32,Upgrade
12,EV/Sales Ratio,1.57,1.09,2.30,3.11,3.70,2.44,2.64,5.33,5.74,6.83,3.85,Upgrade
13,EV/EBITDA Ratio,6.63,4.60,9.58,11.42,13.35,9.04,9.40,20.12,21.57,24.15,13.78,Upgrade
14,EV/EBIT Ratio,9.54,6.86,13.95,15.18,16.71,10.88,11.61,25.22,27.75,30.73,17.35,Upgrade
15,EV/FCF Ratio,9.88,6.89,14.15,34.87,41.51,19.78,17.73,30.87,35.44,54.48,28.96,Upgrade
16,Debt / Equity Ratio,0.17,0.17,0.17,0.18,0.19,0.20,0.20,0.22,0.23,0.24,0.32,Upgrade
17,Debt / FCF Ratio,2.01,2.01,1.94,3.59,3.67,2.58,2.10,2.06,2.30,3.28,4.00,Upgrade
18,Return on Capital Employed (ROCE),7.23%,7.23%,8.36%,10.17%,11.11%,11.77%,11.82%,10.97%,10.29%,10.60%,10.59%,Upgrade
19,Earnings Yield,8.50%,12.08%,6.34%,5.63%,5.33%,7.27%,6.35%,3.38%,3.13%,2.69%,4.90%,Upgrade
20,FCF Yield,9.14%,13.00%,6.81%,2.79%,2.36%,4.87%,5.49%,3.20%,2.82%,1.88%,3.66%,Upgrade
21,Dividend Yield,3.47%,5.49%,2.54%,1.70%,1.55%,2.09%,1.94%,1.05%,0.97%,0.87%,1.59%,Upgrade
22,Buyback Yield / Dilution,1.24%,-0.17%,0.49%,-2.35%,-0.41%,-0.05%,-0.54%,-0.50%,-0.45%,-,0.05%,Upgrade
23,Total Shareholder Return,4.71%,5.32%,3.03%,-0.65%,1.14%,2.04%,1.40%,0.55%,0.52%,0.87%,1.64%,Upgrade
