,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020"
0,Cash & Equivalents,67.58,39.34,45.99,28.51,57.74,65.88,53.38,56.84,85.63,59.77,53.6,44.49,367.26,462.44,33.55,34.88,-,35.15,-
1,Trading Asset Securities,122.59,183.21,200.35,206.22,152.85,138.86,191.32,202.92,179.34,233.9,291.07,345.23,50,11,4,4,-,-,-
2,Cash & Short-Term Investments,190.17,222.55,246.34,234.74,210.6,204.74,244.7,259.76,264.98,293.68,344.66,389.72,417.26,473.44,37.55,38.88,-,35.15,47.55
3,Cash Growth,-9.70%,8.69%,0.67%,-9.63%,-20.52%,-30.28%,-29.00%,-33.35%,-36.50%,-37.97%,817.85%,902.48%,-,1246.77%,-21.02%,-,-,-,-
4,Accounts Receivable,236.62,218.08,197.77,212.51,195,171.23,157.79,200.68,199.13,150.03,120.4,117.92,113.07,110.87,111.17,124.86,-,87.44,-
5,Other Receivables,2.77,4.03,5.64,3.83,3.81,2.62,13.78,15.62,16.16,33.55,6.36,18.28,2.37,8.96,1,4.1,-,0.32,-
6,Receivables,239.39,222.11,203.41,216.35,198.82,173.85,171.57,216.3,215.28,183.58,126.76,136.21,115.44,119.83,112.17,128.96,-,87.76,-
7,Inventory,211.14,196.4,178.12,169.33,168.76,161.38,171.33,155.99,145.23,128.7,116.56,113.81,107.61,101.4,93.71,84.53,-,70.26,-
8,Prepaid Expenses,-,-,-,0.05,-,-,-,0.8,-,-,-,-,-,-,-,-,-,-,-
9,Other Current Assets,31.45,16.5,11,12.99,18.92,15.41,34.96,30.2,26.33,6.78,17.65,1.97,9.42,2.49,7.9,4.43,-,1.89,-
10,Total Current Assets,672.15,657.56,638.87,633.46,597.1,555.38,622.56,663.06,651.82,612.73,605.64,641.71,649.73,697.16,251.33,256.8,-,195.07,-
11,"Property, Plant & Equipment",418.69,423.5,417.82,431.07,396,389.4,357.29,347.02,266.07,244.6,208.79,189.89,138.52,124.52,105.98,98.02,-,65.19,-
12,Long-Term Investments,-,-,-,-,-,-,-,-,10,-,30,-,-,-,-,-,-,-,-
13,Goodwill,15.28,15.33,15.37,15.41,47.65,47.69,47.78,47.78,61.93,61.93,-,-,-,-,-,-,-,-,-
14,Other Intangible Assets,42.74,42.18,42.72,43.26,43.51,44.05,44.6,45.08,45.52,46.07,31.15,31.44,31.74,32.05,32.35,32.65,-,33.07,-
15,Long-Term Deferred Tax Assets,4.85,5.18,4.5,4.97,4.99,4.24,4.33,5.25,2.9,2.14,2.03,2,2.28,2.39,2.44,2.48,-,2.29,-
