,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020"
0,Operating Revenue,162.21,149.37,136.31,151.84,135.88,115.22,85.12,130.17,149.58,81.74,103.29,99,100.44,97.38,93.07,110.62,91.97,79.94,58.41
1,Other Revenue,-,-,-,4.93,-,-,-,4.9,-1.37,1.37,-,4.08,-2.08,2.08,-,3.72,-1.39,1.39,-
2,Revenue,162.21,149.37,136.31,156.77,135.88,115.22,85.12,135.07,148.21,83.12,103.29,103.08,98.36,99.46,93.07,114.34,90.58,81.33,58.41
3,Revenue Growth (YoY),19.38%,29.63%,60.14%,16.07%,-8.32%,38.63%,-17.59%,31.04%,50.68%,-16.43%,10.98%,-9.85%,8.60%,22.30%,59.35%,-,-,-,-
4,Cost of Revenue,128.38,117.22,100.82,134.83,101.2,92.29,60.08,98.84,103.65,61.08,71.07,75.69,61.37,67.29,57.61,69.59,50.6,54.11,36.33
5,Gross Profit,33.83,32.15,35.49,21.94,34.68,22.94,25.04,36.23,44.57,22.04,32.22,27.38,37,32.17,35.47,44.75,39.97,27.22,22.08
6,"Selling, General & Admin",18.33,17.33,15.1,23.89,16.75,14.1,12.46,16.26,13.74,12.46,7.72,9.6,7.62,9.15,6.34,7.61,6.08,6.79,4.26
7,Research & Development,9.11,8.98,8.81,6.79,9.03,8.73,7.79,7.26,6.34,4.44,4.35,5.17,4.98,5.01,4.54,4.73,4.47,3.86,2.81
8,Other Operating Expenses,0.59,0.45,-1.5,1.09,-3.91,-1.06,0.77,3.57,-1.04,0.23,0.65,3.56,0.33,-2.29,0.38,3.45,0.44,-1.96,0.26
9,Operating Expenses,28.02,26.99,22.55,35.46,22.87,21.87,18.35,27.82,21.54,17.38,12.91,19.02,12.81,11.86,10.43,16.91,11.21,8.98,6.18
10,Operating Income,5.81,5.16,12.94,-13.52,11.81,1.07,6.69,8.41,23.03,4.66,19.31,8.36,24.18,20.31,25.04,27.84,28.76,18.25,15.9
11,Interest Expense,-1.85,-1.46,-0.86,-2.15,-,-1.18,-0.41,-0.91,-0.42,-0.3,-0.11,-0.12,-0.15,-0.36,-0.36,-0.28,-0.21,-0.16,-0.13
12,Interest & Investment Income,-,2.74,2.66,1.7,1.02,1.66,0.81,2.04,0.72,1.56,1.26,2.34,1.71,0.2,0.08,0.15,0.09,0.2,0.24
13,Currency Exchange Gain (Loss),-0.18,0.18,-,0.48,-0.5,0.5,-,0.29,-0.03,0.03,-,-0.66,0.29,-0.29,-,-0.12,-0.25,0.25,-
