,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,127,251,408,341,284,381,565,920,217,204,535,Upgrade
1,Market Cap Growth,-26.47%,-26.47%,43.53%,-10.53%,-49.70%,-58.55%,160.00%,350.82%,-59.38%,-46.02%,68.42%,Upgrade
2,Enterprise Value,2169,2342,2505,2469,2427,2522,2665,2914,2033,1844,2094,Upgrade
3,Last Close Price,0.04,0.07,0.12,0.10,0.09,0.11,0.17,0.28,0.07,0.06,0.16,Upgrade
4,Forward PE,-,174.00,174.00,174.00,174.00,174.00,174.00,174.00,174.00,174.00,174.00,Upgrade
5,PS Ratio,0.31,0.61,1.10,0.77,0.52,0.73,1.43,2.75,0.67,0.47,1.12,Upgrade
6,PB Ratio,-0.81,-0.81,-2.41,0.42,0.28,0.22,0.29,0.37,0.08,0.08,0.20,Upgrade
7,P/TBV Ratio,-,-,-,-,-,-,-,3.83,0.49,0.46,1.03,Upgrade
8,P/FCF Ratio,0.97,1.92,-,13.86,-,-13.28,-,-4.41,-,-7.01,-,Upgrade
9,P/OCF Ratio,0.74,0.74,1.75,1.47,1.17,2.19,3.18,11.47,2.76,3.99,-,Upgrade
10,EV/Sales Ratio,5.24,5.66,6.77,5.57,4.47,4.81,6.76,8.71,6.25,4.21,4.39,Upgrade
11,EV/EBITDA Ratio,8.22,8.85,10.92,10.02,10.53,24.48,-58.44,-,-,23.95,29.02,Upgrade
12,EV/EBIT Ratio,15.23,16.20,21.80,16.65,17.38,-37.73,-,-,-,81.99,132.13,Upgrade
13,EV/FCF Ratio,16.57,17.89,-,100.29,-,-87.83,-,-13.95,-,-63.36,-,Upgrade
14,Debt / Equity Ratio,-6.77,-6.77,-12.78,2.65,2.15,1.28,1.12,0.87,0.80,0.80,0.65,Upgrade
15,Debt / FCF Ratio,15.98,15.98,-,87.43,-,-76.30,-,-10.38,-,-68.94,-,Upgrade
16,Return on Capital Employed (ROCE),71.97%,71.97%,19.41%,9.56%,7.74%,-2.65%,-,-,-,0.68%,0.49%,Upgrade
17,Earnings Yield,-826.66%,-418.84%,-266.32%,-158.65%,-194.04%,-173.87%,-139.49%,-36.52%,-84.67%,-112.25%,-43.15%,Upgrade
18,FCF Yield,102.97%,52.17%,6.29%,7.21%,12.26%,-7.53%,-4.37%,-22.70%,-96.66%,-14.26%,-8.99%,Upgrade
19,Buyback Yield / Dilution,-,-,-,-,-,-,-,-,-,-13.04%,Upgrade,
20,Total Shareholder Return,-,-,-,-,-,-,-,-,-,-13.04%,Upgrade,
