,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,1805,1652,1541,1485,1529,2381,2605,2567,2685,2955,3021,Upgrade
1,Market Cap Growth,11.20%,11.20%,0.80%,-37.63%,-41.31%,-7.22%,-3.00%,-13.15%,-11.12%,61.68%,65.38%,Upgrade
2,Enterprise Value,2314,2274,2196,2096,2055,2850,3077,3239,3421,3742,3775,Upgrade
3,Last Close Price,0.94,0.84,0.77,0.71,0.73,1.11,1.11,1.05,1.03,1.20,1.16,Upgrade
4,PE Ratio,7.45,6.81,9.21,-20.99,-,5.26,3.22,4.03,5.96,7.54,9.11,Upgrade
5,PS Ratio,0.60,0.55,0.46,0.50,0.52,0.70,0.68,0.69,0.84,1.21,1.20,Upgrade
6,PB Ratio,1.14,1.01,0.96,1.04,1.06,1.44,1.35,1.59,1.94,3.24,3.31,Upgrade
7,P/TBV Ratio,1.57,1.57,2.22,2.05,2.08,2.57,2.21,3.03,4.14,6.02,5.54,Upgrade
8,P/FCF Ratio,7.87,7.20,5.05,3.98,4.94,5.89,2.34,2.00,2.58,4.49,6.67,Upgrade
9,P/OCF Ratio,5.66,5.66,4.38,3.35,3.74,4.62,2.11,1.86,2.41,3.57,4.06,Upgrade
10,EV/Sales Ratio,0.77,0.76,0.66,0.71,0.70,0.84,0.80,0.87,1.08,1.53,1.50,Upgrade
11,EV/EBITDA Ratio,3.59,3.60,4.47,15.63,9.21,3.32,2.36,2.80,3.73,4.77,4.45,Upgrade
12,EV/EBIT Ratio,4.95,4.82,6.68,-113.88,-,4.35,2.81,3.50,5.01,6.31,5.73,Upgrade
13,EV/FCF Ratio,10.09,9.92,7.20,5.62,6.64,7.05,2.76,2.53,3.28,5.69,8.34,Upgrade
14,Debt / Equity Ratio,0.51,0.51,0.55,0.60,0.52,0.46,0.42,0.44,0.65,1.01,0.89,Upgrade
15,Debt / FCF Ratio,3.65,3.65,2.86,2.28,2.45,1.87,0.72,0.56,0.86,1.40,1.79,Upgrade
16,Return on Capital Employed (ROCE),28.48%,28.50%,19.13%,-1.10%,-,36.43%,50.19%,46.29%,37.90%,49.92%,63.41%,Upgrade
17,Earnings Yield,13.43%,14.68%,10.85%,-4.76%,-3.79%,19.00%,31.06%,24.81%,16.78%,13.27%,10.98%,Upgrade
18,FCF Yield,12.70%,13.88%,19.79%,25.12%,20.24%,16.98%,42.73%,49.95%,38.83%,22.27%,14.98%,Upgrade
19,Dividend Yield,4.26%,4.66%,5.22%,2.89%,2.73%,11.99%,16.20%,13.07%,11.63%,3.33%,-,Upgrade
20,Buyback Yield / Dilution,0.43%,0.40%,0.46%,0.38%,0.49%,0.45%,-5.33%,-7.30%,-0.95%,0.87%,0.16%,Upgrade
21,Total Shareholder Return,4.68%,5.06%,5.68%,3.27%,3.21%,12.44%,10.87%,5.77%,10.68%,4.20%,0.16%,Upgrade
