,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020"
0,Cash & Equivalents,521.72,502.2,560.17,573.77,630.83,691.06,747.07,785.1,876.87,828.17,1078,910.78,801.51,350.48,-,645.43,-,348.21,348.21
1,Short-Term Investments,-,-,-,-,-,-,-,-,-,0.63,-,0.63,-,-,-,-,-,-,-
2,Trading Asset Securities,0.2,100.77,100.5,100.23,-,-,-,-,0.01,-,-,-,-,-,-,-,-,3.06,3.06
3,Cash & Short-Term Investments,521.92,602.97,660.67,674,630.83,691.06,747.07,785.1,876.88,828.8,1078,911.41,801.51,350.48,645.43,645.43,-,351.28,351.28
4,Cash Growth,-17.26%,-12.75%,-11.57%,-14.15%,-28.06%,-16.62%,-30.71%,-13.86%,9.40%,136.47%,67.04%,41.21%,-,-0.23%,83.74%,-,-,-,-
5,Accounts Receivable,809.45,817.5,818.76,854.67,788.14,776.04,778.08,804.81,723.82,717.41,684.56,658.8,581.15,509.59,-,417.78,-,400.03,400.03
6,Other Receivables,10.9,13.18,14.56,13.13,17.11,15.2,16.44,17.74,23.12,23.41,23.73,23.17,27.07,35.44,-,32.13,-,49.06,49.06
7,Receivables,820.35,830.68,833.32,867.8,805.25,791.23,794.52,822.55,746.94,740.82,708.29,681.98,608.22,545.03,-,449.9,-,449.09,449.09
8,Inventory,28.46,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
9,Prepaid Expenses,-,0.34,-,0.93,-,0.2,-,0.64,-,1.47,-,2,-,0.12,-,-,-,1.21,1.21
10,Other Current Assets,29.63,23.5,17.41,13.4,10.65,6.47,5.3,4.39,4.81,1.41,4.48,2.75,5.36,3.19,-,4.31,-,0.84,0.84
11,Total Current Assets,1400,1457,1511,1556,1447,1489,1547,1613,1629,1572,1791,1598,1415,898.83,-,1100,-,802.42,802.42
12,"Property, Plant & Equipment",358.46,280.26,227.92,175.56,118.53,88.46,63.64,61.49,48.54,37.59,40.62,35.07,91.49,92.21,-,78.71,-,79.96,79.96
13,Long-Term Investments,32.76,32.83,33.12,33.87,31.79,32.18,32.28,32.64,31.37,31.45,31.99,32.45,32.28,32.14,-,32.65,-,31.87,31.87
14,Goodwill,0.98,0.98,0.98,0.98,0.98,0.98,0.98,-,0.21,0.21,0.21,0.21,0.21,0.21,-,0.21,-,0.21,0.21
15,Other Intangible Assets,24.89,24.82,25.64,27.39,22.94,24.53,26.39,27.44,28.78,28.32,27.62,29.38,35.52,36.43,-,31.84,-,29.25,29.25
16,Long-Term Deferred Tax Assets,96.19,91.61,88,83.92,64.09,60.4,56.3,56.75,34.64,33.71,32.53,31.62,18.89,17.79,-,15.93,-,15.35,15.35
17,Long-Term Deferred Charges,3.53,4.14,4.82,5.43,6.04,6.65,7.18,7.68,8.55,7.96,5.61,5.27,5.83,6.3,-,8.22,-,9.94,9.94
18,Other Long-Term Assets,67.67,92.63,92.07,85.26,83.56,60.07,61.96,59.87,63.39,76.8,58.45,59.8,0.22,0.22,-,0.22,-,0.44,0.44
19,Total Assets,1985,1985,1984,1969,1775,1762,1796,1859,1844,1789,1988,1792,1600,1084,-,1267,-,969.43,969.43
20,Accounts Payable,106.04,111.13,96.91,102.08,57.9,54.47,55.02,70.42,39.2,39.34,40.77,49.11,45.44,45.02,-,45.42,-,30.84,30.84
21,Accrued Expenses,367.53,377.32,381.98,446.4,367.67,361.83,367.46,439.72,324.51,337.08,326.64,421.96,227.2,216.76,-,358.32,-,220.75,220.75
22,Short-Term Debt,120.07,150.1,200.1,150.1,100.08,100.05,100.05,100.05,100.05,100.08,160.12,160.12,160.13,110.07,-,150.15,-,160.4,160.4
23,Current Portion of Long-Term Debt,27.9,17.07,18.79,8.32,-,4.47,-,1.99,-,1.75,-,-,-,-,-,-,-,-,-
24,Current Portion of Leases,-,5.9,-,8.3,11.59,3.94,7.98,7.32,10.43,9.26,9.1,7.65,7.8,6.94,-,-,-,-,-
25,Current Income Taxes Payable,10.99,2.4,24.81,24.56,17.56,2.98,34.99,25.22,15.69,5.02,27.7,25.36,22.22,6.76,-,13.21,-,7.64,7.64
26,Current Unearned Revenue,78.92,90.61,89.21,65.4,94.31,107.21,93.67,58.39,99.77,99.74,98.81,68.61,84.59,76.21,-,100.8,-,73.39,73.39
27,Other Current Liabilities,85.22,81.19,86.96,91.74,113.41,127.8,128.09,156.7,283.01,231.43,364.42,119.7,160.33,119.39,-,157.03,-,112.73,112.73
28,Total Current Liabilities,796.67,835.72,898.75,896.89,762.51,762.76,787.27,859.81,872.66,823.7,1028,852.5,707.7,581.14,-,824.93,-,605.75,605.75
29,Long-Term Debt,151.77,141.07,85.56,65.45,36.32,34.17,18.85,12.82,12.4,12.24,-,-,-,-,-,-,-,-,-
