,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+1 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+1 Quarters
0,Market Capitalization,45,86,54,102,118,151,136,174,328,178,184,Upgrade
1,Market Cap Growth,-15.63%,-15.63%,-54.73%,-32.28%,-12.94%,-13.30%,-58.54%,-1.80%,78.26%,-53.75%,-61.67%,Upgrade
2,Enterprise Value,120,128,87,102,166,118,100,115,235,123,28,Upgrade
3,Last Close Price,0.06,0.11,0.07,0.13,0.15,0.19,0.17,0.22,0.41,0.22,0.23,Upgrade
4,PE Ratio,-,-,6.47,9.89,9.35,9.58,31.89,-,15.53,46.58,-,Upgrade
5,PS Ratio,0.14,0.28,0.21,0.36,0.46,0.69,0.67,1.28,2.16,0.60,0.34,Upgrade
6,PB Ratio,0.29,0.55,0.32,0.63,0.73,1.00,0.91,1.29,2.27,1.34,1.49,Upgrade
7,P/TBV Ratio,0.55,0.55,0.32,0.63,0.73,1.00,0.91,1.29,2.27,1.34,1.49,Upgrade
8,P/FCF Ratio,-,-,-,-,-4.51,-,-18.47,-,4.03,7.39,-,Upgrade
9,P/OCF Ratio,-,-,-10.16,-,-5.65,-,-46.95,-,4.02,6.70,-,Upgrade
10,EV/Sales Ratio,0.39,0.41,0.34,0.36,0.64,0.54,0.49,0.84,1.55,0.42,0.05,Upgrade
11,EV/EBITDA Ratio,20.92,-,-,5.40,9.12,6.11,10.76,-,-,7.72,0.95,Upgrade
12,EV/EBIT Ratio,-,-,-,6.95,11.89,7.87,19.27,-,-,9.80,1.01,Upgrade
13,EV/FCF Ratio,-3.91,-,-,-,-6.33,-,-13.62,-,2.89,5.12,-,Upgrade
14,Debt / Equity Ratio,0.68,0.68,0.44,0.39,0.41,0.40,0.16,0.17,0.22,0.08,0.01,Upgrade
15,Debt / FCF Ratio,-,-,-,-,-2.49,-,-3.13,-,0.39,0.44,-,Upgrade
16,Return on Capital Employed (ROCE),-,-,-,8.98%,8.54%,9.65%,3.39%,-,-,9.49%,22.61%,Upgrade
17,Earnings Yield,-12.84%,-6.66%,15.45%,10.12%,10.69%,10.44%,3.14%,1.78%,6.44%,2.15%,6.93%,Upgrade
18,FCF Yield,-68.67%,-35.61%,-31.10%,31.96%,-22.20%,-39.33%,-5.41%,15.60%,24.82%,13.54%,-51.03%,Upgrade
