,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Revenue,430.97,376.56,341.93,316.75,283.74,308.09,371.67,267.5,165.97,167.93
1,Revenue Growth (YoY),26.04%,18.88%,20.51%,2.81%,-23.66%,15.17%,123.93%,59.30%,-11.30%,-37.99%
2,Cost of Revenue,379.86,339.21,291.57,265.51,237.51,273.24,288.3,196.69,130.3,125.73
3,Gross Profit,51.11,37.35,50.36,51.24,46.22,34.85,83.37,70.82,35.68,42.19
4,"Selling, General & Admin",43.81,45.26,40.2,43.18,40.25,34.62,50.62,35.59,30.27,31.16
5,Other Operating Expenses,-15.1,-7.85,-7.9,-12.34,-10.75,-17.03,-7.92,-4.11,-17.73,-16.7
6,Operating Expenses,28.71,32.06,32.31,36.68,29.5,27.78,42.7,47.07,12.54,26.51
7,Operating Income,22.4,5.29,18.05,14.57,16.72,7.07,40.67,23.75,23.14,15.69
8,Interest Expense,-5.11,-4.73,-5.04,-4.43,-3.63,-3.11,-3.28,-2.35,-3.85,-5.11
9,Interest & Investment Income,0.04,0.03,0.03,0.1,0.15,0.47,0.18,0.13,0.05,1
10,Other Non Operating Income (Expenses),-0.14,-0.03,-0.21,-0.15,-0.04,0.12,-0.18,-0.28,-1.02,0.86
11,EBT Excluding Unusual Items,17.2,0.56,12.84,10.08,13.2,4.54,37.4,21.25,18.32,12.44
12,Gain (Loss) on Sale of Assets,-0.04,-0.65,-,-0.15,0.02,-0.03,0.11,-0.01,-0.03,0.08
13,Pretax Income,17.16,-0.08,12.84,9.94,13.22,4.51,37.5,21.24,18.29,12.52
14,Income Tax Expense,3.1,0.63,0.86,1.92,0.83,0.9,4.54,2.91,3.03,1.71
15,Net Income,14.06,-0.71,11.98,8.02,12.39,3.61,32.96,18.34,15.26,10.81
16,Net Income to Common,14.06,-0.71,11.98,8.02,12.39,3.61,32.96,18.34,15.26,10.81
17,Net Income Growth,17.38%,-,-3.33%,122.26%,-62.40%,-80.33%,115.97%,69.62%,-20.94%,-79.58%
18,Shares Outstanding (Basic),800,800,800,800,800,800,800,800,800,800
19,Shares Outstanding (Diluted),800,800,800,800,800,800,800,800,800,800
20,Shares Change (YoY),-,-,-,-,-,-,-,-,-,-0.00%
21,EPS (Basic),0.02,-0.00,0.01,0.01,0.02,0.00,0.04,0.02,0.02,0.01
22,EPS (Diluted),0.02,-0.00,0.01,0.01,0.02,0.00,0.04,0.02,0.02,0.01
23,EPS Growth,17.38%,-,-3.33%,122.24%,-62.40%,-80.32%,115.98%,69.63%,-20.94%,-79.58%
24,Free Cash Flow,-40.08,13.02,14.55,-42.84,-26.87,-11.78,28.04,-3.76,-24.66,-2.87
25,Free Cash Flow Per Share,-0.05,0.02,0.02,-0.05,-0.03,-0.01,0.04,-0.00,-0.03,-0.00
26,Dividend Per Share,-,0.013,0.014,0.001,0.015,-,0.025,-,0.018,-
27,Dividend Growth,-,2442.67%,-4.35%,-,-41.82%,-,36.84%,-,-,-
28,Operating Margin,5.20%,1.41%,5.28%,4.60%,5.89%,2.29%,10.94%,8.88%,13.94%,9.34%
29,Profit Margin,3.26%,-0.19%,3.50%,2.53%,4.37%,1.17%,8.87%,6.86%,9.20%,6.44%
30,Free Cash Flow Margin,-9.30%,3.46%,4.26%,-13.52%,-9.47%,-3.82%,7.54%,-1.41%,-14.85%,-1.71%
31,EBITDA,74.05,54.62,67.37,59.9,57.24,40.03,71.95,55.29,54.31,47.16
32,D&A For EBITDA,51.65,49.33,49.31,45.34,40.52,32.96,31.28,31.54,31.18,31.47
33,EBIT,22.4,5.29,18.05,14.57,16.72,7.07,40.67,23.75,23.14,15.69
