,Fiscal Quarter,Current,Q4 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,Q2 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 12, 2025","Dec '24 Dec 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 30, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019","Jun '19 Jun 30, 2019",+20 Quarters
0,Market Capitalization,511328,425232,545977,519728,482980,377984,461981,403183,488230,524978,367485,351735,366435,386384,324436,415783,335986,268789,337036,367485,387434,Upgrade
1,Market Cap Growth,12.50%,12.50%,18.18%,28.91%,-1.08%,-28.00%,25.71%,14.63%,33.24%,35.87%,13.27%,-15.40%,9.06%,43.75%,-3.74%,13.14%,-13.28%,-38.31%,-28.98%,-28.57%,-18.90%,Upgrade
2,Enterprise Value,384417,268630,447082,420833,386700,285253,369249,329080,432285,431098,294898,293521,291245,311194,251754,354855,294161,199463,286135,311116,322089,Upgrade
3,Last Close Price,48700.00,40500.00,48834.01,46486.22,43199.32,32916.52,40231.30,35110.95,42517.17,44846.58,31392.61,30047.21,31302.91,32036.29,26900.03,34473.83,27451.55,21303.72,26712.87,29126.18,30268.64,Upgrade
4,PE Ratio,14.69,12.17,15.10,14.35,13.36,10.59,12.94,12.30,15.54,16.54,11.72,9.91,10.32,15.14,13.47,21.10,-,8.05,9.58,9.07,11.21,Upgrade
5,PS Ratio,0.62,0.53,0.74,0.73,0.72,0.57,0.74,0.65,0.82,0.89,0.62,0.60,0.61,0.65,0.56,0.73,0.59,0.48,0.60,0.67,0.70,Upgrade
6,PB Ratio,1.84,1.52,1.85,1.76,1.73,-,1.67,1.50,1.89,1.98,1.43,1.40,1.50,1.61,1.35,1.82,1.48,1.16,1.51,1.70,1.83,Upgrade
7,P/TBV Ratio,1.62,1.62,1.96,1.86,1.86,-,1.78,1.61,2.02,2.09,1.52,1.49,1.60,1.72,1.45,1.95,1.59,1.24,1.61,1.82,1.96,Upgrade
8,P/FCF Ratio,-,-,14.26,16.14,-,-,18.91,10.45,12.79,-,9.39,31.58,45.08,-,-,30.12,28.80,-,-,181.05,-,Upgrade
