,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021"
0,Cash & Equivalents,479.82,511.78,718.32,806.6,1057,1027,932.96,926.23,1148,1277,-,170.77,-,-,-
1,Trading Asset Securities,156.06,135.47,30.1,30.1,-,-,-,-,-,-,-,-,-,-,-
2,Cash & Short-Term Investments,635.88,647.24,748.42,836.7,1057,1027,932.96,926.23,1148,1277,170.77,170.77,-,-,285.1
3,Cash Growth,-39.85%,-36.99%,-19.78%,-9.67%,-7.94%,-19.57%,446.31%,442.37%,-,-,-40.10%,-,-,-,-
4,Accounts Receivable,100.68,122.42,129.06,119.29,112.74,110.13,95.67,58.14,87.05,72.93,-,54.3,-,-,-
5,Other Receivables,95.31,84.29,84.04,77.12,83.66,74.09,95.76,67.94,90.75,54.28,-,70.58,-,-,-
6,Receivables,196,206.72,213.1,196.41,196.4,184.22,191.43,126.09,177.8,127.2,-,124.88,-,-,-
7,Inventory,162.95,163.9,159.95,151.53,144.43,155,132.48,107.62,115.69,112.03,-,90.05,-,-,-
8,Prepaid Expenses,-,-,-,18.64,-,9.14,-,15.79,-,7.8,-,6.13,-,-,-
9,Other Current Assets,59.17,47.26,53.99,11.53,50.04,35.46,187.4,11.97,82.23,50.48,-,27.67,-,-,-
10,Total Current Assets,1054,1065,1175,1215,1448,1411,1444,1188,1524,1575,-,419.5,-,-,-
11,"Property, Plant & Equipment",2555,2598,2562,2590,2384,1985,1617,1474,1447,1408,-,1472,-,-,-
12,Long-Term Investments,115.67,56.22,104.36,103.77,105.44,105.64,105.65,267.43,238.57,177.04,-,168.88,-,-,-
13,Goodwill,392,392,392,392,412.13,412.13,421.74,27.38,29.03,29.03,-,29.03,-,-,-
14,Other Intangible Assets,47.82,49.05,50.01,50.98,49.73,49.9,9.81,10.48,11.26,12.2,-,12.44,-,-,-
15,Long-Term Deferred Tax Assets,20.27,21.68,16.52,15.67,15.1,15.16,13.49,12.82,9.4,9.8,-,8.25,-,-,-
16,Long-Term Deferred Charges,510.05,520.09,436.93,420.75,430.19,436.54,386.29,388.74,356.37,343.57,-,204.79,-,-,-
17,Other Long-Term Assets,11.05,116.56,2.41,27.36,11.82,2.39,131.12,308.46,204.11,204.93,-,11.06,-,-,-
18,Total Assets,4706,4819,4740,4815,4856,4418,4130,3677,3819,3759,-,2326,-,-,-
19,Accounts Payable,320.73,286.99,300.59,417.55,260.93,236.95,205.25,190.42,225.16,233.86,-,147.08,-,-,-
20,Accrued Expenses,138.43,169.39,95.73,144.14,108.98,131.26,80.77,92.94,71.8,74.14,-,81.13,-,-,-
21,Short-Term Debt,89.04,48.4,98.43,233.06,233.07,233.11,182.8,102.64,102.5,102.5,-,110.14,-,-,-
22,Current Portion of Long-Term Debt,141.71,34.14,143.05,12.65,162.31,11.13,-,8.13,127.05,7,-,-,-,-,-
23,Current Portion of Leases,-,159.13,-,162.2,-,137.79,124.76,137.2,-,115.92,-,98.82,-,-,-
24,Current Income Taxes Payable,37.27,33.72,63.17,51.83,61.19,42.25,53.52,29.02,35.68,31.06,-,29.49,-,-,-
25,Current Unearned Revenue,21.76,21.78,20.71,15.95,19.98,25.72,26.9,18.64,22.94,22.98,-,19.48,-,-,-
26,Other Current Liabilities,36.24,11.06,52.96,5.74,43.47,59.07,45.8,3.35,81.49,62.31,-,3.48,-,-,-
27,Total Current Liabilities,785.18,764.62,774.63,1043,889.93,877.28,719.79,582.33,666.63,649.77,-,489.63,-,-,-
28,Long-Term Debt,364.55,335.49,290.78,94.81,95.31,101.82,84,88.5,88.5,93,-,-,-,-,-
29,Long-Term Leases,1302,1380,1364,1356,1476,1115,1076,936.48,921.3,916.06,-,885.24,-,-,-
30,Long-Term Unearned Revenue,-,-,-,-,-,-,-,-,-,0.22,-,-,-,-,-
31,Long-Term Deferred Tax Liabilities,2.41,2.46,2.68,2.89,1.85,1.91,2.02,2.13,2.26,2.29,-,2.45,-,-,-
32,Total Liabilities,2454,2483,2432,2497,2463,2096,1882,1609,1679,1661,-,1377,-,-,-
33,Common Stock,149.62,149.62,149.62,149.62,149.62,149.62,149.62,149.62,149.62,149.62,-,112.21,-,-,-
34,Additional Paid-In Capital,1735,1735,1735,1735,1734,1734,1734,1734,1734,1734,-,672.68,-,-,-
35,Retained Earnings,393.23,480.23,453.86,436.93,486.26,418.81,346.37,183.98,257.42,214.68,-,163.41,-,-,-
36,Treasury Stock,-59.77,-59.77,-59.77,-29.98,-,-,-,-,-,-,-,-,-,-,-
37,Comprehensive Income & Other,-0.29,-0.29,-0.29,-0.29,-0.28,-0.28,-0.28,-0.28,-0.46,-0.46,-,-0,-,-,-
38,Total Common Equity,2218,2305,2279,2292,2370,2302,2230,2068,2141,2098,948.3,948.3,-,-,853.25
39,Minority Interest,33.6,31.13,28.71,26.59,23.05,20.11,17.5,-,-,-,-,-,-,-,-
40,Shareholders' Equity,2252,2336,2307,2318,2393,2322,2247,2068,2141,2098,948.3,948.3,-,-,853.25
41,Total Liabilities & Equity,4706,4819,4740,4815,4856,4418,4130,3677,3819,3759,-,2326,-,-,-
42,Total Debt,1897,1958,1896,1859,1967,1598,1468,1273,1239,1234,1094,1094,-,-,38.62
43,Net Cash (Debt),-1261,-1310,-1148,-1022,-909.78,-571.16,-535.06,-346.72,-90.98,42.77,-923.42,-923.42,-,-,246.48
44,Net Cash Per Share,-9.45,-9.05,-7.46,-6.82,-6.07,-3.80,-3.59,-2.51,-0.59,0.39,-8.16,-8.47,-,-,2.19
45,Filing Date Shares Outstanding,148.86,148.86,148.86,148.86,149.62,149.62,149.62,149.62,149.62,149.62,113.17,112.21,112.8,112.65,112.65
46,Total Common Shares Outstanding,148.86,148.86,148.86,149.31,149.62,149.62,149.62,149.62,149.62,149.62,113.17,112.21,112.8,112.65,112.65
47,Working Capital,268.82,300.5,400.83,171.67,558.12,533.78,724.48,605.37,857.46,924.99,-,-70.13,-,-,-
48,Book Value Per Share,14.90,15.48,15.31,15.35,15.84,15.39,14.90,13.82,14.31,14.02,8.45,8.45,-,-,7.60
49,Tangible Book Value,1778,1864,1837,1849,1908,1840,1798,2030,2100,2057,906.83,906.83,-,-,800.97
50,Tangible Book Value Per Share,11.95,12.52,12.34,12.38,12.75,12.30,12.02,13.57,14.04,13.75,8.08,8.08,-,-,7.14
51,Buildings,-,603.98,-,470.26,-,288.96,-,43.63,-,43.63,-,43.63,-,-,-
52,Machinery,-,935.06,-,802.98,-,749.85,-,656.09,-,616.01,-,556.36,-,-,-
53,Construction In Progress,-,79.15,-,276.36,-,98.03,-,62.51,-,47.06,-,145.21,-,-,-
