,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 11, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,72,72,84,102,159,401,711,711,711,711,711,Upgrade
1,Market Cap Growth,-29.51%,-29.51%,-47.37%,-74.58%,-77.65%,-43.53%,0%,0%,0%,0%,0%,Upgrade
2,Enterprise Value,-15,-32,-28,-51,9,264,644,647,612,624,621,Upgrade
3,Last Close Price,0.04,0.04,0.05,0.06,0.10,0.24,0.42,0.42,0.42,0.42,0.42,Upgrade
4,PE Ratio,-,-,-,-,-,-,-,-22.09,-,-,-,Upgrade
5,PS Ratio,2.01,-11.66,10.28,1.66,1.77,2.23,2.12,2.55,5.33,5.36,5.99,Upgrade
6,PB Ratio,0.15,0.15,0.17,0.21,0.30,0.66,1.12,1.13,1.17,1.20,1.09,Upgrade
7,P/TBV Ratio,0.15,0.15,0.17,0.21,0.30,0.67,1.14,1.14,1.19,1.22,1.10,Upgrade
8,P/FCF Ratio,-,-,-,-,-,53.40,-,-,-,52.56,-12.31,Upgrade
9,P/OCF Ratio,-,-,-,-,-,52.98,-,-,-,48.35,-12.57,Upgrade
10,EV/Sales Ratio,-,-,-,-,0.09,1.46,1.92,2.33,4.59,4.71,5.24,Upgrade
11,EV/EBITDA Ratio,-,-,-,-,-,-,-,-24.25,-,-,-,Upgrade
12,EV/EBIT Ratio,-,-,-,-,-,-,-,-20.94,-,-,-,Upgrade
13,EV/FCF Ratio,1.22,-,-,-,-,35.12,-,-,-,46.16,-10.77,Upgrade
14,Debt / Equity Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,Upgrade
15,Debt / FCF Ratio,-,-,-,-,-,0.21,-,-,-,0.18,-0.04,Upgrade
16,Return on Capital Employed (ROCE),-,-,-,-,-,-,-,-4.83%,-,-,-,Upgrade
17,Earnings Yield,-17.95%,-17.95%,-26.52%,-68.57%,-49.08%,-6.31%,-0.40%,-4.53%,-9.81%,-10.24%,-6.21%,Upgrade
18,FCF Yield,-17.36%,-17.36%,-54.37%,-58.40%,-5.68%,1.87%,-8.23%,-13.22%,-4.48%,1.90%,-8.12%,Upgrade
19,Buyback Yield / Dilution,0.00%,-,0.00%,-,-,-,-,-,-,-,-,Upgrade
20,Total Shareholder Return,0.00%,-,0.00%,-,-,-,-,-,-,-,-,Upgrade
