,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,1147,906.42,835.14,976.03,1074,801.74,1256,1116,989.86,686.45
1,Short-Term Investments,-,129.57,-,130.93,-,104.84,-,90.92,-,81.34
2,Trading Asset Securities,-,-,-,-,-,-,-,-,14.22,17.35
3,Cash & Short-Term Investments,1147,1036,835.14,1107,1074,906.58,1256,1207,1004,785.15
4,Cash Growth,37.38%,-6.41%,-22.22%,22.10%,-14.48%,-24.89%,25.05%,53.73%,102.80%,22.55%
5,Accounts Receivable,2470,2525,2295,2292,1904,2042,1680,1794,2140,1863
6,Other Receivables,157.59,51.77,164.88,25.99,197.6,16.49,124.97,51.09,143.25,76.76
7,Receivables,2627,2577,2460,2318,2102,2058,1805,1846,2283,1940
8,Inventory,82.74,88.81,90,69.47,85.45,85.41,96.65,79.78,72.95,60.81
9,Other Current Assets,25.1,19.89,25.76,25.82,23.57,18.19,15.26,15.69,13.17,215.14
10,Total Current Assets,3882,3721,3411,3520,3284,3068,3172,3148,3374,3001
11,"Property, Plant & Equipment",962.58,899.76,792.05,235.62,220.64,234.51,236.92,201.89,207.22,181.05
12,Long-Term Investments,457.89,484.06,500.67,440.65,503.38,544.71,526.79,509.48,217.14,228.75
13,Goodwill,-,-,-,-,-,-,-,-,130.63,-
14,Other Intangible Assets,1.65,1.97,-,-,-,-,-,-,117.75,6.02
15,Long-Term Deferred Tax Assets,16.79,17.31,11,13.15,13.24,10.46,8.25,5.79,1.41,0.84
16,Other Long-Term Assets,24.01,14.87,17.46,602.99,594.34,591.04,5.3,4.53,8.77,5.81
17,Total Assets,5345,5139,4732,4812,4616,4449,3950,3870,4057,3423
18,Accounts Payable,457.05,589.9,333.3,551.02,311.08,397.28,272.91,275.35,309.65,315.45
19,Accrued Expenses,143.03,129.71,179.62,151.2,233.55,225.4,184.58,198.82,201.85,187.09
20,Short-Term Debt,10.77,9.17,0.29,5.11,0.41,11.11,8.37,2.3,0.18,0.43
21,Current Portion of Long-Term Debt,171.64,71.28,14.63,14.63,14.63,14.63,-,-,1.07,-
22,Current Portion of Leases,20.85,37.76,35.93,31.72,24.07,31.16,32.51,28.6,21.83,12.85
23,Current Income Taxes Payable,25.9,14.06,45.93,15.91,35.35,17.48,38.52,12.07,31.37,36.54
24,Current Unearned Revenue,79.46,78.64,102.4,123.98,114.33,77.17,102.88,106.18,223.11,23.27
25,Other Current Liabilities,1871,1800,1510,1520,1458,1198,1188,1168,1096,1044
26,Total Current Liabilities,2780,2730,2222,2413,2191,1972,1828,1792,1885,1620
27,Long-Term Debt,347.87,248.77,255.94,263.25,270.56,277.88,-,-,77.37,-
28,Long-Term Leases,14.96,8.48,14.54,52.76,44,46.25,59.11,42.31,46.93,21.28
29,Long-Term Unearned Revenue,1.49,1.63,1.76,1.89,2.03,2.16,2.3,2.43,2.57,2.7
30,Long-Term Deferred Tax Liabilities,13.1,14.42,13.59,17.94,18.65,21.09,18.28,14.76,40.29,17.71
31,Other Long-Term Liabilities,-,-,-,-,-,-,48.73,44.8,110.93,-
32,Total Liabilities,3165,3010,2508,2749,2526,2319,1957,1896,2163,1661
33,Common Stock,14,14,14,14,14,14,14,14,14,14
34,Additional Paid-In Capital,358.7,358.7,358.7,358.7,358.7,358.7,358.7,358.7,358.7,358.7
35,Retained Earnings,1810,1741,1846,1654,1660,1703,1560,1546,1405,1369
36,Treasury Stock,-21.02,-20.57,-8.36,-8.36,-8.36,-26.21,-,-,-,-
37,Comprehensive Income & Other,16.54,33.24,14.1,44.58,65.26,79.72,60.32,55.35,11.66,20.41
38,Total Common Equity,2178,2126,2224,2063,2089,2130,1993,1974,1789,1762
39,Minority Interest,2.63,2.79,-,-,-,-,-,-,104.11,-
40,Shareholders' Equity,2180,2129,2224,2063,2089,2130,1993,1974,1893,1762
41,Total Liabilities & Equity,5345,5139,4732,4812,4616,4449,3950,3870,4057,3423
42,Total Debt,566.08,375.45,321.32,367.46,353.66,381.02,99.99,73.2,147.37,34.56
43,Net Cash (Debt),581.27,660.54,513.82,739.49,720.04,525.56,1156,1134,856.71,750.58
44,Net Cash Growth,13.13%,-10.68%,-28.64%,40.71%,-37.69%,-53.65%,34.88%,51.06%,139.55%,24.76%
45,Net Cash Per Share,0.42,0.47,0.37,0.53,0.52,0.38,0.83,0.81,0.61,0.54
46,Filing Date Shares Outstanding,1386,1387,1395,1395,1383,1386,1400,1400,1400,1400
47,Total Common Shares Outstanding,1386,1387,1395,1395,1383,1386,1400,1400,1400,1400
48,Working Capital,1103,991.27,1189,1106,1093,1096,1344,1356,1488,1381
49,Book Value Per Share,1.57,1.53,1.59,1.48,1.51,1.54,1.42,1.41,1.28,1.26
50,Tangible Book Value,2176,2124,2224,2063,2089,2130,1993,1974,1541,1756
51,Tangible Book Value Per Share,1.57,1.53,1.59,1.48,1.51,1.54,1.42,1.41,1.10,1.25
52,Buildings,-,98.91,-,102.82,-,108.72,-,102,-,105.64
53,Machinery,-,187.33,-,178.53,-,148.61,-,137.35,-,127.91
54,Construction In Progress,-,718.23,-,5.94,-,23.67,-,0.04,-,-
55,Leasehold Improvements,-,25.06,-,24.49,-,24.7,-,16.33,-,13.66
56,Order Backlog,11704,-,12276,-,12919,-,-,-,-,-
