,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Revenue,3265,3292,2841,3453,3022,3017,2334,2684,2441,2403
1,Revenue Growth (YoY),14.94%,-4.66%,-5.98%,14.45%,29.49%,12.41%,-4.40%,11.72%,17.40%,-14.86%
2,Cost of Revenue,2788,2912,2387,2899,2564,2462,2011,2182,2034,1981
3,Gross Profit,477.7,379.49,453.8,553.97,457.58,555.33,323.04,501.78,407.35,421.86
4,"Selling, General & Admin",361.44,365.63,319.95,315.25,363.98,352.72,267.33,272.35,305.21,274.45
5,Operating Expenses,359.79,372.67,329.7,322.15,366.32,335.18,270.16,298.6,299.96,266.69
6,Operating Income,117.91,6.82,124.1,231.82,91.25,220.15,52.88,203.18,107.4,155.18
7,Interest Expense,-7.06,-11,-3.96,-7.48,-3.97,-2.25,-2.4,-1.65,-1.75,-0.95
8,Interest & Investment Income,5.36,8.01,7.23,6.8,2.96,3.35,1.7,2.15,4.05,5.02
9,Earnings From Equity Investments,0.05,3.15,-7.8,2.9,15.18,13.06,61.14,22.54,4.84,9.27
10,Currency Exchange Gain (Loss),-3.46,2.17,-2.18,-3.88,-5.2,2.24,0.06,0.61,0.76,-2.89
11,Other Non Operating Income (Expenses),5.72,8.36,6.71,10.59,9.67,9.1,4.02,6.62,5.04,4.43
12,EBT Excluding Unusual Items,118.52,17.51,124.11,240.76,109.89,245.65,117.4,233.45,120.34,170.06
13,Merger & Restructuring Charges,-,-,-,-,-,-,-,-1.26,-3.59,-5.55
14,Gain (Loss) on Sale of Investments,-12.65,-26.26,143.85,-54.41,11.15,-,63.25,0.39,10.85,-2.06
15,Gain (Loss) on Sale of Assets,-0.19,-0.34,-0.49,0,-0.03,-0.06,0.07,0.71,0.31,-0.01
16,Asset Writedown,-0.22,-0.24,-,-0.21,-,0.4,-,-5.79,-0.04,-
17,Legal Settlements,-,-,-,-90,-60,-,-,-,-,-
18,Other Unusual Items,-,4.49,-,-0.68,19.99,-4.29,-43.56,-7.85,-4.96,-
19,Pretax Income,105.47,-4.84,267.46,95.47,80.99,241.7,137.16,219.64,122.91,162.45
20,Income Tax Expense,23.19,-18.73,29.94,40.09,21.82,39.93,24.64,20.54,18.13,25.24
21,Earnings From Continuing Operations,82.28,13.89,237.52,55.38,59.18,201.77,112.53,199.11,104.78,137.21
22,Minority Interest in Earnings,0.13,0.09,-,-,-,-,-,-4.63,2.1,-
23,Net Income,82.41,13.98,237.52,55.38,59.18,201.77,112.53,194.47,106.88,137.21
24,Net Income to Common,82.41,13.98,237.52,55.38,59.18,201.77,112.53,194.47,106.88,137.21
25,Net Income Growth,-65.30%,-74.76%,301.39%,-72.55%,-47.41%,3.75%,5.28%,41.74%,-0.85%,39.12%
26,Shares Outstanding (Basic),1387,1389,1395,1396,1383,1395,1400,1400,1400,1382
27,Shares Outstanding (Diluted),1399,1395,1395,1396,1383,1395,1400,1400,1400,1382
28,Shares Change (YoY),0.27%,-0.01%,0.90%,0.08%,-1.21%,-0.39%,-,1.31%,33.33%,31.61%
29,EPS (Basic),0.06,0.01,0.17,0.04,0.04,0.14,0.08,0.14,0.08,0.10
30,EPS (Diluted),0.06,0.01,0.17,0.04,0.04,0.14,0.08,0.14,0.08,0.10
31,EPS Growth,-65.04%,-74.80%,325.00%,-72.53%,-49.96%,4.01%,4.71%,41.77%,-25.64%,4.31%
32,Free Cash Flow,87.43,156.49,-99.46,24.66,389.7,46.52,128.32,221.2,170.42,45.31
33,Free Cash Flow Per Share,0.06,0.11,-0.07,0.02,0.28,0.03,0.09,0.16,0.12,0.03
34,Dividend Per Share,0.024,0.010,0.085,-,0.043,0.072,0.040,0.070,0.038,0.051
35,Dividend Growth,-72.07%,-,99.53%,-,6.22%,3.57%,5.24%,38.07%,-0.78%,-
36,Operating Margin,3.61%,0.21%,4.37%,6.71%,3.02%,7.30%,2.27%,7.57%,4.40%,6.46%
37,Profit Margin,2.52%,0.42%,8.36%,1.60%,1.96%,6.69%,4.82%,7.25%,4.38%,5.71%
38,Free Cash Flow Margin,2.68%,4.75%,-3.50%,0.71%,12.90%,1.54%,5.50%,8.24%,6.98%,1.89%
39,EBITDA,128.67,22.38,136.14,242.65,103.26,236.01,67.6,222.78,135.57,166.52
40,D&A For EBITDA,10.76,15.56,12.04,10.82,12,15.86,14.71,19.6,28.17,11.35
41,EBIT,117.91,6.82,124.1,231.82,91.25,220.15,52.88,203.18,107.4,155.18
