,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,162,232,480,356,496,1039,1319,1191,1599,1679,1759,Upgrade
1,Market Cap Growth,-34.83%,-34.83%,-3.23%,-65.77%,-62.42%,-12.75%,-17.50%,-29.05%,-9.09%,-9.09%,-12.00%,Upgrade
2,Enterprise Value,2162,1044,1039,2114,3122,2191,3348,4317,1906,1229,1338,Upgrade
3,Last Close Price,0.20,0.29,0.60,0.45,0.62,1.30,1.65,1.49,2.00,2.10,2.19,Upgrade
4,PE Ratio,1.62,2.31,-15.94,-,-,-,-,-,-,-,20.99,Upgrade
5,PS Ratio,0.02,0.03,0.07,0.11,0.18,0.87,1.08,1.48,5.59,32.46,33.17,Upgrade
6,PB Ratio,0.16,0.29,0.59,0.47,0.56,0.70,0.81,0.70,0.90,1.02,1.01,Upgrade
7,P/FCF Ratio,-,-,-,0.24,0.30,1.13,0.94,-6.87,-,24.94,39.92,Upgrade
8,P/OCF Ratio,-,-,-,0.24,0.30,1.13,0.94,-6.87,-,24.94,39.92,Upgrade
9,EV/Sales Ratio,0.24,0.12,0.14,0.63,1.15,1.84,2.73,5.36,6.66,23.77,25.22,Upgrade
10,EV/EBITDA Ratio,2.95,1.43,2.11,27.32,69.79,55.83,-163.77,-,-,37.17,33.45,Upgrade
11,EV/EBIT Ratio,3.01,1.45,2.15,31.90,100.97,108.14,-66.22,-,-,37.81,33.64,Upgrade
12,EV/FCF Ratio,-,-,-,1.45,1.91,2.38,2.38,-24.90,-,18.26,30.36,Upgrade
13,Debt / Equity Ratio,3.72,3.72,2.48,2.65,3.48,2.28,1.75,1.49,2.15,1.41,0.00,Upgrade
14,Debt / FCF Ratio,-,-,-,1.36,1.87,3.69,2.04,-14.55,-,34.48,0.05,Upgrade
15,Earnings Yield,61.77%,43.24%,-6.27%,-145.92%,-96.01%,-10.87%,-9.17%,-14.52%,-8.40%,0.37%,4.76%,Upgrade
16,FCF Yield,-504.67%,-504.67%,131.33%,410.27%,330.40%,88.59%,106.71%,-14.55%,-93.65%,4.01%,2.51%,Upgrade
