,Fiscal Quarter,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,Q1 2019,Q4 2018,Q3 2018,Q2 2018,Q1 2018,+8 Quarters
,Period Ending,"Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019","Mar '19 Mar 31, 2019","Dec '18 Dec 31, 2018","Sep '18 Sep 30, 2018","Jun '18 Jun 30, 2018","Mar '18 Mar 31, 2018",+8 Quarters
0,Revenue,108392,156042,134934,149069,147345,102389,82357,101847,128049,135697,158855,139769,138017,128342,134229,134768,130730,133729,128506,130979,Upgrade
1,Revenue Growth (YoY),-26.44%,52.40%,63.84%,46.37%,15.07%,-24.55%,-48.16%,-27.13%,-7.22%,5.73%,18.35%,3.71%,5.57%,-4.03%,4.45%,2.89%,16.39%,-11.68%,7.20%,-5.09%,Upgrade
2,Cost of Revenue,89631,131145,114863,125733,126408,82580,65370,77623,97432,97892,117810,103408,111627,104399,108227,112306,112926,114919,108480,108543,Upgrade
3,Gross Profit,18761,24897,20071,23336,20937,19810,16988,24224,30616,37805,41046,36360,26390,23943,26002,22463,17804,18810,20026,22436,Upgrade
4,"Selling, General & Admin",8228,12525,10336,12696,10436,9282,6617,9486,10071,12031,12273,12126,11961,12229,11945,10031,10735,9714,10320,11140,Upgrade
5,Operating Expenses,8228,12525,10336,12696,10436,9282,6617,9486,10071,12031,12273,12126,11961,12229,11945,10031,10735,9714,10320,11140,Upgrade
6,Operating Income,10533,12372,9735,10640,10501,10528,10371,14738,20546,25774,28773,24234,14429,11714,14057,12432,7069,9097,9706,11296,Upgrade
7,Interest Expense,-,-,-,-,-,-,-,-,-30.92,-,-,-,-,-,-283.24,-313.21,-,-,-292.97,-522.07,Upgrade
8,Interest & Investment Income,1046,3843,1839,2273,494.27,3206,649.1,1795,506.67,2432,943.38,1366,297.98,1673,1030,233.5,1282,744.95,1333,205.72,Upgrade
9,Other Non Operating Income (Expenses),0.07,-532.51,-30.23,-156.92,8.25,-182.35,0,0.25,-,-242.53,-221.85,-384.91,-310.79,-420.63,-98.18,-33.8,-348.97,-497.42,-66.77,-48.39,Upgrade
10,Pretax Income,11579,15682,11543,12756,11003,13551,11020,16533,21021,27964,29494,25215,14416,12966,14706,12319,8002,9344,10679,10932,Upgrade
11,Income Tax Expense,2316,3261,2309,2583,2201,2811,2204,3307,4204,5661,5899,5061,2883,2657,2941,2464,1664,1869,2184,2186,Upgrade
12,Net Income,9263,12421,9234,10174,8803,10740,8816,13227,16817,22303,23596,20154,11533,10309,11765,9855,6338,7475,8495,8745,Upgrade
13,Net Income to Common,9263,12421,9234,10174,8803,10740,8816,13227,16817,22303,23596,20154,11533,10309,11765,9855,6338,7475,8495,8745,Upgrade
14,Net Income Growth,5.23%,15.65%,4.75%,-23.08%,-47.66%,-51.84%,-62.64%,-34.37%,45.82%,116.34%,100.56%,104.51%,81.96%,37.91%,38.49%,12.69%,-2.47%,-40.18%,-30.24%,-48.11%,Upgrade
15,Shares Outstanding (Basic),23,23,23,23,23,23,23,23,15,15,15,15,15,15,15,15,15,15,15,15,Upgrade
16,Shares Outstanding (Diluted),23,23,23,23,23,23,23,23,15,15,15,15,15,15,15,15,15,15,15,15,Upgrade
