,Fiscal Quarter,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,Q1 2019,Q4 2018,Q3 2018,Q2 2018,Q1 2018,+8 Quarters
,Period Ending,"Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019","Mar '19 Mar 31, 2019","Dec '18 Dec 31, 2018","Sep '18 Sep 30, 2018","Jun '18 Jun 30, 2018","Mar '18 Mar 31, 2018",+8 Quarters
0,Cash & Equivalents,12734,10745,4792,14441,18378,10563,5045,8396,24962,15890,-,-,7549,9388,23337,-,24335,-,29551,38791,Upgrade
1,Short-Term Investments,129000,140000,120000,130000,140000,130000,120000,83000,81000,100000,-,-,59000,43000,36000,-,30000,-,23000,20000,Upgrade
2,Cash & Short-Term Investments,141734,150745,124792,144441,158378,140563,125045,91396,105962,115890,-,-,66549,52388,59337,54335,54335,52551,52551,58791,Upgrade
3,Cash Growth,-10.51%,7.24%,-0.20%,58.04%,49.47%,21.29%,-,-,59.22%,121.21%,-,-,22.48%,-0.31%,12.91%,-7.58%,-29.90%,-27.65%,-31.39%,-,Upgrade
4,Accounts Receivable,56118,80586,72899,80939,84111,57147,51474,46338,69502,49244,-,-,75961,77135,54195,-,49457,-,57318,57243,Upgrade
5,Other Receivables,1079,2381,180.75,143.05,374.67,1375,946.2,108,441.94,759.21,-,-,108,587.98,199.74,-,714.33,-,69.52,393.55,Upgrade
6,Receivables,57197,82967,73079,81082,84485,58521,52420,46446,69944,50003,-,-,76069,77723,54394,-,50172,-,57388,57637,Upgrade
7,Inventory,84338,74332,86230,102079,68071,71588,77691,100239,85143,87292,-,-,73419,73843,82870,-,79798,-,84635,67139,Upgrade
8,Prepaid Expenses,912.77,536.96,1106,487.11,571.66,37.55,488.43,867.43,1132,1855,-,-,3001,2391,3600,-,458.96,-,1968,2834,Upgrade
9,Other Current Assets,-,-,-,1509,-,-,-,-,-,-,-,-,-,-,24.66,-,-,-,-,-,Upgrade
10,Total Current Assets,284183,308581,285208,329598,311506,270710,255644,238949,262180,255040,-,-,219038,206345,200227,-,184764,-,196542,186400,Upgrade
11,"Property, Plant & Equipment",30663,33947,33995,36808,39701,42762,45857,49584,53337,56774,-,-,65472,68338,71495,-,82777,-,88558,91575,Upgrade
12,Other Intangible Assets,16852,16974,17095,17216,17337,17459,17580,17701,17822,17944,-,-,18307,18429,18550,-,18913,-,19156,19277,Upgrade
13,Other Long-Term Assets,-,-,-,-,-,-,321.49,642.98,964.46,-,-,-,-,-,-,-,-,-,-,-,Upgrade
14,Total Assets,331699,359501,336297,383622,368544,330930,319402,306877,334303,329758,-,-,302817,293111,290272,-,286454,-,304255,297252,Upgrade
15,Accounts Payable,47163,60650,36694,90911,71159,36611,28265,22325,49252,35604,-,-,38966,34585,31781,-,37361,-,48300,44011,Upgrade
16,Accrued Expenses,10771,15466,11598,8746,6536,5649,3669,5755,5162,9797,-,-,5364,7216,6572,-,7663,-,6820,5243,Upgrade
17,Short-Term Debt,-,-,1500,-,-,-,-,-,750,7920,-,-,11950,12850,12440,-,13560,-,16310,18450,Upgrade
18,Current Income Taxes Payable,3249,7466,9154,4575,3500,10070,8856,8731,7037,7006,-,-,3997,6550,9252,-,7903,-,4747,2696,Upgrade
19,Other Current Liabilities,740.42,1106,1027,779.03,481.44,534.05,2038,2324,2228,1013,-,-,1053,960.75,1226,-,752.35,-,1187,571.92,Upgrade
20,Total Current Liabilities,61923,84688,59973,105012,81676,52865,42828,39135,64429,61340,-,-,61330,62163,61272,-,67239,-,77364,70972,Upgrade
21,Total Liabilities,61923,84688,59973,105012,81676,52865,42828,39135,64429,61340,-,-,61330,62163,61272,-,67239,-,77364,70972,Upgrade
22,Common Stock,230399,230399,230399,230399,230399,230399,230399,230399,153599,153599,-,-,153599,153599,153599,-,153599,-,153599,153599,Upgrade
23,Retained Earnings,39377,44414,45926,48211,56470,47667,46175,37344,116276,114819,-,-,87888,77349,75401,-,65617,-,73292,72681,Upgrade
24,Shareholders' Equity,269775,274813,276324,278610,286868,278066,276574,267742,269875,268418,-,-,241487,230948,229000,219216,219216,226891,226891,226280,Upgrade
25,Total Liabilities & Equity,331699,359501,336297,383622,368544,330930,319402,306877,334303,329758,-,-,302817,293111,290272,-,286454,-,304255,297252,Upgrade
26,Total Debt,-,-,1500,-,-,-,-,-,750,7920,-,-,11950,12850,12440,13560,13560,16310,16310,18450,Upgrade
27,Net Cash (Debt),141734,150745,123292,144441,158378,140563,125045,91396,105212,107970,-,-,54599,39538,46897,40775,40775,36241,36241,40341,Upgrade
28,Net Cash Growth,-10.51%,7.24%,-1.40%,58.04%,50.53%,30.19%,-,-,92.70%,173.08%,-,-,33.90%,9.10%,29.41%,1.08%,-13.34%,-31.12%,-35.01%,-,Upgrade
29,Net Cash Per Share,6150.88,6541.44,5353.90,6275.37,6872.97,6098.71,5432.61,3966.83,6850.59,7029.28,-,-,3555.49,2573.51,3053.47,2656.29,2656.96,2360.98,2359.10,2624.71,Upgrade
30,Filing Date Shares Outstanding,23.04,23.04,23.03,23.02,23.04,23.05,23.02,23.04,15.36,15.36,15.36,15.36,15.36,15.36,15.36,15.35,15.35,15.35,15.36,15.37,Upgrade
31,Total Common Shares Outstanding,23.04,23.04,23.03,23.02,23.04,23.05,23.02,23.04,15.36,15.36,15.36,15.36,15.36,15.36,15.36,15.35,15.35,15.35,15.36,15.37,Upgrade
32,Working Capital,222259,223893,225235,224586,229830,217845,212816,199814,197751,193700,-,-,157708,144182,138955,-,117525,-,119177,115427,Upgrade
33,Book Value Per Share,11707.51,11925.24,11999.27,12104.49,12448.94,12064.62,12015.81,11620.69,17572.22,17475.07,-,-,15725.61,15032.12,14910.13,14284.50,14284.50,14769.54,14769.54,14722.64,Upgrade
34,Tangible Book Value,252923,257839,259229,261394,269531,260607,258994,250041,252053,250474,-,-,223180,212520,210451,200302,200302,207735,207735,207003,Upgrade
35,Tangible Book Value Per Share,10976.16,11188.69,11256.93,11356.52,11696.56,11307.13,11252.05,10852.42,16411.76,16306.87,-,-,14533.44,13832.64,13702.36,13052.06,13052.06,13522.58,13522.58,13468.39,Upgrade
36,Construction In Progress,137.5,137.5,-,-,-,-,152.63,152.63,183.15,61.05,-,-,20,414.67,-,-,-,-,177,906,Upgrade
