,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+15 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+15 Quarters
0,Market Capitalization,16957,13576,11452,10852,12745,15655,18023,18782,18396,11959,14807,15783,33595,21741,20356,7694,7845,9217,9215,7564,7271,Upgrade
1,Market Cap Growth,-13.28%,-13.28%,-36.46%,-42.22%,-30.72%,30.90%,21.72%,19.00%,-45.24%,-44.99%,-27.26%,105.13%,328.24%,135.88%,120.89%,1.72%,7.89%,37.82%,63.52%,40.36%,79.17%,Upgrade
2,Enterprise Value,17717,13926,11269,10767,12660,15830,17667,19041,18655,11857,15841,15952,33763,22043,20557,8192,8343,9468,9332,7784,7490,Upgrade
3,Last Close Price,78.50,62.64,52.84,49.98,58.67,72.06,82.66,86.14,84.35,65.52,81.09,85.94,182.93,119.72,111.66,42.24,43.07,50.60,50.47,41.43,39.92,Upgrade
4,PE Ratio,194.02,154.48,-,117.68,132.66,-,81.61,85.45,121.12,52.06,45.58,-,114.63,86.70,-,71.92,110.72,133.79,131.44,-,106.73,Upgrade
5,Forward PE,186.90,33.89,33.89,33.89,33.89,33.89,33.89,33.89,33.89,33.89,43.26,50.45,118.53,86.10,99.37,-,-,-,-,-,-,Upgrade
6,PS Ratio,7.60,6.05,4.51,3.81,3.01,4.03,4.02,3.90,5.10,3.56,4.88,6.52,14.47,9.75,13.66,7.04,10.73,14.80,15.07,13.52,13.39,Upgrade
7,PB Ratio,4.16,3.35,2.84,2.63,3.11,3.88,4.46,4.64,4.60,7.35,9.84,10.52,22.48,15.81,16.58,6.22,6.36,8.17,8.26,6.85,6.50,Upgrade
8,P/TBV Ratio,4.29,4.29,3.71,3.47,4.07,4.43,5.14,5.40,5.39,11.02,15.85,17.59,35.79,26.78,29.46,10.31,10.75,12.62,12.92,11.00,10.52,Upgrade
9,P/FCF Ratio,-,-,-,-,37.97,-86.36,-,-,61.76,-,31.86,-,-,49.82,-,-,-96.49,-,-,-,48.13,Upgrade
10,P/OCF Ratio,17.80,17.80,-,-,14.32,244.05,-,-,33.71,-,18.83,-,-,24.87,56.13,37.23,59.42,-,-,-,31.94,Upgrade
11,EV/Sales Ratio,7.90,6.21,4.43,3.78,2.99,4.08,3.95,3.95,5.17,3.53,5.22,6.59,14.54,9.88,13.80,7.49,11.41,15.20,15.26,13.91,13.80,Upgrade
12,EV/EBITDA Ratio,-,174.95,-,85.78,68.46,87.93,56.70,54.56,69.06,33.36,34.43,-,89.65,69.38,-,46.72,60.83,84.21,87.89,-,84.67,Upgrade
13,EV/EBIT Ratio,-,-6539.72,-,1110.75,376.62,-,125.46,104.71,156.74,53.82,46.60,-,115.73,88.99,-,68.96,98.93,149.45,159.89,-,161.91,Upgrade
14,EV/FCF Ratio,-73.04,-,-,-,37.72,-87.33,-,-,62.63,-,34.09,-,-,50.51,-,-,-102.61,-,-,-,49.58,Upgrade
15,Debt / Equity Ratio,0.54,0.54,0.48,0.39,0.22,0.28,0.35,0.30,0.16,0.50,0.27,0.84,0.53,0.51,0.52,0.53,0.58,0.67,0.62,0.49,0.49,Upgrade
16,Debt / EBITDA Ratio,-,24.97,537.49,38.63,3.54,1758.16,5.23,4.35,2.66,1.55,0.98,-,1.42,0.74,-,8.59,2.40,3.71,5.58,-,2.78,Upgrade
17,Debt / FCF Ratio,-,-,-,-,2.70,-6.32,-,-,2.08,-,0.88,-,-,1.59,-,-,-8.75,-,-,-,3.64,Upgrade
18,Asset Turnover,0.18,0.26,0.18,0.57,0.35,0.42,0.84,0.37,0.88,1.03,0.54,0.53,1.19,0.73,0.56,0.51,0.29,0.27,0.11,0.54,Upgrade,
19,Inventory Turnover,1.30,0.75,1.37,0.92,2.72,1.49,1.76,3.03,1.02,2.21,2.39,1.38,1.55,3.27,4.26,6.00,2.16,1.38,2.04,0.66,2.91,Upgrade
20,Quick Ratio,0.60,0.60,0.82,0.77,0.79,0.60,0.56,0.54,0.38,0.17,0.26,0.23,0.40,0.47,0.44,0.48,0.56,0.48,0.70,1.39,1.54,Upgrade
21,Current Ratio,1.09,1.09,1.23,1.26,1.33,1.35,1.41,1.41,1.30,1.07,1.05,1.11,1.17,1.08,1.04,1.23,1.21,1.35,1.47,1.95,1.94,Upgrade
22,Return on Equity (ROE),4.13%,-1.56%,3.95%,0.72%,-1.22%,4.49%,4.48%,4.98%,24.86%,11.46%,-6.03%,30.63%,58.94%,-3.15%,0.11%,21.80%,9.60%,4.56%,-12.33%,23.43%,Upgrade,
23,Return on Assets (ROA),0.37%,-1.80%,0.00%,1.44%,-1.53%,0.43%,0.73%,0.06%,4.49%,3.02%,-2.59%,7.70%,17.80%,-3.12%,0.34%,5.32%,4.00%,1.89%,-4.12%,5.18%,Upgrade,
24,Return on Capital (ROIC),0.46%,-2.37%,0.00%,2.07%,-2.16%,0.62%,1.21%,0.13%,11.68%,5.80%,-3.84%,11.83%,28.13%,-4.89%,0.51%,7.71%,5.39%,2.30%,-4.61%,5.85%,Upgrade,
25,Return on Capital Employed (ROCE),-,-0.05%,-,0.21%,0.74%,-,3.18%,4.09%,2.82%,11.84%,19.21%,-,15.74%,15.03%,-,7.58%,5.54%,4.58%,4.20%,-,3.37%,Upgrade
