,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Market Capitalization,5744,6140,2762,5816,6335,6953,6855,7408,7797,7180,8577,10169,10559,9617,9259,9649,10072,10851,9454,10007,10364,Upgrade
1,Market Cap Growth,-11.68%,-11.68%,-59.72%,-21.49%,-18.75%,-3.17%,-20.08%,-27.16%,-26.15%,-25.34%,-7.37%,5.39%,4.84%,-11.38%,-2.06%,-3.57%,-2.82%,12.46%,-10.46%,-20.41%,-3.63%,Upgrade
2,Enterprise Value,35814,35466,32380,34997,35516,36043,36338,38239,38629,36589,37375,39333,39723,36901,34403,37695,38117,39225,37745,37185,37542,Upgrade
3,Last Close Price,1.77,1.89,0.85,1.79,1.95,2.14,2.11,2.28,2.40,2.21,2.64,3.13,3.25,2.96,2.83,2.95,3.08,3.32,2.89,3.06,3.17,Upgrade
4,PE Ratio,-,-,-,-,-,-,-,-,-,-,-,-,-,640.06,262.40,-,-,87.36,68.60,-,-,Upgrade
5,Forward PE,-,71.29,71.29,71.29,71.29,71.29,71.29,71.29,71.29,71.29,71.29,71.29,71.29,71.29,71.29,71.29,71.29,71.29,71.29,71.29,71.29,Upgrade
6,PS Ratio,0.86,0.93,0.37,0.67,0.68,0.68,0.65,0.63,0.60,0.50,0.50,0.52,0.54,0.43,0.44,0.47,0.52,0.58,0.51,0.62,0.61,Upgrade
7,PB Ratio,1.28,1.14,0.47,0.92,0.91,0.68,0.64,0.65,0.66,0.48,0.55,0.65,0.65,0.53,0.51,0.54,0.56,0.59,0.51,0.55,0.56,Upgrade
8,P/TBV Ratio,3.81,3.81,1.41,2.51,2.27,1.45,1.31,1.30,1.29,0.85,0.97,1.14,1.13,0.88,0.85,0.91,0.93,1.03,0.91,1.02,1.03,Upgrade
9,P/FCF Ratio,4.60,-,2.09,-,2.58,-,-,-27.50,-9.18,-,-,-27.94,-10.94,-,-,3.26,3.80,-12.00,-,16.13,-,Upgrade
10,P/OCF Ratio,4.75,-,1.98,-,2.49,-,-,-42.54,-10.51,-,-,-47.30,-12.87,-,-,2.71,3.08,-22.44,-,11.30,-,Upgrade
11,PEG Ratio,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,Upgrade
12,EV/Sales Ratio,5.45,5.39,4.33,4.05,3.84,3.54,3.44,3.23,2.98,2.55,2.20,2.02,2.02,1.65,1.64,1.84,1.95,2.10,2.02,2.30,2.21,Upgrade
13,EV/EBITDA Ratio,-,-23.64,-18.85,-,-,-,-,-19.66,-,-131.19,122.78,43.80,-,22.45,21.94,40.84,-,22.25,20.54,14.33,13.98,Upgrade
14,EV/EBIT Ratio,-,-,-,-,-,-,-,-,-,-,-57.89,-,-,47.32,49.33,-,-,45.73,40.75,22.23,21.36,Upgrade
15,EV/FCF Ratio,28.71,-,24.46,-,14.45,-,-,-141.96,-45.47,-,-,-108.08,-41.15,-,-,12.75,14.37,-43.37,-,59.94,-,Upgrade
16,Debt / Equity Ratio,5.61,5.61,5.01,4.63,4.07,2.77,2.66,2.58,2.58,2.02,1.86,1.84,1.81,1.65,1.59,1.75,1.63,1.72,1.64,1.76,1.74,Upgrade
17,Debt / EBITDA Ratio,-,110.75,29.40,-,-,-,113.83,209.27,-,60.70,14.66,29.87,-,10.61,6.56,36.95,-,12.52,23.26,29.46,15.00,Upgrade
18,Debt / FCF Ratio,24.15,-,22.11,-,11.51,-,-,-108.69,-36.00,-,-,-79.66,-30.37,-,-,10.50,11.15,-35.02,-,51.34,-,Upgrade
19,Asset Turnover,0.20,0.17,0.09,0.11,0.25,0.24,0.12,0.17,0.27,0.32,0.20,0.26,0.44,0.47,0.20,0.44,0.33,0.44,0.14,0.38,Upgrade,
20,Inventory Turnover,0.55,0.75,0.57,0.31,0.70,0.96,0.85,0.41,1.06,0.96,1.25,0.82,1.38,1.74,1.98,0.90,2.22,1.45,2.15,0.58,1.74,Upgrade
21,Quick Ratio,0.17,0.17,0.17,0.17,0.18,0.19,0.21,0.22,0.23,0.28,0.30,0.31,0.33,0.36,0.38,0.44,0.47,0.43,0.41,0.44,0.46,Upgrade
22,Current Ratio,0.55,0.55,0.57,0.57,0.58,0.67,0.68,0.71,0.72,0.79,0.82,0.82,0.84,0.87,0.83,0.86,0.89,0.89,0.90,0.93,0.94,Upgrade
23,Return on Equity (ROE),-31.73%,-33.12%,-38.73%,-152.03%,-22.99%,-23.67%,-16.04%,-94.95%,-13.08%,-5.74%,-12.03%,-37.85%,0.13%,8.84%,-8.21%,-6.63%,0.61%,8.54%,-8.50%,-4.57%,Upgrade,
24,Return on Assets (ROA),-0.69%,-0.16%,-1.43%,-9.72%,-1.75%,-1.18%,-0.80%,-12.46%,-0.62%,0.76%,-0.07%,-5.66%,2.15%,3.33%,-0.04%,-2.00%,1.76%,0.43%,0.19%,1.31%,Upgrade,
25,Return on Capital (ROIC),-0.89%,-0.20%,-1.84%,-12.56%,-2.28%,-1.54%,-1.02%,-15.31%,-0.74%,0.92%,-0.09%,-6.83%,2.57%,4.01%,-0.05%,-2.38%,2.05%,0.51%,0.22%,1.54%,Upgrade,
26,Return on Capital Employed (ROCE),-,-,-,-,-,-,-,-,-,-,-3.24%,-,-,3.44%,3.29%,-,-,3.96%,4.06%,7.03%,7.18%,Upgrade
27,Earnings Yield,-67.92%,-63.53%,-145.14%,-70.86%,-62.31%,-54.41%,-54.49%,-44.76%,-43.99%,-31.62%,-21.41%,-14.25%,-11.88%,0.16%,0.38%,1.54%,1.36%,1.14%,1.46%,-1.96%,0.52%,Upgrade
28,FCF Yield,21.72%,20.32%,47.93%,10.28%,38.80%,19.61%,12.86%,-3.64%,-10.89%,-3.84%,-6.85%,-3.58%,-9.14%,16.15%,43.46%,30.63%,26.34%,-8.34%,-23.29%,6.20%,-2.01%,Upgrade
29,Dividend Yield,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.65%,-,-,-,-,Upgrade
30,Payout Ratio,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,6513.58%,249.78%,-,-,2458.95%,159.77%,-,-,Upgrade
31,Buyback Yield / Dilution,0.35%,2.33%,4.07%,-3.57%,-1.81%,-3.85%,0.94%,4.62%,7.04%,39.12%,-258.87%,0.32%,25.58%,-72.30%,65.88%,4.28%,-88.84%,-38.53%,48.22%,-39.60%,9.69%,Upgrade
32,Total Shareholder Return,0.35%,2.33%,4.07%,-3.57%,-1.81%,-3.85%,0.94%,4.62%,7.04%,39.12%,-258.87%,0.32%,25.58%,-72.30%,65.88%,4.28%,-88.19%,-38.53%,48.22%,-39.60%,9.69%,Upgrade
