,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,7.3,60.93,41.98,90.4,84.91,176.4,199.34,213.48,261.62,242.58
1,Short-Term Investments,8.96,-,-,-,-,-,-,-,-,-
2,Cash & Short-Term Investments,16.26,60.93,41.98,90.4,84.91,176.4,199.34,213.48,261.62,242.58
3,Cash Growth,-61.27%,-32.61%,-50.56%,-48.75%,-57.40%,-17.37%,-23.81%,-12.00%,-6.02%,3.55%
4,Accounts Receivable,180.67,89.91,114.72,126.64,177.4,115.62,120.19,133.48,76.72,102.28
5,Other Receivables,-,11.77,15.03,8.02,15.5,8.41,4.83,3.14,5.6,2.25
6,Receivables,180.67,101.68,129.75,134.67,192.91,124.04,125.02,136.63,82.32,104.52
7,Inventory,4.9,74.72,92.52,76.67,92.69,61.74,70.98,75.45,72.42,79.11
8,Other Current Assets,0.99,3.09,2.6,6.55,4.68,3.92,17.95,11.07,2.78,6.01
9,Total Current Assets,202.82,240.41,266.86,308.29,375.19,366.09,413.3,436.63,419.13,432.22
10,"Property, Plant & Equipment",23.45,8.1,8.75,23.69,27.51,31,38.86,56.98,60.83,67.36
11,Long-Term Deferred Tax Assets,-,-,-,-,-,-,1.51,0.73,0.74,0.37
12,Other Long-Term Assets,5.39,15.06,5.29,8.57,8.57,8.89,5.9,5.46,8.94,8.9
13,Total Assets,231.66,263.57,280.89,340.55,411.27,405.98,459.57,499.79,489.64,508.84
14,Accounts Payable,0.08,9.63,20.74,22.97,12.86,2.48,3.51,16.35,4,8.72
15,Accrued Expenses,25.72,21.55,11.64,11.63,31.18,7.04,15.95,8.56,6.88,7.33
16,Short-Term Debt,-,6.17,-,-,-,-,-,-,-,-
17,Current Portion of Long-Term Debt,18.62,1.73,-,0.91,-,6.21,9.34,6.29,-,-
18,Current Portion of Leases,-,0.19,1.08,0.22,1.12,1.81,3.46,2.92,2.94,1.07
19,Current Income Taxes Payable,-,-,1.66,2.58,2.58,3.42,3.67,3.88,3.03,5.5
20,Other Current Liabilities,-,1.93,1.91,11.77,8.95,10.22,-,6.9,3.55,5.34
21,Total Current Liabilities,44.42,41.2,37.03,50.08,56.68,31.19,35.93,44.9,20.4,27.95
22,Long-Term Debt,37.19,43.85,26.39,25.74,25.73,14.99,6.66,6.96,4.57,0.9
23,Long-Term Leases,-,0.15,-,-,-,0.81,1.02,1.52,1.35,2.16
24,Total Liabilities,81.61,85.19,63.42,75.81,82.42,46.99,43.6,53.38,26.31,31.01
25,Common Stock,13.47,12.56,12.56,10.38,10.38,9.39,8.72,8.72,8.72,8.72
26,Additional Paid-In Capital,-,196.84,196.84,160.69,160.69,147.2,138.19,138.19,138.19,138.19
27,Retained Earnings,-,-50.82,-9.02,76.09,139.31,179.61,245.63,277.06,294.35,309.31
28,Comprehensive Income & Other,136.77,20.01,17.3,17.79,18.67,23.01,23.43,22.45,22.07,21.61
29,Total Common Equity,150.24,178.58,217.68,264.95,329.06,359.2,415.97,446.42,463.32,477.83
30,Minority Interest,-0.18,-0.21,-0.21,-0.21,-0.21,-0.21,-,-,-,-
31,Shareholders' Equity,150.05,178.38,217.47,264.74,328.85,358.99,415.97,446.42,463.32,477.83
32,Total Liabilities & Equity,231.66,263.57,280.89,340.55,411.27,405.98,459.57,499.79,489.64,508.84
33,Total Debt,55.81,52.08,27.47,26.87,26.86,23.82,20.47,17.68,8.86,4.13
34,Net Cash (Debt),-39.55,8.84,14.51,63.54,58.06,152.58,178.87,195.8,252.76,238.45
35,Net Cash Growth,-,-86.08%,-75.01%,-58.36%,-67.54%,-22.07%,-29.23%,-17.89%,-8.13%,1.79%
36,Net Cash Per Share,-0.26,0.06,0.12,0.53,0.51,1.50,1.79,1.96,2.53,2.38
37,Filing Date Shares Outstanding,154.01,144,144,120,120,108,100,100,100,100
38,Total Common Shares Outstanding,154.01,144,144,120,120,108,100,100,100,100
39,Working Capital,158.4,199.22,229.83,258.21,318.51,334.91,377.37,391.73,398.73,404.27
40,Book Value Per Share,0.98,1.24,1.51,2.21,2.74,3.33,4.16,4.46,4.63,4.78
41,Tangible Book Value,150.24,178.58,217.68,264.95,329.06,359.2,415.97,446.42,463.32,477.83
42,Tangible Book Value Per Share,0.98,1.24,1.51,2.21,2.74,3.33,4.16,4.46,4.63,4.78
43,Machinery,-,21.65,-,-,-,23.23,-,36.64,-,36.37
44,Leasehold Improvements,-,-,-,-,-,47.4,-,44.84,-,41.4
