,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Revenue,179.83,158.95,195.92,226.7,121.74,33.71,52.79,93.91,68.81,198.89
1,Revenue Growth (YoY),-8.21%,-29.89%,60.93%,572.44%,130.59%,-64.10%,-23.28%,-52.79%,-74.89%,-42.10%
2,Cost of Revenue,169.48,153.61,189.33,219.43,118.03,37.16,42.71,78.06,56.05,162.32
3,Gross Profit,10.35,5.34,6.59,7.27,3.71,-3.45,10.08,15.85,12.77,36.57
4,"Selling, General & Admin",47.99,45.27,47.35,87.71,51.38,33.49,33.64,29.04,26,29.02
5,Other Operating Expenses,-,-,-,0.71,0.41,-0.17,0.17,0.99,0.26,1.64
6,Operating Expenses,47.99,45.38,46.67,71.46,45.97,54.91,36.86,33.33,26.26,31.51
7,Operating Income,-37.64,-40.04,-40.08,-64.19,-42.26,-58.36,-26.78,-17.49,-13.49,5.06
8,Interest Expense,-1.1,-0.8,-0.93,-0.06,-0.51,-0.89,-0.67,-0.37,-0.07,-0.14
9,Interest & Investment Income,-,0.11,-,-,-,0.66,-,0.86,-,1.2
10,Other Non Operating Income (Expenses),-1.16,-3.76,2.88,1.03,1.63,2.18,-3.88,-0.29,0.54,0.05
11,EBT Excluding Unusual Items,-39.91,-44.5,-38.13,-63.23,-41.14,-56.41,-31.34,-17.3,-13.03,6.17
12,Gain (Loss) on Sale of Investments,-0.38,-,-,-,-,-,-,1.5,-1.5,-0.2
13,Gain (Loss) on Sale of Assets,-,1.9,-,-,-,-4.19,-,-,-,-0
14,Asset Writedown,-,-0.33,-,-,-,-2.97,-,-,-,-
15,Other Unusual Items,-,-0.54,-,-,-,-1.41,-,-0.02,-,0.61
16,Pretax Income,-40.28,-43.47,-38.13,-63.23,-41.14,-64.99,-31.34,-15.82,-14.52,6.59
17,Income Tax Expense,-,-1.66,-,-,-0.84,1.26,0.09,1.48,0.44,4.79
18,Earnings From Continuing Operations,-40.28,-41.8,-38.13,-63.23,-40.3,-66.25,-31.42,-17.29,-14.96,1.8
19,Minority Interest in Earnings,-0.03,-,-,-,-,0.22,-,-,-,-
20,Net Income,-40.31,-41.8,-38.13,-63.23,-40.3,-66.02,-31.42,-17.29,-14.96,1.8
21,Net Income to Common,-40.31,-41.8,-38.13,-63.23,-40.3,-66.02,-31.42,-17.29,-14.96,1.8
22,Net Income Growth,-,-,-,-,-,-,-,-,-,-95.07%
23,Shares Outstanding (Basic),152,144,123,120,113,102,100,100,100,100
24,Shares Outstanding (Diluted),152,144,123,120,113,102,100,100,100,100
25,Shares Change (YoY),23.22%,19.96%,8.75%,17.74%,13.11%,1.97%,-,-,-,-
26,EPS (Basic),-0.27,-0.29,-0.31,-0.53,-0.36,-0.65,-0.31,-0.17,-0.15,0.02
27,EPS (Diluted),-0.27,-0.29,-0.31,-0.53,-0.36,-0.65,-0.31,-0.17,-0.15,0.02
28,EPS Growth,-,-,-,-,-,-,-,-,-,-95.07%
29,Free Cash Flow,-,1.33,-60.47,4.56,-109.43,-40.08,-16.36,-58.74,18.89,-44
30,Free Cash Flow Per Share,-,0.01,-0.49,0.04,-0.97,-0.39,-0.16,-0.59,0.19,-0.44
31,Operating Margin,-20.93%,-25.19%,-20.46%,-28.31%,-34.72%,-173.10%,-50.73%,-18.62%,-19.61%,2.55%
32,Profit Margin,-22.42%,-26.30%,-19.46%,-27.89%,-33.10%,-195.84%,-59.52%,-18.41%,-21.75%,0.90%
33,Free Cash Flow Margin,-,0.84%,-30.86%,2.01%,-89.89%,-118.89%,-30.98%,-62.55%,27.45%,-22.12%
34,EBITDA,-36.89,-39.29,-39.33,-55.13,-38.77,-52.75,-17.64,-9.51,-6.38,11.56
35,D&A For EBITDA,0.75,0.75,0.75,9.07,3.49,5.61,9.15,7.97,7.11,6.49
36,EBIT,-37.64,-40.04,-40.08,-64.19,-42.26,-58.36,-26.78,-17.49,-13.49,5.06
