,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019",+20 Quarters
0,Market Capitalization,14439,16126,14761,13831,13570,14674,14165,4849,4277,4566,4684,4870,3082,2981,3449,2707,3453,2205,2153,2413,2350,Upgrade
1,Market Cap Growth,217.29%,9.89%,4.21%,185.23%,217.29%,221.39%,202.42%,-0.43%,38.79%,53.15%,35.79%,79.93%,-10.75%,35.19%,60.17%,12.15%,46.92%,-4.96%,-18.42%,24.05%,8.95%,Upgrade
2,Enterprise Value,12478,14640,13111,12537,12280,14894,14474,5158,4722,5160,5163,5349,3424,3147,3647,2905,3752,2729,2804,3063,3044,Upgrade
3,Last Close Price,11.64,13.00,11.90,10.98,10.77,11.65,12.38,12.83,11.05,11.77,12.07,12.55,8.13,7.85,9.08,7.12,9.09,5.79,5.65,6.33,6.17,Upgrade
4,PE Ratio,41.65,23.25,21.23,22.73,28.03,44.48,49.62,15.47,14.81,15.27,21.70,-,37.53,41.64,-,53.45,127.54,82.77,-,-,89.85,Upgrade
5,Forward PE,19.08,16.66,16.66,16.66,16.66,16.66,16.66,16.66,16.66,16.66,16.66,16.66,16.66,16.66,16.66,16.66,16.66,16.66,16.66,16.66,16.66,Upgrade
6,PS Ratio,1.62,1.88,1.74,1.72,1.95,2.80,3.24,1.32,1.20,1.30,1.86,2.52,1.64,1.54,1.69,1.35,1.66,0.95,0.89,0.96,0.93,Upgrade
7,PB Ratio,-,2.12,1.99,1.86,-,2.09,2.55,2.46,2.17,2.32,2.49,2.58,1.45,1.42,1.67,1.46,1.66,1.07,1.06,1.17,1.14,Upgrade
8,P/TBV Ratio,-,2.95,2.82,2.62,-,3.04,4.22,3.13,2.75,2.95,3.18,3.29,1.81,1.78,2.11,1.90,2.09,1.35,1.35,1.48,1.45,Upgrade
9,P/FCF Ratio,-,72.53,275.13,-,77.74,48.12,-,6.73,4.80,7.40,23.39,-373.94,-,-,-,6.67,7.79,5.17,-,13.53,905.39,Upgrade
10,P/OCF Ratio,-,35.63,44.01,-,33.82,33.64,-,6.15,6.69,9.63,16.06,51.38,-,9.63,-,5.27,6.43,4.21,5.31,8.79,16.24,Upgrade
11,PEG Ratio,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,Upgrade
12,EV/Sales Ratio,2.22,1.70,1.54,1.56,1.76,2.85,3.31,1.41,1.32,1.47,2.05,2.77,1.82,1.63,1.79,1.45,1.80,1.18,1.16,1.21,1.21,Upgrade
13,EV/EBITDA Ratio,28.14,-,16.22,-,16.58,26.63,29.39,11.48,11.52,12.66,17.86,33.89,14.67,14.22,16.14,14.19,27.03,18.58,-,21.77,23.45,Upgrade
14,EV/EBIT Ratio,35.32,17.22,15.82,16.64,20.14,34.70,38.04,15.27,15.80,17.33,25.11,-,22.50,22.37,-,23.01,61.52,38.93,-,-,55.08,Upgrade
15,EV/FCF Ratio,-55.95,65.85,244.38,-,70.34,48.84,-,7.16,5.30,8.36,25.78,-410.70,-,-,-,7.16,8.46,6.39,-,17.18,1172.52,Upgrade
16,Debt / Equity Ratio,-,0.04,0.05,0.06,-,0.07,0.20,0.30,0.40,0.45,0.49,0.47,0.40,0.38,0.34,0.40,0.32,0.34,0.42,0.47,0.47,Upgrade
17,Debt / EBITDA Ratio,-,-,0.32,-,-,0.45,1.47,3.18,3.49,1.10,1.54,32.95,3.97,2.50,10.27,2.29,3.99,2.04,-,15.39,4.88,Upgrade
18,Debt / FCF Ratio,-,1.35,7.38,-,-,1.60,-,0.82,0.88,1.42,4.58,-68.13,-,-,-,1.84,1.50,1.63,-,5.45,374.24,Upgrade
