,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Cash & Equivalents,45882,42954,39189,52975,65383,76345,71842,72529,75593,61576,48916,64897,46877,18306,16890,32816,9684,12035,63692,83964,Upgrade
1,Short-Term Investments,505874,459491,494701,411308,331780,306654,341632,321252,256130,252004,188224,134828,124778,134278,161754,150577,142000,122079,22000,22545,Upgrade
2,Cash & Short-Term Investments,551756,502445,533890,464283,397163,382999,413474,393781,331724,313580,237141,199724,171654,152584,178644,183394,151684,134114,85692,106509,Upgrade
3,Cash Growth,38.92%,31.19%,29.12%,17.90%,19.73%,22.14%,74.36%,97.16%,93.25%,105.51%,32.74%,8.90%,13.17%,13.77%,108.47%,72.19%,132.64%,866.94%,380.10%,158.95%,Upgrade
4,Accounts Receivable,316596,291469,290759,310605,287203,320306,305392,342825,366703,412628,399773,424979,346534,417116,410113,407683,376264,311045,320251,325665,Upgrade
5,Other Receivables,6214,4268,8076,3687,8915,6243,8709,4160,5104,2729,2568,1054,2610,1775,1516,2245,3199,1405,193.35,4.06,Upgrade
6,Receivables,322809,295737,298836,314292,296118,326549,314101,346985,371807,415357,402341,426033,349143,418891,411629,409928,379463,312450,320444,325669,Upgrade
7,Inventory,174077,163937,149486,156582,158955,168328,181693,172615,154484,202463,200257,213948,234327,274657,263764,142360,160485,190618,185914,132561,Upgrade
8,Prepaid Expenses,2244,2667,2954,1396,1480,3567,3802,3527,3890,4455,2714,1964,2688,4280,3555,2214,2191,2735,1676,1269,Upgrade
9,Other Current Assets,9089,6521,14817,6570,4058,482.16,138.58,1790,2120,3253,4062,6515,1525,1681,7228,509.04,2259,7081,13140,10222,Upgrade
10,Total Current Assets,1059975,971307,999982,943124,857773,881925,913208,918699,864024,939108,846515,848185,759338,852093,864821,738404,696083,646998,606867,576230,Upgrade
11,"Property, Plant & Equipment",152990,156260,145524,151520,155313,153956,161632,168459,171866,180822,180180,175877,178831,188764,199593,210532,218861,212065,181307,184804,Upgrade
12,Other Intangible Assets,67.78,71.93,76.08,80.23,-,19.77,87.16,154.55,221.94,289.33,356.72,425.68,494.63,563.59,632.54,701.49,770.45,10.94,12.5,17.82,Upgrade
13,Long-Term Deferred Tax Assets,2551,2551,2467,2467,2344,2344,2344,2344,2132,1125,1163,2645,2002,2002,1860,1860,1468,1468,1468,1468,Upgrade
14,Other Long-Term Assets,124025,124554,126213,127153,127473,126263,127450,128922,129632,129982,131556,132914,133628,135148,136872,137552,138898,140129,141833,141977,Upgrade
15,Total Assets,1339609,1254744,1274261,1224344,1142902,1164508,1204721,1218579,1167877,1251326,1159771,1160047,1074293,1178570,1203778,1089049,1056080,1000671,931488,904496,Upgrade
16,Accounts Payable,294187,288403,268551,302361,252598,255687,260662,295685,286200,357623,352740,345766,245746,256820,339552,246998,202465,214372,238300,205183,Upgrade
17,Accrued Expenses,47103,36411,28459,40087,56516,45121,23304,36043,58878,44068,34080,49937,53804,42985,30884,56965,63178,49640,28033,56719,Upgrade
18,Short-Term Debt,141207,83206,111249,33608,20565,81661,147576,141739,116721,163832,98405,115421,137464,251373,202030,172393,187175,140450,97066,58612,Upgrade
19,Current Portion of Long-Term Debt,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12381,-,7050,13515,12280,31114,Upgrade
20,Current Income Taxes Payable,3612,5208,5241,8017,7829,8716,9450,10311,6052,8217,5551,383.35,3477,6995,4697,11635,16957,15682,8653,14349,Upgrade
21,Other Current Liabilities,3346,5389,4386,4842,2890,1812,687.34,1563,527.01,635.58,1291,1452,1008,1784,226.98,1651,143.78,578.32,777.25,7641,Upgrade
22,Total Current Liabilities,489456,418617,417885,388914,340399,392997,441680,485342,468377,574375,492068,512960,441498,559957,589771,489642,476969,434238,385108,373618,Upgrade
23,Long-Term Debt,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18572,23024,38494,40321,42929,59529,Upgrade
24,Other Long-Term Liabilities,5680,5686,5664,5681,5682,5870,5847,5880,5430,5623,5816,13225,10386,10009,9686,9299,8240,7340,7340,7340,Upgrade
25,Total Liabilities,495136,424302,423549,394594,346081,398867,447527,491222,473807,579998,497884,526184,451883,569966,618029,521965,523703,481899,435378,440488,Upgrade
26,Common Stock,128324,128324,128324,128324,128324,128324,128324,128324,128324,128324,128324,128324,128324,128324,128324,128324,128324,128324,128324,128324,Upgrade
27,Additional Paid-In Capital,636.06,636.06,636.06,636.06,636.06,636.06,636.06,636.06,636.06,636.06,636.06,636.06,636.06,636.06,636.06,636.06,636.06,636.06,636.06,636.06,Upgrade
28,Retained Earnings,715513,701481,721752,700789,667861,636681,628233,598396,565110,542368,532926,504902,493449,479643,456788,438123,403417,389811,367149,335048,Upgrade
29,Shareholders' Equity,844474,830442,850712,829750,796822,765641,757194,727357,694070,671329,661886,633862,622409,608604,585749,567084,532377,518772,496110,464009,Upgrade
30,Total Liabilities & Equity,1339609,1254744,1274261,1224344,1142902,1164508,1204721,1218579,1167877,1251326,1159771,1160047,1074293,1178570,1203778,1089049,1056080,1000671,931488,904496,Upgrade
31,Total Debt,141207,83206,111249,33608,20565,81661,147576,141739,116721,163832,98405,115421,137464,251373,232983,195417,232718,194286,152274,149256,Upgrade
32,Net Cash (Debt),410549,419239,422641,430676,376598,301339,265898,252042,215003,149748,138736,84303,34191,-98789,-54339,-12024,-81034,-60172,-66582,-42747,Upgrade
33,Net Cash Growth,9.02%,39.13%,58.95%,70.87%,75.16%,101.23%,91.66%,198.97%,528.83%,-,-,-,-,-,-,-,-,-,-,-,Upgrade
