,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,57.86,42.39,51.8,50.46,53.41,62.32,49.77,54.13,34.26,10.85
1,Cash & Short-Term Investments,57.86,42.39,51.8,50.46,53.41,62.32,49.77,54.13,34.26,10.85
2,Cash Growth,11.72%,-16.00%,-3.01%,-19.02%,7.30%,15.13%,45.26%,399.01%,-,-
3,Accounts Receivable,732.36,628.56,588.35,607.28,505.66,509.24,461.85,380.32,255.18,296.92
4,Other Receivables,86.04,101.79,99.94,70.11,28.27,17.33,6.1,22,137.26,334.69
5,Receivables,818.4,730.35,688.29,677.39,533.93,526.57,467.95,402.32,446.16,643.65
6,Other Current Assets,7.13,3.13,3.13,3.13,3.13,6.61,3.13,3.13,3.12,3.1
7,Total Current Assets,883.39,775.87,743.21,730.98,590.46,595.5,520.85,459.58,483.55,657.6
8,"Property, Plant & Equipment",3.56,7.05,11.39,1.57,6.75,11.29,15.43,8.87,14.72,19.41
9,Long-Term Deferred Tax Assets,1.36,1.77,1.2,1.44,0.34,0.94,1.8,0.81,2.19,0.63
10,Other Long-Term Assets,86.59,85.63,78.2,65.14,62.24,41.09,47,44.74,31.28,32.8
11,Total Assets,974.9,870.32,833.99,799.13,659.8,648.81,585.08,514,531.74,710.43
12,Accounts Payable,107.94,75.69,43.95,52.71,48.1,108.67,61.63,68.98,54.47,71.02
13,Accrued Expenses,104.34,17.35,86.06,20.6,124.74,17.64,90.15,13.99,60.49,15.54
14,Short-Term Debt,467.45,437.99,438.45,413.16,332.2,265.19,259.74,232.91,375.77,381.51
15,Current Portion of Leases,3.33,6.14,6.1,0.24,3.41,6.76,3.65,1.18,3.38,4.25
16,Current Income Taxes Payable,0.07,-,3.39,1.91,0.93,0.93,2.63,2.63,1.17,9.89
17,Current Unearned Revenue,86.35,35.17,65.55,42.97,8.51,11.54,30.49,11.93,16.39,27.68
18,Other Current Liabilities,-,96.62,-,88.57,-,86.93,-,43.39,-,40.2
19,Total Current Liabilities,769.48,668.96,643.5,620.14,517.89,497.66,448.28,375.02,511.66,550.08
20,Long-Term Leases,-,0.21,3.98,-,0.24,0.24,6.64,1.19,3.37,4.61
21,Total Liabilities,769.48,669.17,647.48,620.14,518.12,497.9,454.91,376.21,515.04,554.69
22,Common Stock,8,8,8,8,8,8,8,8,-,-
23,Additional Paid-In Capital,86.01,86.01,86.01,86.01,86.01,86.01,86.01,86.01,-,-
24,Retained Earnings,108.92,104.65,90.01,82.48,45.17,53.88,33.46,41.29,14.2,153.24
25,Comprehensive Income & Other,2.5,2.5,2.5,2.5,2.5,3.03,2.7,2.5,2.5,2.5
26,Shareholders' Equity,205.42,201.15,186.51,178.98,141.67,150.92,130.16,137.79,16.7,155.74
27,Total Liabilities & Equity,974.9,870.32,833.99,799.13,659.8,648.81,585.08,514,531.74,710.43
28,Total Debt,470.77,444.34,448.53,413.4,335.85,272.19,270.02,235.28,382.52,390.37
29,Net Cash (Debt),-412.91,-401.95,-396.74,-362.93,-282.44,-209.87,-220.25,-181.15,-348.26,-379.53
30,Net Cash Per Share,-0.52,-0.50,-0.50,-0.45,-0.35,-0.26,-0.28,-0.23,-0.58,-0.63
31,Filing Date Shares Outstanding,800,800,800,800,800,800,800,800,600,800
32,Total Common Shares Outstanding,800,800,800,800,800,800,800,800,600,600
33,Working Capital,113.91,106.91,99.72,110.84,72.57,97.84,72.58,84.56,-28.12,107.52
34,Book Value Per Share,0.26,0.25,0.23,0.22,0.18,0.19,0.16,0.17,0.03,0.26
35,Tangible Book Value,205.42,201.15,186.51,178.98,141.67,150.92,130.16,137.79,16.7,155.74
36,Tangible Book Value Per Share,0.26,0.25,0.23,0.22,0.18,0.19,0.16,0.17,0.03,0.26
37,Machinery,-,9.35,-,8.82,-,8.78,-,7.86,-,4.36
38,Leasehold Improvements,-,14.11,-,14.11,-,14.11,-,14.11,-,16.47
39,Order Backlog,4760,-,-,-,-,-,-,-,-,-
