,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Market Capitalization,2073,1790,1348,1862,2387,2186,2083,2325,2279,2351,2593,2685,2978,3565,2310,1965,2011,2047,1991,1939,2119,Upgrade
1,Market Cap Growth,-18.12%,-18.12%,-35.31%,-19.91%,4.74%,-7.00%,-19.64%,-13.41%,-23.49%,-34.05%,12.25%,36.65%,48.08%,74.12%,16.02%,1.33%,-5.10%,-10.96%,-16.41%,-12.12%,15.08%,Upgrade
2,Enterprise Value,2568,2263,1815,2332,2856,2589,2414,2564,2517,2498,2747,2701,2994,3605,2244,2019,2066,2102,2056,2112,2292,Upgrade
3,Last Close Price,4.03,3.48,2.62,3.62,4.64,4.25,4.05,4.52,4.43,4.57,5.04,5.22,5.79,6.93,4.49,3.82,3.91,3.98,3.87,3.77,4.12,Upgrade
4,PE Ratio,-,-,-,-,-,-,-,-,-,-,-,-59.73,-,131.62,-,42.86,48.35,24.37,26.71,-,43.91,Upgrade
5,PS Ratio,7.62,6.58,5.53,8.26,8.82,8.52,6.18,7.35,6.95,6.64,8.72,9.03,10.64,11.84,8.18,7.57,5.17,3.69,3.24,2.94,3.91,Upgrade
6,PB Ratio,13.02,11.24,6.84,8.47,9.71,6.83,5.90,5.59,5.10,4.90,5.36,5.54,6.18,6.92,4.51,3.71,3.82,4.19,4.08,4.01,4.37,Upgrade
7,P/TBV Ratio,12.93,12.93,7.65,9.37,10.63,7.32,6.28,5.89,5.36,5.14,5.62,5.55,6.19,6.92,4.51,3.71,3.82,4.20,4.09,4.01,4.38,Upgrade
8,P/FCF Ratio,-,-,-24.40,-,-12.15,-,-,-,-8.83,-,-,-,-,-,-,-,26.34,-,-23.70,-,-,Upgrade
9,P/OCF Ratio,89.15,-,-87.37,-,-16.49,-,-,-,-92.83,-,-,-,-,-,-,-,24.79,-,-24.94,-,-,Upgrade
10,EV/Sales Ratio,9.44,8.32,7.45,10.35,10.56,10.09,7.16,8.10,7.68,7.06,9.24,9.09,10.69,11.97,7.95,7.78,5.31,3.79,3.34,3.21,4.23,Upgrade
11,EV/EBITDA Ratio,-,-,-,-,-,-29.23,-,-,-,-124.40,-,-122.45,-,-1082.10,780.58,293.43,-,59.33,74.46,177.24,383.29,Upgrade
12,EV/EBIT Ratio,-,-,-,-,-,-25.39,-,-,-,-104.48,-,-105.37,-,-529.22,-1134.15,1056.34,-,75.85,97.96,370.25,2663.32,Upgrade
13,EV/FCF Ratio,-182.53,-,-32.86,-,-14.54,-,-,-,-9.76,-,-,-,-,-,-,-,27.05,-,-24.49,-,-,Upgrade
14,Debt / Equity Ratio,3.61,3.61,2.70,2.45,2.01,1.61,1.36,1.15,0.74,0.84,0.79,0.70,0.53,0.13,0.16,-,0.38,0.40,0.59,0.59,0.60,Upgrade
15,Debt / EBITDA Ratio,-,-,-,-,-,4.27,-,-,-,10.74,-,17.82,-,12.82,4.06,-,-,6.51,7.85,12.47,5.66,Upgrade
16,Debt / FCF Ratio,-,-,-9.63,-,-2.52,-,-,-,-1.29,-,-,-,-,-,-,-,2.61,-,-3.44,-,-,Upgrade
17,Asset Turnover,0.33,0.51,0.17,0.09,0.20,0.38,0.31,0.03,0.47,0.32,0.41,0.17,0.42,0.46,0.41,0.27,0.27,0.27,0.89,0.81,Upgrade,
18,Inventory Turnover,2.45,2.94,4.18,1.43,3.05,0.38,4.65,2.09,0.55,2.71,2.04,2.15,2.38,2.67,2.64,2.07,1.77,1.25,1.42,5.78,8.01,Upgrade
19,Quick Ratio,0.44,0.44,0.48,0.45,0.35,0.50,0.60,0.68,0.41,0.62,0.79,1.10,0.89,1.67,0.89,0.72,0.72,0.55,0.66,0.72,0.66,Upgrade
