,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,109645,90039,96433,87482,91105,105326,103725,101698,89639,89959,121653,Upgrade
1,Market Cap Growth,2.92%,2.92%,5.85%,-16.94%,-12.17%,3.57%,15.71%,13.05%,-26.32%,-25.00%,4.59%,Upgrade
2,Enterprise Value,111027,88934,95798,84825,90370,104152,103997,99910,89592,88405,121445,Upgrade
3,PE Ratio,18.12,14.88,16.06,15.25,16.13,16.20,16.89,15.94,14.62,16.06,17.06,Upgrade
4,PS Ratio,106.35,94.38,79.37,63.44,72.02,64.66,63.67,76.93,61.27,61.62,90.25,Upgrade
5,PB Ratio,1.27,1.04,1.09,0.99,1.05,1.21,1.20,1.18,1.06,1.09,1.42,Upgrade
6,P/FCF Ratio,155.97,128.08,84.89,80.93,118.16,103.26,110.46,121.36,93.37,123.74,85.49,Upgrade
7,P/OCF Ratio,127.90,127.90,84.74,80.78,118.01,103.26,110.46,121.21,93.18,123.57,85.49,Upgrade
8,EV/Sales Ratio,107.69,93.22,78.85,61.51,71.44,63.94,63.84,75.57,61.24,60.55,90.09,Upgrade
9,EV/EBITDA Ratio,17.15,102.11,84.63,63.11,77.57,69.92,69.94,53.16,68.39,-,103.01,Upgrade
10,EV/EBIT Ratio,17.16,102.22,84.70,63.16,77.64,69.99,69.98,84.88,68.44,68.58,103.09,Upgrade
11,EV/FCF Ratio,157.93,126.51,84.33,78.47,117.21,102.11,110.75,119.22,93.32,121.60,85.34,Upgrade
12,Debt / Equity Ratio,0.03,0.03,0.03,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,Upgrade
13,Debt / FCF Ratio,4.08,4.08,2.73,3.03,4.20,3.30,3.66,4.30,3.79,4.56,2.34,Upgrade
14,Return on Capital Employed (ROCE),0.97%,0.97%,1.22%,1.46%,1.29%,1.64%,1.64%,1.30%,1.52%,1.55%,1.32%,Upgrade
15,Earnings Yield,5.52%,6.72%,6.23%,6.56%,6.20%,6.17%,5.92%,6.27%,6.84%,6.23%,5.86%,Upgrade
16,Earnings Yield,5.52%,6.72%,6.23%,6.56%,6.20%,6.17%,5.92%,6.27%,6.84%,6.23%,5.86%,Upgrade
17,FCF Yield,0.64%,0.78%,1.18%,1.24%,0.85%,0.97%,0.91%,0.82%,1.07%,0.81%,1.17%,Upgrade
18,Dividend Yield,5.48%,6.77%,6.61%,7.43%,7.47%,6.58%,6.94%,7.19%,8.48%,8.56%,6.60%,Upgrade
19,Buyback Yield / Dilution,0.04%,-,0.08%,0.15%,0.07%,-,-,-,-,-,-,Upgrade
20,Total Shareholder Return,5.52%,6.77%,6.69%,7.58%,7.54%,6.58%,6.94%,7.19%,8.48%,8.56%,6.60%,Upgrade
