,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+10 Quarters
,Period Ending,"Mar '25 Mar 12, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+10 Quarters
0,Market Capitalization,27985366,28102459,30678518,34893887,26697336,26346056,27165711,31381079,30912705,24940933,28922114,31849454,37118665,40982753,27985366,28219553,30912705,31849454,24004184,22716155,16603870,Upgrade
1,Market Cap Growth,6.67%,6.67%,12.93%,11.19%,-13.64%,5.63%,-6.07%,-1.47%,-16.72%,-39.14%,3.35%,12.86%,20.08%,28.68%,16.59%,24.23%,86.18%,18.78%,-20.54%,-36.18%,-53.20%,Upgrade
2,Enterprise Value,37664276,34964115,41291584,41986805,31250207,28969890,28704200,35175443,32793176,28521707,33131727,34834216,39309107,43039912,33794634,34872848,38193604,42418222,36797378,35999819,31036931,Upgrade
3,PE Ratio,22.35,22.45,22.53,33.30,34.14,25.37,18.86,22.03,17.97,13.07,29.37,22.73,20.29,-,10.32,12.09,13.81,14.65,16.16,10.92,8.23,Upgrade
4,PS Ratio,0.93,0.93,1.08,1.24,0.98,0.93,0.93,1.06,1.08,0.88,1.20,1.36,1.55,1.67,0.97,0.95,1.05,1.07,0.78,0.69,0.48,Upgrade
5,PB Ratio,0.88,0.81,0.89,1.02,0.79,0.77,0.81,0.93,0.91,0.75,0.89,0.99,1.17,1.32,0.86,0.88,0.98,1.02,0.78,0.74,0.56,Upgrade
6,P/FCF Ratio,-,-,-6.33,-,-,-,-,12.74,-,44.94,-29.86,-,-,8.43,3.18,4.06,4.29,4.08,4.74,5.17,2.42,Upgrade
7,P/OCF Ratio,6.39,-,4.28,21.57,-,7.86,-,7.27,-,7.90,20.85,6.75,-,7.96,3.12,3.96,4.20,4.00,4.51,5.05,2.42,Upgrade
8,EV/Sales Ratio,1.25,1.16,1.45,1.49,1.15,1.02,0.98,1.19,1.15,1.01,1.37,1.48,1.64,1.75,1.17,1.18,1.30,1.43,1.19,1.10,0.89,Upgrade
