,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,57.16,56.7,33.33,29.89,22.54,37.14,28.99,34.47,28.86,27.16
1,Short-Term Investments,-,0.82,-,2.11,-,0.48,-,0.4,-,0.57
2,Trading Asset Securities,-,-,-,-,-,-,10.01,10.01,-,-
3,Cash & Short-Term Investments,57.16,57.52,33.33,32,22.54,37.62,39.01,44.87,28.86,27.73
4,Cash Growth,71.48%,79.75%,47.88%,-14.94%,-42.21%,-16.16%,35.15%,61.82%,3.49%,-16.05%
5,Accounts Receivable,13.61,39.67,55.26,51.33,40.54,40.89,28.3,37.62,19.95,32.26
6,Other Receivables,5.44,1.19,5.99,0.82,13.13,2.45,3.66,3.46,4.73,1.21
7,Receivables,19.05,40.86,61.26,52.15,53.67,43.33,31.96,41.07,24.68,33.47
8,Inventory,86.59,-,-,-,-,-,-,-,-,-
9,Prepaid Expenses,-,0.05,-,0.04,-,0.09,-,0.11,-,0.09
10,Other Current Assets,7.96,2.44,0.08,7.94,0.03,2.22,0.13,0.82,1.13,0.82
11,Total Current Assets,170.76,100.87,94.67,92.13,76.24,83.27,71.1,86.87,54.67,62.11
12,"Property, Plant & Equipment",12.03,12.87,13.81,14.41,14.64,15.02,15.29,16.04,16.46,17.14
13,Other Intangible Assets,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.18,0.18,0.18
14,Other Long-Term Assets,9.81,18.38,15.23,15.54,16.15,16.53,17.35,17.97,18.14,19.56
15,Total Assets,192.98,132.51,124.09,122.46,107.42,115.19,104.11,121.05,89.45,98.98
16,Accounts Payable,17.74,28.79,31.43,39.86,18.76,28.81,21.77,23.41,7.35,9.1
17,Accrued Expenses,31.53,47.75,34.72,27.53,33.42,20.95,17.23,25.7,16.05,25.34
18,Current Portion of Long-Term Debt,2.47,11.37,11.92,2.4,2.39,2.32,1.26,1.6,1.35,1.34
19,Current Portion of Leases,0.15,0.18,0.2,0.17,0.1,0.19,0.19,0.19,0.07,0.14
20,Current Income Taxes Payable,0.46,0.2,0.17,0.19,0.32,0.53,0,0.55,0.11,0.54
21,Current Unearned Revenue,5.83,2.39,0.36,-,0.18,0.24,0.34,0.32,2.97,-
22,Other Current Liabilities,1.23,1.24,1.83,2.08,3.36,0.85,0.93,0.66,0.29,0.25
23,Total Current Liabilities,59.41,91.92,80.64,72.23,58.54,53.89,41.71,52.43,28.2,36.71
24,Long-Term Debt,73.71,1.07,1.73,12.45,13.64,14.77,16.47,22.92,18.71,19.4
25,Long-Term Leases,-,0.06,0.15,0.12,0.01,0.01,0.11,0.2,0.14,0.03
26,Long-Term Deferred Tax Liabilities,-,-,-,-,0.09,0.09,0.1,0.12,0.09,0.14
27,Other Long-Term Liabilities,0.13,0.26,0.27,0.25,0.3,0.24,0.23,0.09,0.19,0.19
28,Total Liabilities,133.25,93.31,82.78,85.05,72.59,69,58.61,75.76,47.33,56.47
29,Common Stock,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39
30,Additional Paid-In Capital,14.18,14.18,14.18,14.18,14.18,14.18,14.18,14.18,14.18,14.18
31,Retained Earnings,-,7.97,10.08,6.18,-3.61,14.98,14.28,14.07,10.89,11.29
32,Comprehensive Income & Other,28.67,15.65,15.65,15.65,22.88,15.65,15.65,15.65,15.65,15.65
33,Total Common Equity,44.23,39.2,41.3,37.4,34.83,46.2,45.5,45.29,42.11,42.51
34,Minority Interest,15.5,-,-,-,-,-,-,-,-,-
35,Shareholders' Equity,59.74,39.2,41.3,37.4,34.83,46.2,45.5,45.29,42.11,42.51
36,Total Liabilities & Equity,192.98,132.51,124.09,122.46,107.42,115.19,104.11,121.05,89.45,98.98
37,Total Debt,76.33,12.68,14,15.14,16.14,17.29,18.02,24.91,20.27,20.9
38,Net Cash (Debt),-19.17,44.84,19.33,16.86,6.4,20.33,20.98,19.96,8.59,6.82
39,Net Cash Growth,-,165.92%,202.18%,-17.07%,-69.51%,1.85%,144.33%,192.60%,-22.26%,-59.22%
40,Net Cash Per Share,-0.02,0.06,0.02,0.02,0.01,0.03,0.03,0.02,0.01,0.01
41,Filing Date Shares Outstanding,800,800,800,800,800,800,800,800,800,800
42,Total Common Shares Outstanding,800,800,800,800,800,800,800,800,800,800
43,Working Capital,111.35,8.95,14.02,19.89,17.71,29.38,29.38,34.44,26.48,25.4
44,Book Value Per Share,0.06,0.05,0.05,0.05,0.04,0.06,0.06,0.06,0.05,0.05
45,Tangible Book Value,43.85,38.82,40.92,37.02,34.45,45.82,45.12,45.12,41.94,42.34
46,Tangible Book Value Per Share,0.05,0.05,0.05,0.05,0.04,0.06,0.06,0.06,0.05,0.05
47,Land,16.24,16.24,16.24,16.24,16.24,16.24,16.24,16.24,7.2,16.24
48,Machinery,8.64,8.64,8.64,8.62,8.2,7.7,7.16,7.07,6.88,6.88
