,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+3 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+3 Quarters
0,Cash & Equivalents,1406,1134,1094,1490,763.17,839.09,1511,2134,2801,2577,790.35,297.37,297.27,1864,1500,1500,565.11,220.88,-,103.51,Upgrade
1,Trading Asset Securities,2759,3108,3223,2880,1865,1903,1301,801.62,-,130.77,2003,2366,2121,571,863.66,958.98,1822,-,-,-,Upgrade
2,Cash & Short-Term Investments,4166,4242,4317,4370,2628,2742,2812,2936,2801,2708,2793,2664,2419,2435,2363,2459,2387,220.88,103.51,103.51,Upgrade
3,Cash Growth,58.52%,54.67%,53.52%,48.85%,-6.20%,1.27%,0.68%,10.21%,15.82%,11.19%,18.18%,8.34%,1.31%,1002.56%,2183.29%,2275.20%,-,-,128.43%,-,Upgrade
4,Accounts Receivable,204.12,166.07,145.81,207.76,162.24,218.15,211.91,188.66,286.03,352.98,259.34,264.34,281.27,222.37,118.23,75.81,115.34,103.77,-,99.87,Upgrade
5,Other Receivables,8.94,9.78,7.59,13.02,6.68,16.59,23.01,28.84,5.97,-,2.59,41.37,0.29,0.26,0.04,-,4.93,1.08,-,0.72,Upgrade
6,Receivables,213.06,175.85,153.41,220.78,168.92,234.74,234.91,217.5,292,352.98,261.93,305.71,281.57,222.63,118.27,75.81,120.27,104.85,-,100.59,Upgrade
7,Inventory,347.58,367.96,411.22,428.16,428.74,364.78,337.97,290.98,198.98,159.9,151.7,146.42,122.74,105.91,95.14,71.07,65.34,76.07,-,50.22,Upgrade
8,Other Current Assets,67.62,71.2,70.1,66.08,58.42,62.23,84.62,98.51,116.21,122.56,112.1,105.9,107.14,94.24,69.24,23.68,10.3,5.24,-,11.05,Upgrade
9,Total Current Assets,4794,4857,4952,5085,3284,3404,3470,3543,3409,3343,3319,3222,2930,2858,2646,2629,2583,407.04,-,265.37,Upgrade
10,"Property, Plant & Equipment",481.66,443.37,393.91,346.97,296.84,221.86,177.85,162.67,111.96,99.23,98.38,70.23,46.04,41.22,23.49,19.44,19.12,10.24,-,8.14,Upgrade
11,Long-Term Investments,218.41,219.28,219.28,224.75,120.05,228.51,221.75,221.19,220.15,211.82,58.05,48.67,50.08,11.47,11.47,-,-,-,-,-,Upgrade
12,Other Intangible Assets,63.62,57.31,59.59,62.33,66.35,66.48,69.09,70.15,52.09,12.44,14.39,16.35,8.29,5.95,6.82,4.7,5.31,5.95,-,7.25,Upgrade
13,Long-Term Deferred Tax Assets,47.54,48.61,48.59,49.33,26.2,14.56,2.75,2.96,0.39,0.44,1.95,1.96,3.28,1.05,2.82,3.43,3.12,2.59,-,2.47,Upgrade
14,Long-Term Deferred Charges,48.84,53.89,58.93,64.57,70.54,44.26,47.65,49.43,29.31,20.31,18.88,2.87,2.24,1.64,1.03,1.12,1.3,1.2,-,1.53,Upgrade
15,Other Long-Term Assets,90.12,77.64,74.01,75.1,196.24,112.81,97.4,102.3,88.77,112.9,60.97,80.07,95.74,20.02,54.85,6.35,2.78,2.16,-,1.18,Upgrade
16,Total Assets,5744,5757,5806,5908,4060,4093,4086,4151,3911,3801,3572,3442,3136,2940,2747,2664,2615,429.17,-,285.94,Upgrade
17,Accounts Payable,121.24,14.99,63.11,27.48,74.95,27.15,66.77,34.57,105.88,30.6,99.32,24.15,96.23,17.83,61.7,5.53,25.26,18.44,-,12.84,Upgrade
18,Accrued Expenses,41.01,134.08,83.31,160.8,41.07,135.65,50.82,160.22,52.92,160.58,28.74,131.86,31.57,96.97,15.72,60.96,17.03,42.72,-,36.57,Upgrade
19,Current Portion of Leases,23.42,22.61,20.72,19.58,21.79,21.51,-,20.17,24.78,19.59,-,5.85,-,-,-,-,-,-,-,-,Upgrade
20,Current Income Taxes Payable,12.13,0.35,6.9,0.39,8.15,0.74,22.12,0.34,9.55,0.26,17.91,0.32,14.04,0.46,11.67,0.24,1.81,2.16,-,2.06,Upgrade
21,Current Unearned Revenue,13.92,13.06,5.68,5.14,8.81,0.25,0.24,4.23,3.45,3.84,3.75,1.74,1,1.21,1.3,0.92,0.95,0.34,-,0.33,Upgrade
22,Other Current Liabilities,117.04,122.37,86.37,78.34,82.15,48.4,92.49,105.79,31.51,32.19,38.37,87.2,21.23,41.84,13.19,13.46,17.42,6.5,-,8.19,Upgrade
23,Total Current Liabilities,328.77,307.46,266.09,291.73,236.93,233.7,232.45,325.31,228.09,247.08,188.1,251.12,164.07,158.32,103.58,81.1,62.47,70.16,-,59.99,Upgrade
24,Long-Term Leases,25.74,29.8,31.43,35.16,32.06,35.38,31.64,35.16,19.91,21.37,26.92,6.8,4.32,4.23,1.45,-,-,-,-,-,Upgrade
25,Long-Term Unearned Revenue,6.97,0.03,0.13,1.3,1.6,2.12,2.98,3.84,4.7,3.42,2.87,3.31,3.76,4.17,4.55,4.91,-,-,-,-,Upgrade
26,Long-Term Deferred Tax Liabilities,-,-,-,-,-,-,1.06,1.06,1.07,0.23,0.2,0.2,-,-,-,-,-,-,-,-,Upgrade
27,Other Long-Term Liabilities,4.61,0.64,0.69,0.73,1.22,0.27,0.27,0.27,1.85,3.82,2.95,4.84,4.14,3.06,3.04,4.47,4.41,4.89,-,6.97,Upgrade
