,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,88,155,135,116,139,245,280,412,257,84,74,Upgrade
1,Market Cap Growth,33.06%,33.06%,-2.39%,-52.61%,-50.55%,-40.50%,9.19%,393.52%,246.13%,-43.08%,-62.80%,Upgrade
2,Enterprise Value,126,228,147,207,124,431,527,725,532,343,367,Upgrade
3,Last Close Price,0.08,0.15,0.15,0.13,0.17,0.31,0.36,0.53,0.35,0.11,0.12,Upgrade
4,PE Ratio,-,-,-,18.77,-,-,-,-,-,-,-,Upgrade
5,PS Ratio,0.34,0.67,0.85,3.02,3.30,9.77,4.16,4.46,3.93,1.39,0.71,Upgrade
6,PB Ratio,-0.99,-0.99,-0.91,-0.82,-0.75,-1.78,-2.01,-4.22,-2.42,-1.39,-2.08,Upgrade
7,P/FCF Ratio,-,-,-,-4.96,-,1.31,-,33.48,-19.98,-,-,Upgrade
8,P/OCF Ratio,-,-,-,-5.01,-,1.30,-,41.70,-22.17,-,-,Upgrade
9,PEG Ratio,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,Upgrade
10,EV/Sales Ratio,0.54,0.98,0.92,5.38,2.94,17.16,7.83,7.85,8.14,5.72,3.52,Upgrade
11,EV/EBITDA Ratio,-,-,-,-,-,-19.25,-,-,-,-,-,Upgrade
12,EV/EBIT Ratio,-,-,-,-,-,-10.08,-,-,-,-,-,Upgrade
13,EV/FCF Ratio,-3.01,-,-,-8.82,-,2.30,-,58.87,-41.41,-,-,Upgrade
14,Debt / Equity Ratio,-0.79,-0.79,-0.64,-0.60,-0.63,-0.73,-1.80,-2.61,-3.04,-4.73,-7.63,Upgrade
15,Debt / FCF Ratio,-,-,-,-3.61,-,0.53,-,20.71,-25.03,-,-,Upgrade
16,Earnings Yield,-36.77%,-20.90%,36.21%,5.33%,-45.53%,-21.92%,-23.31%,-15.76%,-30.41%,-169.68%,-184.17%,Upgrade
17,FCF Yield,-47.54%,-27.02%,-17.93%,-20.17%,112.17%,76.41%,0.41%,2.99%,-5.01%,-27.61%,-4.07%,Upgrade
18,Buyback Yield / Dilution,-16.55%,-19.01%,-13.92%,-7.04%,0.19%,-4.04%,-8.42%,-8.75%,-20.37%,-33.43%,-15.90%,Upgrade
19,Total Shareholder Return,-16.55%,-19.01%,-13.92%,-7.04%,0.19%,-4.04%,-8.42%,-8.75%,-20.37%,-33.43%,-15.90%,Upgrade
