,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 10, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,146,62,74,75,83,98,100,102,102,176,276,Upgrade
1,Market Cap Growth,-17.11%,-17.11%,-10.56%,-23.01%,-17.05%,-4.69%,-1.40%,-41.67%,-63.17%,-58.64%,19.16%,Upgrade
2,Enterprise Value,368,259,373,347,474,291,457,372,386,516,446,Upgrade
3,Last Close Price,0.16,0.21,0.19,0.21,0.30,0.27,0.33,0.33,0.34,0.36,0.67,Upgrade
4,PS Ratio,0.04,0.04,0.04,0.04,0.04,0.05,0.05,0.06,0.06,0.11,0.17,Upgrade
5,PB Ratio,0.11,0.11,0.12,0.13,0.13,0.15,0.14,0.14,0.13,0.24,0.37,Upgrade
6,P/TBV Ratio,0.12,0.12,0.14,0.14,0.15,0.17,0.16,0.17,0.16,0.27,0.42,Upgrade
7,P/FCF Ratio,0.17,0.17,0.18,0.33,-0.70,-,1.71,-,-,-0.77,-,Upgrade
8,P/OCF Ratio,0.16,0.16,0.17,0.30,-0.90,-,1.15,-,1.02,-1.34,-,Upgrade
9,EV/Sales Ratio,0.21,0.15,0.20,0.19,0.24,0.15,0.25,0.20,0.21,0.33,0.28,Upgrade
10,EV/EBITDA Ratio,9.19,12.10,9.98,5.15,7.28,8.25,19.02,5.53,4.03,5.91,5.98,Upgrade
11,EV/EBIT Ratio,-,-,-,-,-80.23,-,-,-,37.47,24.64,62.27,Upgrade
12,EV/FCF Ratio,1.02,0.72,0.91,1.54,-3.96,-,7.82,-,-,-2.25,-,Upgrade
13,Debt / Equity Ratio,0.92,0.92,0.83,0.85,0.76,0.81,0.49,0.66,0.65,0.66,0.67,Upgrade
14,Debt / FCF Ratio,1.47,1.47,1.23,2.28,-4.05,-,5.98,-,-,-2.10,-,Upgrade
15,Return on Capital Employed (ROCE),-,-,-,-,-0.84%,-,-,-,1.24%,2.61%,0.87%,Upgrade
16,Earnings Yield,-16.25%,-38.12%,-12.38%,-22.20%,-20.98%,-8.72%,-49.77%,-87.15%,-42.15%,-1.28%,1.77%,Upgrade
17,FCF Yield,247.21%,579.86%,551.47%,299.39%,-143.83%,-47.09%,58.35%,-143.46%,3.49%,-130.63%,-132.77%,Upgrade
