,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,2230,2243,2740,1609,1478,1858,1861,1907,1566,1586
1,Short-Term Investments,537.5,580.8,-,-,-,-,-,-,-,-
2,Trading Asset Securities,-,-,-,-,-,-,15.4,86.5,269.59,480.98
3,Cash & Short-Term Investments,2768,2824,2740,1609,1478,1858,1876,1993,1836,2067
4,Cash Growth,1.01%,75.48%,85.45%,-13.41%,-21.24%,-6.78%,2.20%,-3.54%,-10.99%,-0.51%
5,Accounts Receivable,80.55,85.19,64.37,98.13,98.75,109.75,16.49,70.68,14.86,65.5
6,Other Receivables,253.31,222.19,212.17,221.98,236.12,286.28,235.51,230.84,124.66,148.62
7,Receivables,333.86,307.38,276.54,320.12,334.87,396.03,252,301.53,283.16,354.99
8,Inventory,96.45,93.88,94.36,109.47,100.2,102.07,1441,1416,1349,61.69
9,Prepaid Expenses,0.23,0.3,0.23,0.26,0.17,0.23,0.19,0.23,0.16,0.2
10,Total Current Assets,3198,3225,3111,2039,1913,2357,3569,3711,3468,2484
11,"Property, Plant & Equipment",8499,8613,8795,7505,7691,7906,7602,7626,7536,7571
12,Long-Term Investments,4011,3937,3902,3633,3674,3467,3420,3248,3238,3126
13,Long-Term Deferred Tax Assets,30.01,26.08,16.93,5.3,5.41,5.05,1.76,3.36,4.71,10.91
14,Other Long-Term Assets,1220,1236,1252,1267,1286,1298,1.51,1.53,1.55,1233
15,Total Assets,16959,17037,17078,14449,14569,15032,14594,14590,14248,14425
16,Accounts Payable,42.43,45.82,44.05,47.55,58.22,61.24,37.99,54.99,36.45,47.07
17,Accrued Expenses,47.26,80.67,58.52,76.36,51.33,114.3,40.28,77.44,38.52,57.66
18,Short-Term Debt,42.72,63.78,45.8,38.72,34.34,73.88,51.2,59.37,36.51,72.98
19,Current Portion of Long-Term Debt,50,40,30,1120,610,100,80,60,45,30
20,Current Portion of Leases,42.79,45.81,185.07,105.45,102.98,100.52,98.17,101.25,98.67,98.48
21,Current Income Taxes Payable,17.02,26.52,18.53,23.98,8.54,26.9,25.14,31.55,25.22,33.17
22,Current Unearned Revenue,12.71,13.67,13.05,9.69,15.09,12.26,12.73,9.09,11.15,8.83
23,Other Current Liabilities,735.37,832.87,847.13,970.71,911.12,1286,873.41,988.12,785.96,931.02
24,Total Current Liabilities,990.31,1149,1242,2392,1792,1776,1219,1382,1077,1279
25,Long-Term Debt,3208,3238,3260,1120,1680,2240,2290,2340,2370,2400
26,Long-Term Leases,1544,1566,1450,82.96,135.68,188.41,238.67,305.18,355.81,474.84
27,Long-Term Deferred Tax Liabilities,69.02,67.2,61.39,54.37,50.53,48.09,40.33,31.22,24.72,20.65
28,Total Liabilities,5811,6020,6013,3650,3658,4252,3788,4058,3828,4175
29,Common Stock,6.29,6.29,6.29,6.29,6.29,6.29,6.29,6.29,6.29,6.29
30,Additional Paid-In Capital,6543,6543,6543,6543,6543,6543,6543,6543,6543,6543
31,Retained Earnings,2927,2885,2925,2797,2850,2822,2847,2678,2565,2466
32,Comprehensive Income & Other,-35.85,-35.85,-35.84,-35.87,-35.94,-36.05,-36.01,-36.35,-36.18,-36.21
33,Total Common Equity,9440,9399,9438,9311,9363,9335,9360,9191,9078,8979
34,Minority Interest,1707,1618,1626,1488,1548,1445,1446,1340,1342,1271
35,Shareholders' Equity,11147,11017,11065,10799,10911,10780,10806,10532,10420,10250
36,Total Liabilities & Equity,16959,17037,17078,14449,14569,15032,14594,14590,14248,14425
37,Total Debt,4887,4954,4970,2467,2563,2703,2758,2866,2906,3076
38,Net Cash (Debt),-2119,-2130,-2230,-858.03,-1085,-844.61,-882.07,-872.39,-1070,-1010
39,Net Cash Per Share,-1.45,-1.45,-1.52,-0.59,-0.74,-0.58,-0.60,-0.60,-0.73,-0.69
40,Filing Date Shares Outstanding,1464,1464,1464,1464,1464,1464,1464,1464,1464,1464
41,Total Common Shares Outstanding,1464,1464,1464,1464,1464,1464,1464,1464,1464,1464
42,Working Capital,2208,2076,1869,-353.53,121.16,580.99,2350,2329,2390,1204
43,Book Value Per Share,6.45,6.42,6.45,6.36,6.39,6.37,6.39,6.28,6.20,6.13
44,Tangible Book Value,9440,9399,9438,9311,9363,9335,9360,9191,9078,8979
45,Tangible Book Value Per Share,6.45,6.42,6.45,6.36,6.39,6.37,6.39,6.28,6.20,6.13
46,Buildings,5481,5416,5416,5416,5416,5416,2175,2175,2175,2175
47,Machinery,927.77,934.18,933.69,932.88,933.66,933.33,214.49,214.7,215.33,218.62
48,Construction In Progress,-,-,-,-,-,-,3494,3382,3156,3045
49,Leasehold Improvements,699.21,734.47,727.76,727.5,716.31,716.31,706,716.32,716.32,716.32
