,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Market Capitalization,1597112,1474142,1368223,1275228,1175651,1081887,1153043,1065802,990423,933518,1066587,1114815,1024039,1007355,1014022,1085279,1017558,970408,1044695,1051141,1148406,Upgrade
1,Market Cap Growth,36.26%,36.26%,18.66%,19.65%,18.70%,15.89%,8.11%,-4.40%,-3.28%,-7.33%,5.18%,2.72%,0.64%,3.81%,-2.94%,3.25%,-11.39%,-10.58%,-10.90%,-14.33%,-0.05%,Upgrade
2,Last Close Price,4.59,3.55,3.47,2.91,2.68,2.47,2.60,2.49,2.35,2.13,2.37,2.39,2.13,2.09,2.12,2.08,1.86,1.68,1.88,1.95,2.18,Upgrade
3,PE Ratio,5.63,6.12,5.92,5.47,4.93,4.67,4.99,4.37,4.11,3.94,4.29,4.31,4.05,4.20,4.37,5.02,4.74,5.10,5.69,5.27,5.69,Upgrade
4,PS Ratio,2.30,2.50,2.47,2.30,2.06,1.99,2.13,1.86,1.79,1.71,1.82,1.82,1.66,1.71,1.76,1.99,1.90,2.00,2.24,2.14,2.29,Upgrade
5,PB Ratio,0.52,0.46,0.46,0.42,0.39,0.37,0.40,0.36,0.34,0.34,0.37,0.38,0.35,0.36,0.38,0.42,0.40,0.40,0.46,0.47,0.52,Upgrade
6,P/FCF Ratio,-,-2.67,-1.21,-,-0.57,-,-,-,-0.42,-,-,-,-2.02,-10.32,-,-,-0.85,-,-,-,-0.70,Upgrade
7,P/OCF Ratio,-,-2.82,-1.24,-,-0.58,-,-,-,-0.43,-,-,-,-2.18,-18.26,-,-,-0.88,-,-,-,-0.72,Upgrade
8,Debt / Equity Ratio,2.28,2.28,2.37,2.13,2.16,2.06,1.91,1.94,2.08,2.13,2.15,2.16,2.37,2.34,2.34,2.32,2.06,2.16,2.06,2.21,2.11,Upgrade
9,Debt / FCF Ratio,-,-13.19,-6.28,-,-3.17,-,-,-,-2.58,-,-,-,-13.46,-66.28,-,-,-4.42,-,-,-,-2.86,Upgrade
10,Return on Equity (ROE),8.63%,9.57%,8.66%,8.79%,8.79%,10.00%,9.53%,8.91%,9.11%,10.47%,10.15%,9.49%,9.53%,11.09%,10.54%,9.20%,9.19%,9.93%,11.17%,6.18%,Upgrade,
11,Return on Assets (ROA),0.72%,0.79%,0.73%,0.75%,0.75%,0.86%,0.83%,0.79%,0.80%,0.91%,0.89%,0.83%,0.82%,0.94%,0.91%,0.80%,0.79%,0.85%,0.96%,0.54%,Upgrade,
12,Earnings Yield,15.08%,17.49%,18.09%,19.57%,21.73%,22.74%,21.32%,24.32%,25.86%,26.62%,24.48%,24.37%,25.96%,25.27%,24.29%,21.24%,22.51%,20.41%,18.30%,19.68%,18.26%,Upgrade
13,FCF Yield,-34.53%,-37.41%,-82.45%,-157.15%,-175.74%,-191.74%,-200.79%,-208.27%,-236.23%,-228.85%,-142.71%,-146.85%,-49.59%,-9.69%,-60.69%,-100.48%,-117.95%,-178.22%,-183.01%,-103.33%,-141.85%,Upgrade
14,Dividend Yield,5.65%,11.16%,-,-,9.71%,-,-,-,11.16%,-,-,-,12.73%,-,-,-,12.59%,-,-,-,9.80%,Upgrade
15,Payout Ratio,36.89%,123.80%,15.18%,4.61%,5.30%,126.86%,14.75%,3.25%,-,124.94%,10.82%,4.41%,4.34%,2.47%,106.35%,7.61%,4.07%,128.15%,6.80%,6.35%,-,Upgrade
16,Buyback Yield / Dilution,0.81%,-4.38%,4.21%,-2.49%,6.13%,2.14%,-5.66%,-0.50%,5.37%,1.26%,-4.67%,-0.68%,-10.86%,6.77%,-1.98%,3.03%,11.53%,1.62%,-8.59%,-3.17%,0.38%,Upgrade
17,Total Shareholder Return,6.46%,6.78%,4.21%,-2.49%,15.83%,2.14%,-5.66%,-0.50%,16.53%,1.26%,-4.67%,-0.68%,1.87%,6.77%,-1.98%,3.03%,24.12%,1.62%,-8.59%,-3.17%,10.18%,Upgrade
