,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Interest Income on Loans,266128,270711,272283,271840,270010,257961,249040,236815,225640,212488,205905,202698,199856,196191,190743,188560,187062,190049,194399,204355,Upgrade
1,Interest Paid on Deposits,156891,156663,159571,158267,151030,141303,131706,119530,107039,98754,96259,93571,92614,91577,86584,82760,82357,85115,93920,92125,Upgrade
2,Net Interest Income,109237,114048,112712,113573,118980,116658,117334,117285,118601,113734,109646,109127,107242,104614,104159,105800,104705,104934,100479,112230,Upgrade
3,Net Interest Income Growth (YoY),-8.19%,-2.24%,-3.94%,-3.16%,0.32%,2.57%,7.01%,7.48%,10.59%,8.72%,5.27%,3.14%,2.42%,-0.30%,3.66%,-5.73%,8.91%,13.68%,12.42%,17.64%,Upgrade
4,Income From Trading Activities,17498,7148,7332,8721,2387,5139,12476,3251,-262,2610,1622,7761,10776,4816,4938,3449,2433,-1803,3976,6440,Upgrade
5,Gain (Loss) on Sale of Assets,-,-,-,1671,-,-,-,979,-,-,-,1968,-,-,-,1596,-,-,-,1342,Upgrade
6,Gain (Loss) on Sale of Investments,3652,2433,2046,642,404,478,-718,919,590,-502,1076,67,1278,851,1001,-246,2170,2864,4759,-261,Upgrade
7,Other Non-Interest Income,30789,33262,38948,29231,29454,31215,37125,24316,27267,29038,36298,31324,33746,34708,47768,28251,34011,32445,39329,12906,Upgrade
8,Total Non-Interest Income,51939,42843,48326,40265,32245,36832,48883,29465,27595,31146,38996,41120,45800,40375,53707,33050,38614,33506,48064,20427,Upgrade
9,Non-Interest Income Growth (YoY),61.08%,16.32%,-1.14%,36.65%,16.85%,18.26%,25.35%,-28.34%,-39.75%,-22.86%,-27.39%,24.42%,18.61%,20.50%,11.74%,61.80%,-12.31%,-22.76%,-6.90%,-35.41%,Upgrade
10,Revenues Before Loan Losses,161176,156891,161038,153838,151225,153490,166217,146750,146196,144880,148642,150247,153042,144989,157866,138850,143319,138440,148543,132657,Upgrade
11,Provision for Loan Losses,25216,25603,34915,15425,30506,27526,33037,20835,29955,17507,29696,18187,31947,20584,32361,21489,30419,33933,32551,41289,Upgrade
12,Revenue,135960,131288,126123,138413,120719,125964,133180,125915,116241,127373,118946,132060,121095,124405,125505,117361,112900,104507,115992,91368,Upgrade
13,Revenue Growth (YoY),12.63%,4.23%,-5.30%,9.93%,3.85%,-1.11%,11.97%,-4.65%,-4.01%,2.39%,-5.23%,12.52%,7.26%,19.04%,8.20%,28.45%,-0.08%,-19.20%,2.04%,10.08%,Upgrade
14,Salaries and Employee Benefits,-,-,-,107872,-,-,-,101004,-,-,-,99317,-,-,-,89334,-,-,-,90762,Upgrade
15,Occupancy Expenses,-,-,-,24853,-,-,-,23579,-,-,-,23882,-,-,-,22871,-,-,-,21175,Upgrade
16,"Selling, General & Administrative",-,-,-,44778,-,-,-,44730,-,-,-,47403,-,-,-,38944,-,-,-,41845,Upgrade
17,Other Non-Interest Expense,64457,54042,54309,-111423,52539,50648,53670,-113277,48184,49925,45374,-104355,57829,48624,53733,-93808,54124,43680,47266,-97914,Upgrade
18,Total Non-Interest Expense,63834,53982,54226,65723,52024,50326,53899,56059,47696,49855,45264,65915,57432,48161,53447,57633,53737,43487,47396,55633,Upgrade
19,EBT Excluding Unusual Items,72126,77306,71897,72690,68695,75638,79281,69856,68545,77518,73682,66145,63663,76244,72058,59728,59163,61020,68596,35735,Upgrade
20,Asset Writedown,-,-,-,-696,-,-,-,-5960,-,-,-,-1490,-,-,-,-2129,-,-,-,479,Upgrade
21,Pretax Income,72126,77306,71897,71994,68695,75638,79281,63896,68545,77518,73682,64655,63663,76244,72058,57599,59163,61020,68596,36214,Upgrade
22,Income Tax Expense,11173,10743,11924,12126,9880,9675,17556,7273,11998,14164,13481,9674,9852,15006,14749,8489,10989,9530,12274,5569,Upgrade
23,Earnings From Continuing Operations,60953,66563,59973,59868,58815,65963,61725,56623,56547,63354,60201,54981,53811,61238,57309,49110,48174,51490,56322,30645,Upgrade
24,Minority Interest in Earnings,-3791,-3951,-3984,-2822,-4052,-3531,-4062,-2281,-3532,-1566,-2824,-1945,-3101,-2414,-3320,-1951,-3380,-3156,-3739,-2819,Upgrade
25,Net Income,57162,62612,55989,57046,54763,62432,57663,54342,53015,61788,57377,53036,50710,58824,53989,47159,44794,48334,52583,27826,Upgrade
26,Preferred Dividends & Other Adjustments,-,-,-,15296,-,-,-,13419,-,-,-,10651,-,-,-,12029,-,-,-,6826,Upgrade
27,Net Income to Common,57162,62612,55989,41750,54763,62432,57663,40923,53015,61788,57377,42385,50710,58824,53989,35130,44794,48334,52583,21000,Upgrade
28,Net Income Growth,4.38%,0.29%,-2.90%,4.98%,3.30%,1.04%,0.50%,2.46%,4.55%,5.04%,6.28%,12.46%,13.21%,21.70%,2.67%,69.48%,-1.62%,-23.38%,3.17%,3.78%,Upgrade
29,Basic Shares Outstanding,300853,346805,311050,223781,288226,362055,303489,238388,294528,342652,301984,251914,298294,327369,299939,227235,319957,321020,309312,256864,Upgrade
30,Diluted Shares Outstanding,300853,346805,311050,223781,288226,362055,303489,238388,294528,342652,301984,251914,298294,327369,299939,227235,319957,321020,309312,256864,Upgrade
31,Shares Change (YoY),4.38%,-4.21%,2.49%,-6.13%,-2.14%,5.66%,0.50%,-5.37%,-1.26%,4.67%,0.68%,10.86%,-6.77%,1.98%,-3.03%,-11.53%,-1.62%,8.59%,3.17%,-0.38%,Upgrade
32,EPS (Basic),0.19,0.18,0.18,0.19,0.19,0.17,0.19,0.17,0.18,0.18,0.19,0.17,0.17,0.18,0.18,0.15,0.14,0.15,0.17,0.08,Upgrade
33,EPS (Diluted),0.19,0.18,0.18,0.19,0.19,0.17,0.19,0.17,0.18,0.18,0.19,0.17,0.17,0.18,0.18,0.15,0.14,0.15,0.17,0.08,Upgrade
34,EPS Growth,0%,4.70%,-5.26%,11.81%,5.56%,-4.37%,0%,-0.82%,5.88%,0.35%,5.56%,12.91%,21.43%,19.34%,5.88%,91.46%,0%,-29.44%,0%,0.24%,Upgrade
35,Dividend Per Share,0.121,-,-,0.236,-,-,-,0.232,-,-,-,0.221,-,-,-,0.197,-,-,-,0.191,Upgrade
36,Dividend Growth,-,-,-,1.90%,-,-,-,4.98%,-,-,-,12.18%,-,-,-,3.14%,-,-,-,3.80%,Upgrade
37,Effective Tax Rate,15.49%,13.90%,16.58%,16.84%,14.38%,12.79%,22.14%,11.38%,17.50%,18.27%,18.30%,14.96%,15.48%,19.68%,20.47%,14.74%,18.57%,15.62%,17.89%,15.38%,Upgrade
