,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,74.35,215.71,47.29,199.85,90.07,156.31,80.39,152.53,136.87,227.52
1,Short-Term Investments,2.16,2.16,2.16,2.16,2.22,2.62,-,2.32,-,-
2,Cash & Short-Term Investments,76.51,217.87,49.46,202.02,92.29,158.92,80.39,154.85,136.87,227.52
3,Cash Growth,54.71%,7.85%,-46.41%,27.12%,14.80%,2.63%,-41.26%,-31.94%,25.28%,98.16%
4,Accounts Receivable,2.04,1.63,5.69,13.17,0.41,0.24,0.18,0.15,0.04,1.45
5,Other Receivables,5.79,2.61,2.71,1.62,2.45,2.35,3.88,1.82,3.63,2.85
6,Receivables,7.83,4.24,8.4,14.79,2.86,2.59,4.05,1.96,3.68,4.29
7,Inventory,1.36,1.25,0.87,1.1,0.34,0.36,0.38,0.38,0.18,-
8,Prepaid Expenses,2.27,1.17,1.71,3.71,2.37,4.01,0.9,5.51,2.85,6.54
9,Other Current Assets,-,-,-,-,-,-,0.68,-,0.57,0.55
10,Total Current Assets,87.96,224.53,60.43,221.61,97.85,165.87,86.41,162.71,144.14,238.9
11,"Property, Plant & Equipment",1275,1220,1168,1182,1089,1030,1007,993.09,934.46,888.76
12,Other Intangible Assets,2.39,2.02,1.18,1.21,1.42,1.46,1.34,1.28,1.36,1.41
13,Other Long-Term Assets,1.37,12.64,14.51,4.2,2.35,4.14,14.7,13.79,17.49,9.84
14,Total Assets,1367,1459,1244,1409,1191,1202,1109,1171,1097,1139
15,Accounts Payable,-,-,3.53,-,0.01,-,0.01,0.02,0.01,0.01
16,Accrued Expenses,15.53,25.35,10.98,18.93,8.95,15.45,3.57,9.44,4.47,9.65
17,Short-Term Debt,40,-,-,50,-,-,-,-,-,-
18,Current Portion of Long-Term Debt,70,70,70.52,92.91,146.26,75.08,77.14,33.52,39.89,88.23
19,Current Portion of Leases,0.41,0.16,0.48,0.61,0.57,0.66,0.74,1.02,1.09,-
20,Current Income Taxes Payable,0.48,0.52,0.6,0.59,0.93,0.9,0.79,0.61,0.49,0.46
21,Current Unearned Revenue,5.65,198.57,19.2,176.93,16.79,130.28,15.09,119.17,11.25,96.21
22,Other Current Liabilities,96.95,98.38,100.74,159.51,82.79,96.32,103.03,113.98,112,112.87
23,Total Current Liabilities,229.02,392.98,206.07,499.48,256.3,318.68,200.37,277.76,169.21,307.43
24,Long-Term Debt,234.79,269.79,304.79,257.62,315.84,313.27,357.94,364.85,385.62,335.43
25,Long-Term Leases,1.05,-,-,0.15,0.36,0.66,-,0.25,0.79,-
26,Long-Term Unearned Revenue,10.76,11.93,14.3,14.97,15.02,17.32,15.03,15.03,25,-
27,Total Liabilities,475.62,674.7,525.16,772.22,587.52,649.93,573.33,657.89,580.61,642.86
28,Common Stock,4.32,4.32,4.32,4.32,4.32,4.32,4.32,4.32,4.32,4.32
29,Additional Paid-In Capital,134.04,134.04,134.04,134.04,134.04,134.04,134.04,134.04,134.04,134.04
30,Retained Earnings,702.97,596.34,530.47,448.31,415.08,363.3,347.39,324.62,328.47,307.69
31,Comprehensive Income & Other,50,50,50,50,50,50,50,50,50,50
32,Shareholders' Equity,891.33,784.7,718.83,636.67,603.44,551.66,535.75,512.98,516.83,496.05
33,Total Liabilities & Equity,1367,1459,1244,1409,1191,1202,1109,1171,1097,1139
34,Total Debt,346.25,339.95,375.79,401.29,463.03,389.66,435.82,399.65,427.38,423.67
35,Net Cash (Debt),-269.74,-122.08,-326.34,-199.27,-370.74,-230.74,-355.42,-244.79,-290.51,-196.15
36,Net Cash Per Share,-0.54,-0.24,-0.65,-0.40,-0.74,-0.46,-0.71,-0.49,-0.58,-0.39
37,Filing Date Shares Outstanding,500,500,500,500,500,500,500,500,500,500
38,Total Common Shares Outstanding,500,500,500,500,500,500,500,500,500,500
39,Working Capital,-141.06,-168.45,-145.64,-277.87,-158.44,-152.81,-113.96,-115.05,-25.07,-68.53
40,Book Value Per Share,1.78,1.57,1.44,1.27,1.21,1.10,1.07,1.03,1.03,0.99
41,Tangible Book Value,888.94,782.68,717.65,635.46,602.02,550.2,534.42,511.7,515.48,494.64
42,Tangible Book Value Per Share,1.78,1.57,1.44,1.27,1.20,1.10,1.07,1.02,1.03,0.99
43,Buildings,1007,992.58,916.89,906.66,751.4,713.74,610.76,620.73,437.1,437.1
44,Machinery,150.56,141.64,138.36,135.43,119.84,117.57,106.94,100.86,91.9,90.23
45,Construction In Progress,283.79,233.06,239.81,246.07,303.75,275.05,351.61,321.78,442.7,388.66
