,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Revenue,202.09,170.59,184.28,152.08,134.11,118.11,108.63,95.46,81.44,81.44
1,Revenue Growth (YoY),9.67%,12.17%,37.41%,28.77%,23.46%,23.72%,33.39%,17.22%,-3.31%,9.65%
2,Cost of Revenue,71.63,73.89,67.87,69.49,54.47,67.53,55.29,60.52,40.27,55.3
3,Gross Profit,130.47,96.7,116.41,82.59,79.64,50.58,53.34,34.94,41.17,26.13
4,"Selling, General & Admin",25.34,30.03,26.32,33.07,24.04,30.59,24.79,30.4,22.11,23.02
5,Other Operating Expenses,-3.3,-2.07,-3.4,-0.34,-3.97,-1.7,0.24,0.39,-2.65,0.71
6,Operating Expenses,22.04,27.97,22.92,32.73,20.07,28.89,25.03,30.79,19.46,23.72
7,Operating Income,108.42,68.74,93.49,49.86,59.57,21.7,28.31,4.15,21.71,2.41
8,Interest Expense,-2.5,-4.28,-11.34,-21.58,-7.55,-4.23,-5.37,-4.41,-0.84,-0.55
9,Interest & Investment Income,1.15,0.49,0.49,0.24,0.15,0.24,0.1,0.14,0.09,0.29
10,Currency Exchange Gain (Loss),-,1.25,-,4.59,-,-1.17,-,-3.57,-,1.55
11,EBT Excluding Unusual Items,107.08,66.19,82.64,33.11,52.17,16.54,23.04,-3.69,20.96,3.7
12,Gain (Loss) on Sale of Assets,-,-0.07,-,-0.08,-,-0.1,-,0.42,-,6.01
13,Pretax Income,107.08,66.12,82.64,33.04,52.17,16.43,23.04,-3.27,20.96,9.72
14,Income Tax Expense,0.45,0.25,0.48,-0.19,0.39,0.52,0.26,0.58,0.18,0.62
15,Net Income,106.63,65.87,82.16,33.23,51.78,15.91,22.77,-3.86,20.78,9.1
16,Net Income to Common,106.63,65.87,82.16,33.23,51.78,15.91,22.77,-3.86,20.78,9.1
17,Net Income Growth,29.78%,98.25%,58.67%,108.86%,127.36%,-,9.58%,-,-9.55%,74.02%
18,Shares Outstanding (Basic),500,500,500,500,500,500,500,500,500,500
19,Shares Outstanding (Diluted),500,500,500,500,500,500,500,500,500,500
20,Shares Change (YoY),-,-,-,-,-,-,-,-0.02%,2.40%,33.36%
21,EPS (Basic),0.21,0.13,0.16,0.07,0.10,0.03,0.05,-0.01,0.04,0.02
22,EPS (Diluted),0.21,0.13,0.16,0.07,0.10,0.03,0.05,-0.01,0.04,0.02
23,EPS Growth,29.78%,98.25%,58.67%,108.86%,127.36%,-,9.58%,-,-11.67%,30.49%
24,Free Cash Flow,-139.62,213.12,-115.45,184.96,-126.14,132.69,-93.6,61.17,-103.28,-183.09
25,Free Cash Flow Per Share,-0.28,0.43,-0.23,0.37,-0.25,0.27,-0.19,0.12,-0.21,-0.37
26,Operating Margin,53.65%,40.29%,50.74%,32.78%,44.42%,18.37%,26.06%,4.34%,26.65%,2.96%
27,Profit Margin,52.76%,38.62%,44.58%,21.85%,38.61%,13.47%,20.97%,-4.04%,25.52%,11.18%
28,Free Cash Flow Margin,-69.09%,124.93%,-62.65%,121.62%,-94.06%,112.35%,-86.17%,64.08%,-126.82%,-224.82%
29,EBITDA,128.37,90.69,113.63,68.82,76.24,38.56,43.16,17.93,33.76,12.88
30,D&A For EBITDA,19.94,21.95,20.14,18.96,16.67,16.86,14.85,13.78,12.05,10.47
31,EBIT,108.42,68.74,93.49,49.86,59.57,21.7,28.31,4.15,21.71,2.41
