,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020",+2 Quarters
0,Market Capitalization,317,381,402,838,162,144,183,208,374,192,170,Upgrade
1,Market Cap Growth,-54.47%,-54.47%,148.02%,482.71%,-11.25%,-30.77%,-51.22%,8.28%,120.37%,-25.11%,-27.59%,Upgrade
2,Enterprise Value,570,654,696,1206,477,555,612,651,783,679,522,Upgrade
3,Last Close Price,0.93,1.12,1.18,2.46,0.71,0.63,0.80,0.91,1.64,1.10,1.26,Upgrade
4,Forward PE,-,9.25,9.25,9.25,9.25,9.25,9.25,9.25,9.25,9.25,9.25,Upgrade
5,PS Ratio,3.78,4.56,4.64,16.71,7.02,5.06,5.17,2.35,2.80,2.75,-,Upgrade
6,PB Ratio,-1.28,-1.28,-1.48,-3.87,-0.50,-0.46,-0.60,-0.64,-1.31,-0.64,-0.47,Upgrade
7,P/FCF Ratio,-,-,-,-,-,5.59,39.45,-,-,-,-,Upgrade
8,P/OCF Ratio,-,-,-,-,-,4.98,21.92,-,-,-,-,Upgrade
9,EV/Sales Ratio,6.81,7.82,8.03,24.05,20.64,19.51,17.31,7.37,5.86,9.72,-,Upgrade
10,EV/EBITDA Ratio,495.95,-,1851.28,-,-,-,-,-,-,-,-,Upgrade
11,EV/FCF Ratio,-,-,-,-,-,21.57,132.21,-,-,-,-,Upgrade
12,Debt / Equity Ratio,-0.91,-0.91,-1.02,-1.42,-1.16,-1.04,-1.17,-1.34,-1.57,-1.45,-1.36,Upgrade
13,Debt / FCF Ratio,-,-,-,-,-,12.62,76.20,-,-,-,-,Upgrade
14,Earnings Yield,-9.99%,-8.30%,-6.56%,-4.23%,-18.00%,-18.21%,-25.54%,-34.95%,-15.54%,-13.60%,-,Upgrade
15,FCF Yield,-,-6.14%,-3.30%,1.80%,17.89%,2.54%,-6.04%,-6.65%,-10.82%,-,Upgrade,
16,Buyback Yield / Dilution,-35.17%,-23.74%,-49.05%,-20.60%,0.06%,-,-12.42%,-64.58%,-,-2.87%,-,Upgrade
17,Total Shareholder Return,-35.17%,-23.74%,-49.05%,-20.60%,0.06%,-,-12.42%,-64.58%,-,-2.87%,-,Upgrade
